Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,220.074,(86),1918180.0,132857.0,(0),8.45645,(17),none
1,121.407,(85),726.416,44.7007,(1),7.51946,(29),none
2,89.7154,(80),42.9985,3.83422,(9),7.69631,(24),none
3,115.591,(84),41.4197,4.73118,(7),7.75219,(22),none
4,78.6398,(78),37.9678,6.69669,(4),6.59374,(40),none
5,44.2665,(61),22.7763,1.76899,(16),4.34784,(66),none
6,107.238,(83),20.4677,5.52479,(6),7.55038,(28),none
7,96.3795,(82),20.0688,11.4486,(2),6.89971,(36),none
8,51.6896,(66),19.9303,1.20739,(29),4.43254,(65),none
9,84.4763,(79),17.5165,4.03785,(8),6.99183,(34),none
10,28.069,(40),16.5527,2.13311,(12),2.99389,(79),none
11,94.1411,(81),16.0327,1.24337,(28),8.7801,(15),none
12,50.193,(65),13.1923,0.481738,(43),16.707,(2),none
13,74.6647,(77),8.56179,1.55192,(21),7.3232,(31),none
14,48.7614,(64),7.61477,1.32368,(26),7.1848,(32),none
15,72.5927,(76),7.59065,1.98103,(14),6.24167,(44),none
16,32.0475,(44),7.26351,0.500203,(42),3.50084,(74),none
17,46.9272,(63),7.2321,1.69652,(18),5.96402,(47),none
18,65.7667,(74),5.53977,5.79775,(5),6.34371,(42),none
19,43.5062,(60),5.53575,0.74501,(33),5.80175,(50),none
20,41.96,(59),5.18642,1.55642,(20),5.32705,(56),none
21,31.2977,(43),4.85861,0.380287,(51),7.40478,(30),none
22,40.0687,(58),4.82782,1.64718,(19),5.09981,(58),none
23,26.7464,(39),3.87172,1.34082,(25),2.81362,(81),none
24,33.1854,(47),3.5402,0.297179,(61),3.15962,(77),none
25,52.8907,(68),3.3188,2.95378,(11),4.71443,(62),none
26,17.2232,(13),3.31621,0.549296,(39),5.34837,(55),none
27,24.5647,(32),3.08869,0.452661,(46),2.66458,(83),none
28,16.0539,(10),3.02727,0.531066,(41),6.85871,(37),none
29,36.2943,(53),2.95662,1.40096,(23),4.66793,(63),none
30,19.1859,(17),2.87898,1.34477,(24),6.50356,(41),none
31,32.3243,(45),2.82602,0.375516,(54),2.7945,(82),none
32,30.7404,(42),2.53216,0.479205,(44),3.70073,(73),none
33,34.3483,(49),2.51682,1.00887,(31),4.07206,(70),none
34,22.8519,(25),2.42691,0.377947,(53),10.6529,(7),none
35,32.7569,(46),2.33275,0.378709,(52),3.9601,(71),none
36,25.667,(35),2.32395,0.386124,(50),1.43488,(86),none
37,24.3495,(30),2.22027,0.234028,(67),5.6664,(51),none
38,46.0725,(62),2.16217,0.654473,(36),5.9184,(48),none
39,25.2763,(33),2.12861,0.254433,(63),3.02921,(78),none
40,38.6009,(57),2.09874,1.24868,(27),4.85474,(60),none
41,23.5083,(28),2.04224,0.239171,(65),26.3627,(1),none
42,71.9638,(75),1.82758,0.262719,(62),9.09819,(13),none
43,17.9649,(14),1.82694,0.227954,(69),8.14185,(20),none
44,37.9728,(54),1.74837,0.541929,(40),4.90964,(59),none
45,33.5832,(48),1.70667,0.78376,(32),3.81279,(72),none
46,15.6266,(9),1.54211,0.359753,(57),6.24607,(43),none
47,16.7533,(11),1.49404,0.242284,(64),6.82097,(38),none
48,11.721,(3),1.48327,1.94585,(15),9.38818,(11),none
49,52.2137,(67),1.47559,0.662285,(35),4.43271,(64),none
50,30.2044,(41),1.40979,0.477938,(45),5.22784,(57),none
51,56.0338,(69),1.36449,2.05037,(13),5.38644,(54),none
52,22.3623,(24),1.26452,0.234025,(68),11.1005,(6),none
53,35.7706,(52),1.18935,0.549871,(38),4.33763,(67),none
54,20.6679,(18),0.991103,0.212248,(70),6.92011,(35),none
55,17.1233,(12),0.924447,0.171722,(72),7.69877,(23),none
56,14.292,(5),0.894092,0.363493,(55),10.5126,(8),none
57,14.8396,(6),0.881882,0.348999,(58),8.29725,(18),none
58,10.0712,(1),0.875392,1.18211,(30),8.68865,(16),none
59,25.4425,(34),0.84146,0.134326,(76),3.39407,(75),none
60,23.1903,(27),0.81357,0.302767,(60),14.3767,(3),none
61,18.4131,(16),0.798959,0.72838,(34),5.49101,(53),none
62,58.268,(70),0.771812,1.41282,(22),5.64163,(52),none
63,35.5032,(51),0.702293,0.168483,(73),4.26492,(68),none
64,13.8895,(4),0.463833,0.386861,(49),10.2834,(9),none
65,20.905,(19),0.433866,0.41189,(47),7.08246,(33),none
66,15.3957,(7),0.412326,0.236884,(66),9.03666,(14),none
67,62.6357,(73),0.38807,2.96364,(10),6.11506,(45),none
68,26.2798,(38),0.359166,0.307775,(59),2.60337,(84),none
69,21.9007,(23),0.295674,0.406884,(48),8.18547,(19),none
70,38.4803,(56),0.2954,0.139535,(75),4.76829,(61),none
71,11.3545,(2),0.289897,0.362305,(56),9.23917,(12),none
72,24.0053,(29),0.231971,0.0394177,(82),148.394,(0),none
73,21.3059,(20),0.224388,0.189033,(71),7.56911,(27),none
74,15.4822,(8),0.203365,0.0826381,(79),7.66033,(25),none
75,24.4221,(31),0.195942,0.10835,(77),4.22871,(69),none
76,59.8652,(71),0.192788,1.76482,(17),5.86713,(49),none
77,35.4037,(50),0.150122,0.0299454,(84),11.6664,(5),none
78,18.2543,(15),0.131009,0.0450465,(81),9.48879,(10),none
79,26.1167,(37),0.0973161,0.16717,(74),2.41483,(85),none
80,38.3784,(55),0.0868959,0.0169049,(86),6.80861,(39),none
81,21.5192,(21),0.0811883,0.0570172,(80),8.13498,(21),none
82,61.8206,(72),0.0701405,0.566701,(37),6.04593,(46),none
83,26.0672,(36),0.0699692,0.0309764,(83),2.95526,(80),none
84,21.5978,(22),0.068975,0.0903999,(78),7.58136,(26),none
85,23.1297,(26),0.0358546,0.017284,(85),13.89,(4),none
86,1.1433,(0),0.0,8.04963,(3),3.38209,(76),none
