Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,279.489,(140),40485.8,184336.0,(0),6.68,(132),none
1,202.234,(139),12097.9,115.267,(1),5.79925,(136),none
2,121.068,(138),7986.68,38.0817,(2),11.7484,(51),none
3,73.2248,(137),1318.06,34.0234,(3),8.77482,(98),none
4,63.3441,(136),533.919,12.2176,(4),5.8556,(135),none
5,47.6223,(131),89.014,2.44505,(8),17.2294,(9),none
6,58.6876,(135),74.9452,1.11326,(15),32.5871,(1),none
7,53.6343,(132),69.4615,2.75375,(7),13.6115,(35),none
8,39.9618,(126),40.3498,2.27424,(10),8.60879,(100),none
9,54.0359,(133),33.1681,4.3829,(5),13.4753,(38),none
10,35.7457,(122),24.2225,2.35718,(9),8.54301,(101),none
11,45.0714,(129),24.003,1.58188,(14),10.5284,(69),none
12,32.2003,(120),17.8702,2.08351,(12),6.98919,(128),none
13,42.4472,(128),14.5253,2.22377,(11),10.7561,(67),none
14,34.3545,(121),8.95139,0.999269,(16),9.92285,(77),none
15,38.7634,(125),7.44542,0.887693,(17),11.8962,(49),none
16,29.169,(117),7.3424,1.76914,(13),6.9731,(129),none
17,31.1936,(119),6.24424,0.880694,(18),8.94305,(94),none
18,46.6025,(130),5.52455,0.849858,(20),14.7377,(19),none
19,23.5484,(97),5.52061,0.639929,(22),8.30669,(109),none
20,19.9215,(79),2.76736,0.689563,(21),7.86932,(114),none
21,24.3515,(98),2.10823,0.204717,(38),9.12626,(90),none
22,28.9559,(116),1.67328,0.194285,(40),8.36233,(107),none
23,24.9963,(103),1.53831,0.399671,(25),8.13343,(111),none
24,21.0512,(83),1.53023,0.329471,(28),9.17451,(89),none
25,18.4641,(68),1.27033,0.275482,(32),7.48314,(120),none
26,27.2271,(109),1.26217,0.420537,(24),8.6518,(99),none
27,24.5774,(100),1.22659,0.192646,(41),12.3157,(46),none
28,42.2862,(127),1.0486,0.109481,(68),12.312,(47),none
29,21.5854,(87),0.947653,0.332321,(27),7.38808,(121),none
30,17.0413,(52),0.86677,0.158015,(49),6.25119,(133),none
31,18.9295,(70),0.764511,0.168086,(46),7.33926,(123),none
32,22.7671,(94),0.76125,0.259775,(34),10.9162,(63),none
33,26.0217,(105),0.713141,0.305318,(29),7.67388,(117),none
34,26.1009,(106),0.708755,0.871622,(19),7.59352,(118),none
35,23.1205,(95),0.696514,0.132334,(56),7.72156,(115),none
36,17.7402,(60),0.636914,0.161786,(48),6.85947,(130),none
37,19.5206,(76),0.595023,0.163943,(47),7.04403,(127),none
38,23.2355,(96),0.55422,0.268064,(33),9.32346,(85),none
39,21.3352,(84),0.535047,0.114375,(67),6.1959,(134),none
40,16.9357,(51),0.49477,0.0645406,(88),9.96402,(75),none
41,12.9095,(8),0.487978,0.224223,(36),11.6214,(56),none
42,16.7205,(48),0.423858,0.0950114,(75),8.5301,(102),none
43,31.0054,(118),0.387682,0.0994905,(73),11.1774,(60),none
44,27.8808,(110),0.372194,0.103119,(72),10.8834,(65),none
45,21.9271,(88),0.36039,0.291932,(30),9.19635,(88),none
46,26.9911,(107),0.35131,0.149435,(50),8.01296,(112),none
47,16.4839,(47),0.33467,0.181524,(44),10.2087,(71),none
48,24.9051,(101),0.321291,0.0562311,(95),10.9707,(61),none
49,15.1169,(30),0.318284,0.108852,(69),14.9975,(17),none
50,28.8068,(115),0.304228,0.0584886,(93),13.944,(30),none
51,15.8467,(36),0.303859,0.1228,(63),7.87144,(113),none
52,17.6421,(58),0.302657,0.0545806,(97),5.45792,(138),none
53,17.9543,(62),0.2702,0.0831914,(80),9.03958,(92),none
54,17.5837,(57),0.246475,0.0301564,(119),13.163,(41),none
55,18.3753,(67),0.246168,0.0616809,(90),8.84278,(97),none
56,22.2524,(89),0.239572,0.079347,(81),7.33676,(124),none
57,19.8267,(78),0.239457,0.0480607,(100),9.55723,(80),none
58,1.60283,(1),0.238403,3.54478,(6),4.79162,(140),none
59,19.4526,(74),0.223716,0.0373342,(110),7.38778,(122),none
60,19.6969,(77),0.223614,0.11456,(66),9.55584,(81),none
61,28.5363,(114),0.219967,0.256102,(35),9.46022,(83),none
62,19.3695,(73),0.21344,0.0548691,(96),11.7033,(55),none
63,14.9771,(29),0.21082,0.127146,(59),14.1829,(26),none
64,17.5357,(56),0.202579,0.032359,(115),12.6936,(45),none
65,28.0206,(111),0.193221,0.348508,(26),8.50762,(103),none
66,58.483,(134),0.181128,0.0233366,(125),155.997,(0),none
67,16.083,(40),0.179715,0.0647319,(87),11.4924,(57),none
68,38.1121,(124),0.159561,0.610432,(23),10.9469,(62),none
69,13.3127,(12),0.157286,0.0743842,(84),11.735,(52),none
70,20.7292,(82),0.15033,0.0758807,(83),13.762,(33),none
71,13.7969,(19),0.14988,0.107505,(70),12.1121,(48),none
72,20.6774,(81),0.140985,0.0408298,(106),11.8593,(50),none
73,16.1862,(42),0.123301,0.0588014,(92),5.5538,(137),none
74,12.7562,(7),0.122288,0.0951872,(74),15.4238,(14),none
75,21.4969,(86),0.118755,0.0520814,(98),9.1,(91),none
76,18.0713,(63),0.114758,0.0227923,(126),7.16916,(125),none
77,12.4763,(5),0.110116,0.146634,(52),13.8252,(32),none
78,17.9211,(61),0.109217,0.0290967,(122),7.05702,(126),none
79,18.7872,(69),0.0964178,0.0319181,(117),19.941,(6),none
80,17.4656,(55),0.0955016,0.0423894,(105),13.6,(36),none
81,14.8586,(28),0.0919117,0.085522,(78),18.892,(7),none
82,16.8136,(49),0.0826103,0.0664693,(85),8.36845,(106),none
83,14.736,(27),0.0818949,0.125728,(60),15.7827,(13),none
84,16.2464,(43),0.0736376,0.0565713,(94),8.94536,(93),none
85,24.9332,(102),0.0702255,0.0296743,(120),10.8564,(66),none
86,19.2448,(72),0.063076,0.11632,(65),9.57381,(79),none
87,18.3117,(66),0.0554335,0.0515146,(99),10.1192,(72),none
88,12.6464,(6),0.0525423,0.0277429,(123),11.7084,(54),none
89,17.691,(59),0.0518431,0.0276277,(124),8.39859,(105),none
90,28.3307,(112),0.0500244,0.138664,(54),8.93717,(95),none
91,24.4995,(99),0.0492808,0.047553,(101),11.7274,(53),none
92,13.74,(18),0.0454124,0.0424861,(104),14.6836,(20),none
93,16.8875,(50),0.045282,0.0375424,(109),11.4366,(58),none
94,16.1653,(41),0.0446621,0.00837407,(138),15.0536,(16),none
95,37.9397,(123),0.0423847,0.117469,(64),10.9048,(64),none
96,15.2601,(31),0.0407191,0.0190059,(132),13.0685,(42),none
97,25.6702,(104),0.0402013,0.0217546,(127),29.4119,(2),none
98,17.1892,(53),0.0380279,0.19043,(42),9.22362,(87),none
99,27.1447,(108),0.0378175,0.0394077,(108),9.50867,(82),none
100,17.3956,(54),0.0369907,0.0629043,(89),11.405,(59),none
101,14.3065,(25),0.030189,0.286395,(31),14.6192,(22),none
102,19.0568,(71),0.0275857,0.16908,(45),8.33593,(108),none
103,13.1286,(9),0.0238157,0.0864001,(77),13.6134,(34),none
104,19.4885,(75),0.0204803,0.00719698,(139),15.8493,(12),none
105,20.6514,(80),0.0194977,0.00871708,(137),17.1948,(10),none
106,15.6351,(34),0.0183454,0.147956,(51),21.5692,(4),none
107,22.5572,(93),0.0180558,0.196269,(39),10.1063,(73),none
108,0.515955,(0),0.0177224,0.124352,(61),4.95819,(139),none
109,13.2602,(11),0.0151648,0.0129485,(136),20.852,(5),none
110,14.5998,(26),0.0131421,0.130108,(58),15.1526,(15),none
111,16.3524,(46),0.0129372,0.12344,(62),8.93563,(96),none
112,13.9107,(20),0.012736,0.0593348,(91),13.0413,(43),none
113,13.2202,(10),0.0117939,0.0313187,(118),16.0912,(11),none
114,21.4414,(85),0.0112384,0.0399461,(107),8.40724,(104),none
115,13.6294,(17),0.0107777,0.105766,(71),14.0955,(28),none
116,12.4261,(4),0.0104673,0.0445996,(103),13.4527,(39),none
117,12.3839,(3),0.00914987,0.0363726,(113),14.7554,(18),none
118,18.0929,(64),0.0089679,0.0144781,(135),6.70689,(131),none
119,13.5782,(16),0.00825577,0.047306,(102),13.9513,(29),none
120,16.316,(44),0.00787653,0.0040776,(140),8.22002,(110),none
121,14.2376,(24),0.00782377,0.0648622,(86),14.5316,(23),none
122,14.0966,(23),0.0068588,0.132409,(55),14.347,(24),none
123,15.4072,(33),0.0064305,0.220143,(37),17.4156,(8),none
124,28.4682,(113),0.00592063,0.0211959,(130),9.33745,(84),none
125,22.3382,(90),0.00558472,0.146032,(53),9.24174,(86),none
126,13.4602,(14),0.00507107,0.0849794,(79),13.5415,(37),none
127,16.3242,(45),0.00443719,0.0217446,(128),7.67576,(116),none
128,16.042,(39),0.00426308,0.0323884,(114),10.6877,(68),none
129,15.7899,(35),0.00388349,0.0365292,(111),24.0933,(3),none
130,15.9639,(37),0.00346308,0.0363995,(112),9.88091,(78),none
131,13.9783,(21),0.00345339,0.0899787,(76),14.1435,(27),none
132,22.4971,(91),0.00294462,0.0188822,(133),9.94091,(76),none
133,22.5382,(92),0.00236107,0.0163164,(134),10.0751,(74),none
134,13.5504,(15),0.00196485,0.0214127,(129),13.8704,(31),none
135,12.3487,(2),0.00151743,0.0319313,(116),14.6447,(21),none
136,16.006,(38),0.00129201,0.0295205,(121),10.2781,(70),none
137,14.0722,(22),0.000967145,0.0195581,(131),14.3123,(25),none
138,13.3758,(13),0.0,0.0791933,(82),12.9164,(44),none
139,15.2691,(32),0.0,0.131946,(57),13.3125,(40),none
140,18.1121,(65),0.0,0.184993,(43),7.49144,(119),none
