Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,315.083,(64),249549.0,9803.28,(0),0.988727,(7),none
1,77.6214,(63),3198.11,85.4954,(1),0.0555047,(34),none
2,52.9158,(61),47.3102,7.32382,(3),0.153261,(22),none
3,43.6527,(60),23.5962,7.49469,(2),0.0361526,(46),none
4,57.493,(62),17.3258,1.09017,(10),3.62043,(1),none
5,40.0384,(58),13.4869,2.20017,(6),0.092495,(27),none
6,37.3043,(57),4.68968,1.49481,(8),0.0538128,(35),none
7,33.7382,(55),3.76042,0.983984,(11),0.121068,(24),none
8,31.6131,(54),3.6344,2.97776,(4),0.0123292,(57),none
9,36.5395,(56),3.34437,2.37904,(5),0.0358533,(47),none
10,29.3793,(52),1.65361,1.73522,(7),0.0149912,(54),none
11,41.2116,(59),1.0023,0.106826,(41),4.19251,(0),none
12,28.274,(51),0.98031,0.187379,(32),0.529298,(14),none
13,25.5875,(45),0.859241,1.19315,(9),0.008005,(60),none
14,19.8505,(30),0.540786,0.71758,(13),0.00966669,(59),none
15,23.8459,(40),0.534637,0.247973,(28),0.187301,(21),none
16,26.887,(47),0.506398,0.654352,(14),0.015718,(53),none
17,26.391,(46),0.407124,0.195573,(31),0.097478,(25),none
18,23.1648,(39),0.368007,0.446381,(17),0.0430023,(41),none
19,30.2282,(53),0.345047,0.0973238,(42),0.716263,(10),none
20,19.1621,(28),0.335734,0.279912,(25),0.0444808,(38),none
21,24.7482,(43),0.322576,0.556383,(15),0.0171749,(52),none
22,27.4581,(48),0.28509,0.524169,(16),0.0234576,(50),none
23,18.1158,(20),0.247671,0.305324,(22),0.0431569,(40),none
24,24.1246,(41),0.235374,0.318453,(21),0.0565327,(33),none
25,28.0743,(50),0.205998,0.0580568,(49),1.46601,(5),none
26,17.363,(14),0.2012,0.157902,(36),0.0635776,(32),none
27,20.553,(32),0.192664,0.719659,(12),0.00671773,(61),none
28,23.097,(38),0.185851,0.169364,(33),0.0500268,(36),none
29,21.28,(34),0.182862,0.319063,(20),0.0112399,(58),none
30,27.8472,(49),0.148289,0.251523,(26),0.0895851,(28),none
31,16.8363,(9),0.140807,0.3324,(18),0.018284,(51),none
32,15.8269,(2),0.134825,0.131087,(38),0.0367659,(45),none
33,17.2293,(13),0.134582,0.0826554,(44),0.21468,(18),none
34,19.3337,(29),0.11409,0.0473115,(53),0.606235,(13),none
35,16.0335,(4),0.113931,0.330718,(19),0.013376,(56),none
36,17.862,(19),0.0974116,0.12117,(39),0.0410448,(42),none
37,20.167,(31),0.0933541,0.0395566,(54),0.336094,(15),none
38,20.9567,(33),0.0834573,0.0514372,(51),0.256322,(17),none
39,18.8812,(25),0.0808782,0.054984,(50),0.213872,(19),none
40,17.5152,(16),0.0767269,0.0826445,(45),0.121801,(23),none
41,24.9578,(44),0.0758077,0.0793693,(46),0.0946762,(26),none
42,18.9695,(26),0.0661677,0.0349905,(56),0.696091,(11),none
43,17.1419,(12),0.0651255,0.0301531,(58),1.12614,(6),none
44,18.5329,(22),0.0626788,0.153492,(37),0.0691803,(30),none
45,24.2963,(42),0.0614221,0.0293892,(59),0.940883,(8),none
46,16.4008,(5),0.0580992,0.160573,(35),0.0386708,(44),none
47,15.5879,(0),0.0571121,0.221473,(29),0.0149301,(55),none
48,17.031,(11),0.0526924,0.0893526,(43),0.0684128,(31),none
49,17.7809,(18),0.0510122,0.197215,(30),0.028377,(49),none
50,16.5201,(7),0.0506616,0.0502432,(52),0.210523,(20),none
51,15.6808,(1),0.0434068,0.0651528,(47),0.04791,(37),none
52,21.8177,(36),0.0388338,0.250431,(27),0.00621305,(62),none
53,17.6125,(17),0.0386258,0.0217932,(61),0.82513,(9),none
54,18.7811,(24),0.0354593,0.113463,(40),0.0442051,(39),none
55,17.4778,(15),0.0347934,0.0267475,(60),0.296771,(16),none
56,21.5206,(35),0.0345629,0.292563,(23),0.00620322,(63),none
57,18.669,(23),0.030936,0.165977,(34),0.0323775,(48),none
58,16.4614,(6),0.0226609,0.0372429,(55),0.0854712,(29),none
59,18.3093,(21),0.0203286,0.0332607,(57),0.634926,(12),none
60,16.9761,(10),0.0169306,0.0626378,(48),0.0387543,(43),none
61,18.9904,(27),0.015147,0.0071891,(63),3.14095,(2),none
62,22.138,(37),0.0138851,0.29132,(24),0.00568766,(64),none
63,16.5617,(8),0.00655028,0.00811524,(62),2.22632,(3),none
64,15.8984,(3),0.00473468,0.00397345,(64),1.97387,(4),none
