Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,322.786,(33),4700.85,6.64503,(0),2639.2,(4),none
1,166.249,(30),1667.52,1.22337,(4),4209.0,(0),none
2,197.594,(31),765.162,1.68148,(3),1427.47,(5),none
3,239.787,(32),609.077,2.53404,(2),759.895,(13),none
4,88.7538,(21),446.054,0.402655,(10),3535.51,(1),none
5,97.9581,(24),397.818,0.408811,(9),2854.66,(2),none
6,150.495,(29),346.285,0.92923,(5),1172.77,(6),none
7,90.9908,(22),339.24,0.327565,(12),2821.56,(3),none
8,129.923,(28),118.304,0.628785,(6),557.364,(16),none
9,94.0559,(23),104.96,0.290131,(13),946.999,(8),none
10,75.5778,(16),79.8319,0.221249,(14),1113.65,(7),none
11,76.5022,(17),63.9395,0.17009,(17),924.127,(10),none
12,77.1564,(18),59.8481,0.16888,(18),837.996,(12),none
13,112.866,(26),47.1898,0.399387,(11),307.913,(23),none
14,62.5225,(9),46.3574,0.137111,(21),927.484,(9),none
15,69.7081,(14),34.0605,0.148434,(20),593.669,(15),none
16,56.8391,(3),33.2911,0.111261,(25),856.975,(11),none
17,57.0831,(4),26.1852,0.0875087,(29),690.768,(14),none
18,117.624,(27),23.7615,0.435868,(7),146.262,(31),none
19,71.2712,(15),21.9224,0.153793,(19),377.057,(19),none
20,64.5225,(10),19.989,0.120158,(24),419.013,(18),none
21,68.5656,(13),18.0312,0.136169,(22),339.551,(21),none
22,109.051,(25),15.4158,0.416726,(8),112.188,(33),none
23,61.3062,(8),14.6388,0.11091,(27),342.941,(20),none
24,81.2161,(19),13.2148,0.211565,(15),184.314,(27),none
25,59.9352,(7),12.7701,0.108824,(28),315.382,(22),none
26,66.7987,(12),11.4491,0.13577,(23),234.416,(25),none
27,58.1172,(6),11.1731,0.0684899,(33),439.334,(17),none
28,82.1263,(20),10.7423,0.17885,(16),150.521,(28),none
29,65.1203,(11),6.59607,0.111058,(26),148.268,(30),none
30,55.2871,(2),4.64702,0.0770486,(30),150.08,(29),none
31,52.4402,(1),3.53133,0.0761845,(31),125.459,(32),none
32,51.6982,(0),0.0,4.69603,(1),220.109,(26),none
33,58.0576,(5),0.0,0.0737185,(32),236.06,(24),none
