Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,744.365,(34),449588.0,76.8661,(0),26026.8,(0),none
1,306.555,(33),3095.36,5.56656,(1),1658.42,(3),none
2,201.246,(30),1407.85,2.0628,(4),1903.2,(2),none
3,227.014,(31),1165.92,2.93967,(3),1160.4,(5),none
4,267.127,(32),1123.99,3.80371,(2),840.31,(7),none
5,146.545,(28),832.454,0.971039,(6),2207.32,(1),none
6,128.888,(27),243.973,0.770018,(7),890.213,(6),none
7,95.3182,(24),214.392,0.406742,(9),1343.87,(4),none
8,181.08,(29),191.196,1.35128,(5),352.006,(12),none
9,117.241,(26),85.5307,0.567635,(8),379.703,(10),none
10,75.7894,(19),56.7716,0.21806,(15),625.38,(9),none
11,54.2928,(10),44.1868,0.149826,(21),803.519,(8),none
12,84.3254,(21),41.9832,0.319683,(11),355.752,(11),none
13,86.2335,(23),32.4083,0.281177,(12),278.684,(16),none
14,71.2896,(17),24.7297,0.206848,(16),347.163,(13),none
15,71.6116,(18),21.8963,0.162818,(18),311.424,(14),none
16,78.2448,(20),21.0775,0.254718,(13),210.813,(19),none
17,60.5127,(13),15.6845,0.132128,(22),287.803,(15),none
18,99.4749,(25),14.9825,0.319824,(10),110.737,(32),none
19,67.9651,(15),14.9697,0.195426,(17),203.302,(20),none
20,84.9997,(22),13.9851,0.227312,(14),141.887,(26),none
21,62.0181,(14),10.6667,0.15214,(20),184.209,(21),none
22,48.5483,(7),8.40493,0.083535,(27),240.524,(17),none
23,48.8706,(8),7.81304,0.0833882,(28),220.403,(18),none
24,53.384,(9),6.66556,0.107322,(24),163.488,(22),none
25,68.766,(16),5.97439,0.154347,(19),100.817,(34),none
26,55.5576,(11),5.83459,0.116802,(23),123.887,(31),none
27,57.0755,(12),5.79591,0.101282,(25),131.274,(29),none
28,48.2334,(6),4.60595,0.0803456,(29),144.305,(25),none
29,38.7604,(3),3.96381,0.0668091,(30),152.082,(24),none
30,42.5666,(4),3.76232,0.0955121,(26),124.1,(30),none
31,45.0795,(5),3.75136,0.063707,(31),136.248,(27),none
32,36.7425,(2),2.4184,0.0429443,(32),131.502,(28),none
33,28.1921,(1),1.83515,0.0271524,(33),159.99,(23),none
34,27.1189,(0),1.04761,0.0231945,(34),109.489,(33),none
