Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,73.0949,(144),165.028,7.09096,(4),1.01624,(131),none
1,44.5811,(138),150.829,8.33897,(1),0.138768,(145),none
2,38.3365,(134),133.93,3.09882,(7),0.0754477,(148),none
3,65.2721,(143),120.047,7.57518,(2),1.82622,(119),none
4,59.6294,(141),102.427,4.87553,(6),1.0443,(130),none
5,43.515,(137),72.85,1.25224,(13),0.0752517,(150),none
6,53.6472,(140),51.8242,5.67826,(5),2.2986,(111),none
7,41.3834,(136),44.8778,1.49773,(12),3.89927,(94),none
8,33.3309,(131),34.5369,1.69225,(10),0.168837,(143),none
9,37.1133,(133),24.6631,0.827864,(14),5.48485,(15),none
10,29.0978,(120),9.64051,0.489757,(22),16.2761,(0),none
11,31.4201,(126),7.70961,0.427773,(27),2.22417,(114),none
12,52.9621,(139),6.45124,0.588351,(17),1.6494,(122),none
13,27.1806,(114),4.99938,0.24666,(40),9.64992,(3),none
14,32.8833,(130),4.99918,0.336611,(35),5.85295,(8),none
15,26.8089,(113),4.80622,0.476759,(26),5.12931,(24),none
16,31.9469,(127),4.58542,0.217979,(42),0.189831,(142),none
17,27.3982,(115),3.7911,0.179257,(49),0.0790956,(147),none
18,35.0531,(132),3.74027,2.02519,(9),4.46926,(63),none
19,64.573,(142),3.60536,0.502218,(21),4.31337,(72),none
20,29.1518,(121),3.00072,0.213277,(43),0.52117,(135),none
21,28.6243,(119),2.92359,0.488198,(23),4.00106,(88),none
22,29.3884,(122),2.91803,0.561682,(19),1.51883,(125),none
23,19.6907,(68),2.81085,0.353754,(34),5.24747,(19),none
24,24.9256,(104),2.72018,0.335748,(36),1.21876,(127),none
25,24.2217,(99),2.195,0.409188,(28),5.7859,(9),none
26,25.8492,(109),1.91851,0.207498,(45),5.98768,(6),none
27,26.1121,(110),1.88709,0.13142,(61),0.168784,(144),none
28,83.5265,(148),1.67268,7.27086,(3),3.43423,(102),none
29,22.4642,(90),1.41192,0.190008,(48),5.59009,(12),none
30,30.7903,(125),1.27014,0.58767,(18),4.95872,(31),none
31,23.8962,(98),1.23929,0.404969,(29),4.45905,(64),none
32,23.6316,(96),1.11916,0.200184,(47),1.18174,(128),none
33,20.7218,(76),1.02494,0.066916,(94),2.84527,(110),none
34,20.8641,(78),0.984717,0.119286,(69),0.0754298,(149),none
35,22.698,(91),0.894235,0.0693096,(92),0.132102,(146),none
36,15.9622,(28),0.852815,0.100484,(75),9.12194,(4),none
37,15.0207,(13),0.849545,0.107636,(73),0.234768,(141),none
38,16.1675,(32),0.704537,0.150947,(55),0.651869,(134),none
39,81.5388,(146),0.693232,1.50559,(11),3.39717,(105),none
40,41.2928,(135),0.586075,0.0529081,(107),1.69744,(121),none
41,27.8852,(117),0.558572,0.601653,(16),3.39997,(104),none
42,24.7014,(103),0.553905,0.201355,(46),4.87119,(35),none
43,18.9975,(63),0.521197,0.109681,(71),5.76447,(10),none
44,20.0179,(69),0.518776,0.0484006,(112),0.253732,(140),none
45,23.3758,(95),0.50626,0.233877,(41),4.48364,(60),none
46,20.5407,(75),0.488605,0.161667,(53),5.97848,(7),none
47,14.9418,(12),0.475641,0.0645907,(95),0.864799,(132),none
48,25.2883,(105),0.460503,0.0564064,(102),1.51168,(126),none
49,24.3147,(100),0.457044,0.0533897,(103),0.789582,(133),none
50,20.8148,(77),0.449306,0.0182542,(139),1.75343,(120),none
51,4.37849,(1),0.363286,2.26647,(8),5.62361,(11),none
52,90.7554,(149),0.362972,0.357711,(33),3.67509,(97),none
53,16.3307,(33),0.360308,0.0517908,(108),1.56344,(124),none
54,19.1302,(64),0.346525,0.0378368,(122),0.268606,(139),none
55,14.8432,(11),0.341201,0.0864047,(82),2.13,(116),none
56,17.4295,(49),0.324826,0.17135,(50),4.21162,(77),none
57,15.8744,(27),0.314829,0.0990126,(78),5.16294,(22),none
58,28.5233,(118),0.31117,0.0737386,(88),2.23527,(113),none
59,19.5298,(67),0.262956,0.0791021,(84),4.88243,(34),none
60,80.4835,(145),0.260322,0.389047,(30),3.42806,(103),none
61,16.9312,(42),0.259418,0.0389131,(120),7.09198,(5),none
62,14.5569,(5),0.238803,0.0193,(138),5.03413,(29),none
63,30.3937,(124),0.229371,0.378483,(31),4.56493,(58),none
64,16.3914,(35),0.22085,0.100107,(76),1.63532,(123),none
65,32.1557,(128),0.204607,0.661311,(15),2.84914,(109),none
66,17.684,(50),0.197118,0.0689442,(93),4.41741,(67),none
67,25.3631,(106),0.165684,0.0448234,(118),2.17979,(115),none
68,15.172,(14),0.164357,0.0571284,(101),4.19224,(81),none
69,18.1161,(55),0.162247,0.0531586,(106),4.73866,(42),none
70,27.5525,(116),0.159199,0.307927,(37),2.03236,(117),none
71,15.5232,(21),0.156151,0.0489321,(111),5.55644,(13),none
72,16.8362,(41),0.156005,0.0897868,(80),5.06556,(28),none
73,15.989,(29),0.152827,0.0209896,(137),0.306394,(137),none
74,15.5848,(22),0.152147,0.0258466,(134),0.396847,(136),none
75,16.3363,(34),0.150689,0.0510338,(109),2.03018,(118),none
76,16.7447,(40),0.142588,0.0882128,(81),4.65305,(46),none
77,16.014,(30),0.139005,0.130785,(62),3.06868,(107),none
78,14.6671,(8),0.134791,0.0738344,(87),5.09645,(27),none
79,15.3102,(16),0.116924,0.071187,(90),4.57361,(55),none
80,16.9994,(44),0.115292,0.159907,(54),1.06989,(129),none
81,14.6019,(6),0.0973641,0.030822,(129),5.2564,(18),none
82,15.2036,(15),0.0854213,0.0531628,(105),4.25976,(73),none
83,22.936,(93),0.0847297,0.120213,(68),3.6445,(98),none
84,17.1992,(45),0.0836594,0.0470565,(113),3.92769,(93),none
85,29.9808,(123),0.0819173,0.360861,(32),4.21067,(78),none
86,14.7762,(10),0.0767896,0.0583737,(99),5.49581,(14),none
87,0.6923,(0),0.0765424,0.50998,(20),4.00016,(89),none
88,18.1509,(56),0.0737551,0.0532112,(104),4.56517,(57),none
89,16.9877,(43),0.0708659,0.00955967,(144),0.288366,(138),none
90,20.3999,(74),0.0586831,0.129299,(65),5.14779,(23),none
91,82.7227,(147),0.0548509,0.0787317,(85),4.23957,(75),none
92,20.3037,(72),0.0536815,0.0631572,(96),4.74444,(40),none
93,26.7676,(112),0.0421828,0.0361482,(125),5.01671,(30),none
94,17.9497,(54),0.0402798,0.0777497,(86),4.48309,(61),none
95,14.7467,(9),0.0365328,0.036873,(123),5.33375,(17),none
96,16.5803,(38),0.0339568,0.12681,(66),4.25417,(74),none
97,14.6152,(7),0.0320067,0.0305079,(130),5.19849,(20),none
98,17.2747,(47),0.0319234,0.0589508,(98),4.05771,(85),none
99,32.8412,(129),0.0290745,0.0124381,(142),11.5383,(2),none
100,18.7316,(61),0.028333,0.108599,(72),4.9239,(33),none
101,23.8493,(97),0.0272868,0.0138714,(140),4.49987,(59),none
102,18.5792,(60),0.0231848,0.140126,(57),4.78337,(37),none
103,17.8526,(53),0.0206775,0.0388661,(121),4.4264,(66),none
104,22.1945,(88),0.0197454,0.162949,(52),4.71531,(43),none
105,25.6944,(108),0.0194824,0.13144,(60),5.11501,(26),none
106,20.38,(73),0.0193593,0.00896175,(145),5.19774,(21),none
107,15.4225,(20),0.0177117,0.0853507,(83),4.80962,(36),none
108,16.7145,(39),0.0154431,0.00893466,(146),4.76193,(38),none
109,17.2306,(46),0.0152323,0.0233663,(135),3.97246,(90),none
110,19.3522,(66),0.0143383,0.163831,(51),4.43366,(65),none
111,15.6161,(23),0.0137903,0.0459352,(115),3.44034,(101),none
112,18.189,(57),0.0131671,0.102763,(74),4.57755,(54),none
113,22.1591,(87),0.0126731,0.0273473,(132),4.66894,(45),none
114,24.6239,(102),0.011493,0.0576067,(100),4.65052,(47),none
115,22.3717,(89),0.0101931,0.0735712,(89),5.1183,(25),none
116,22.7662,(92),0.00907331,0.14734,(56),2.29385,(112),none
117,23.0682,(94),0.00881745,0.286227,(38),3.96794,(91),none
118,16.157,(31),0.00805213,0.00198011,(150),15.6823,(1),none
119,26.2417,(111),0.00778758,0.486965,(24),2.95196,(108),none
120,17.7345,(52),0.00737217,0.129768,(63),4.39046,(69),none
121,21.5444,(82),0.00673455,0.1396,(58),4.01356,(87),none
122,22.1114,(86),0.0066739,0.0260831,(133),4.60046,(52),none
123,16.5009,(36),0.00653599,0.0313952,(126),4.0419,(86),none
124,14.322,(4),0.00646726,0.0396769,(119),4.7585,(39),none
125,15.7493,(26),0.00575225,0.115674,(70),4.57226,(56),none
126,21.8842,(85),0.00557553,0.211318,(44),4.35034,(70),none
127,20.1877,(71),0.00522477,0.0999628,(77),4.21544,(76),none
128,21.7055,(83),0.0047902,0.0221762,(136),4.1859,(82),none
129,24.5561,(101),0.00461493,0.0495223,(110),4.47729,(62),none
130,16.5397,(37),0.00438606,0.0313039,(127),4.15651,(83),none
131,25.5441,(107),0.00378568,0.129385,(64),4.59408,(53),none
132,18.561,(59),0.00297594,0.00464717,(149),4.94798,(32),none
133,18.9551,(62),0.00293928,0.0301744,(131),5.45171,(16),none
134,21.7342,(84),0.00205231,0.134639,(59),4.20878,(79),none
135,15.4026,(19),0.00167144,0.0125889,(141),4.74291,(41),none
136,18.2852,(58),0.00148894,0.0954948,(79),4.61213,(50),none
137,17.6961,(51),0.00121989,0.005888,(148),4.41187,(68),none
138,21.4855,(81),0.0011409,0.045265,(116),3.94408,(92),none
139,21.4271,(80),0.00113016,0.0448963,(117),3.86778,(95),none
140,15.6698,(24),0.000945243,0.00675782,(147),4.19842,(80),none
141,15.3453,(17),0.000924419,0.0309279,(128),4.61594,(49),none
142,17.3291,(48),0.000867577,0.0707749,(91),4.11107,(84),none
143,13.9488,(3),0.000723081,0.0366483,(124),4.62374,(48),none
144,15.3832,(18),0.000653163,0.0123522,(143),4.69446,(44),none
145,15.6952,(25),0.000404144,0.0467805,(114),4.34564,(71),none
146,20.1157,(70),0.000310651,0.059789,(97),3.63965,(99),none
147,13.8506,(2),0.0,0.477809,(25),4.60118,(51),none
148,19.2153,(65),0.0,0.123713,(67),3.71624,(96),none
149,21.1593,(79),0.0,0.252211,(39),3.31626,(106),none
150,91.9743,(150),0.0,2307.0,(0),3.56556,(100),none
