Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,253.696,(78),18769.7,3.84885,(1),17181.6,(0),none
1,358.459,(79),16726.4,7.04032,(0),8298.12,(2),none
2,144.412,(75),4854.49,1.2366,(4),12074.5,(1),none
3,208.29,(77),2472.06,1.81327,(2),4146.94,(4),none
4,91.6407,(68),808.514,0.516058,(8),4967.98,(3),none
5,179.067,(76),470.057,1.26879,(3),1128.73,(18),none
6,119.352,(72),326.077,0.577839,(6),1758.68,(9),none
7,101.157,(70),317.796,0.409958,(9),2279.06,(5),none
8,88.156,(67),164.24,0.239313,(13),1691.98,(10),none
9,86.9887,(66),138.367,0.281891,(12),1479.68,(13),none
10,54.6557,(49),124.946,0.167465,(21),2079.95,(6),none
11,66.8481,(58),120.228,0.155924,(22),1930.37,(7),none
12,66.2423,(57),110.117,0.172113,(20),1788.67,(8),none
13,82.4396,(64),94.3889,0.232055,(14),1151.04,(17),none
14,71.1634,(61),91.2494,0.196871,(17),1340.58,(15),none
15,57.5399,(51),83.5268,0.141019,(25),1633.03,(11),none
16,65.042,(56),78.203,0.186654,(18),1378.87,(14),none
17,95.7925,(69),71.7296,0.289088,(11),643.764,(25),none
18,74.2915,(62),70.2166,0.205501,(16),1009.17,(21),none
19,54.167,(48),70.0247,0.145064,(23),1544.16,(12),none
20,67.3109,(59),53.7705,0.13083,(26),966.787,(22),none
21,107.361,(71),52.216,0.366205,(10),384.798,(38),none
22,58.6108,(53),47.1981,0.106024,(30),1071.94,(20),none
23,130.183,(73),44.543,0.558629,(7),237.197,(51),none
24,45.9979,(39),42.6575,0.105823,(31),1208.03,(16),none
25,47.0655,(41),36.016,0.0913089,(33),1079.65,(19),none
26,83.0603,(65),33.5146,0.174808,(19),440.915,(34),none
27,140.706,(74),28.7864,0.741623,(5),189.933,(59),none
28,48.3901,(44),24.3523,0.0722654,(37),880.781,(23),none
29,61.3897,(55),21.6175,0.118775,(27),500.863,(31),none
30,52.6452,(46),20.946,0.0811394,(35),656.845,(24),none
31,52.9963,(47),19.7779,0.0794224,(36),609.655,(27),none
32,68.9646,(60),16.6247,0.141338,(24),307.8,(44),none
33,46.6096,(40),13.091,0.0702054,(38),503.502,(30),none
34,56.7999,(50),12.3085,0.110757,(28),347.413,(42),none
35,42.0518,(34),12.2584,0.0568643,(42),555.823,(28),none
36,79.7552,(63),11.3433,0.218344,(15),169.721,(65),none
37,29.7496,(2),10.7533,0.0543791,(43),614.424,(26),none
38,44.3442,(37),9.92731,0.0535032,(45),452.507,(32),none
39,60.074,(54),9.24539,0.109084,(29),232.441,(52),none
40,34.3423,(17),8.72868,0.0449767,(51),532.309,(29),none
41,40.5656,(32),8.47209,0.0570611,(41),445.046,(33),none
42,34.8119,(19),5.8414,0.0356401,(60),401.8,(37),none
43,38.01,(27),5.74473,0.0416152,(52),350.224,(41),none
44,58.3074,(52),5.62681,0.0908386,(34),163.807,(66),none
45,51.7555,(45),5.48739,0.100621,(32),201.898,(56),none
46,43.7279,(36),5.40471,0.0536228,(44),262.362,(46),none
47,31.4534,(8),5.3958,0.03337,(64),424.312,(35),none
48,33.3476,(15),5.0761,0.0382175,(57),368.659,(39),none
49,29.2764,(0),4.84298,0.0337933,(63),412.01,(36),none
50,35.3543,(22),4.46326,0.0307316,(66),331.801,(43),none
51,37.3255,(26),4.27608,0.0401288,(55),274.599,(45),none
52,40.9711,(33),3.95118,0.0482909,(48),215.043,(55),none
53,38.3324,(29),3.92905,0.0371081,(59),252.004,(48),none
54,42.4384,(35),3.8171,0.0507426,(46),200.1,(57),none
55,32.011,(12),3.69508,0.0239557,(74),362.877,(40),none
56,47.6908,(42),3.5596,0.0462097,(50),178.179,(64),none
57,37.0877,(25),3.31297,0.0465347,(49),220.378,(54),none
58,34.6831,(18),3.12499,0.0348067,(61),238.266,(50),none
59,35.9218,(23),3.12395,0.0402765,(54),220.686,(53),none
60,31.9301,(10),2.89587,0.0312862,(65),257.849,(47),none
61,48.0818,(43),2.50671,0.0610479,(40),112.829,(75),none
62,39.3275,(31),2.44216,0.049991,(47),148.198,(68),none
63,32.8812,(14),2.26176,0.0229299,(75),240.28,(49),none
64,45.3152,(38),2.21396,0.0659575,(39),114.942,(74),none
65,32.4372,(13),2.17001,0.0267587,(71),195.388,(58),none
66,34.1027,(16),2.16686,0.0301961,(67),183.106,(61),none
67,38.71,(30),2.00126,0.0399254,(56),129.449,(70),none
68,36.4302,(24),1.88587,0.0342885,(62),138.958,(69),none
69,30.4512,(5),1.82464,0.0270422,(69),182.24,(62),none
70,35.2655,(20),1.77378,0.0416004,(53),184.111,(60),none
71,35.2932,(21),1.62578,0.0226281,(76),181.371,(63),none
72,31.1269,(7),1.54841,0.0256868,(73),160.725,(67),none
73,38.215,(28),1.40634,0.0371529,(58),101.204,(78),none
74,30.2727,(4),1.23778,0.0299879,(68),126.857,(72),none
75,29.3541,(1),1.11031,0.0212374,(77),128.901,(71),none
76,31.5931,(9),1.05264,0.0260373,(72),104.77,(76),none
77,29.9473,(3),1.04208,0.021059,(78),115.304,(73),none
78,30.6622,(6),0.942686,0.0269562,(70),100.134,(79),none
79,31.9766,(11),0.773221,0.021032,(79),101.897,(77),none
