Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,3191.89,(146),22287600.0,32190.1,(0),169.538,(5),none
1,1287.31,(145),1113900.0,402.515,(1),273.386,(3),none
2,791.711,(144),487264.0,341.271,(2),33.9275,(19),none
3,588.666,(142),44500.6,73.2787,(4),40.2651,(16),none
4,662.94,(143),27589.8,23.6205,(7),392.756,(2),none
5,513.035,(141),8866.14,44.6073,(5),13.765,(29),none
6,382.213,(138),3259.71,81.879,(3),1.27893,(102),none
7,445.222,(139),2896.14,17.3999,(10),467.546,(1),none
8,474.954,(140),1969.98,44.5092,(6),6.09176,(41),none
9,345.791,(136),789.1,8.19324,(14),10.1807,(35),none
10,350.931,(137),755.04,7.82654,(15),273.374,(4),none
11,260.949,(129),712.632,17.5034,(9),1.73311,(91),none
12,204.7,(118),489.19,3.81934,(22),13.6097,(30),none
13,240.463,(126),456.969,4.63995,(19),13.0611,(31),none
14,228.72,(124),407.554,9.51076,(13),3.81608,(60),none
15,302.248,(133),282.182,20.5145,(8),1.05375,(108),none
16,282.951,(131),222.831,10.7397,(12),2.31719,(76),none
17,192.485,(114),210.283,3.84963,(21),2.79999,(71),none
18,331.968,(135),198.083,11.3957,(11),2.62324,(73),none
19,221.715,(123),182.643,1.87187,(34),22.9069,(24),none
20,248.779,(128),158.452,4.03138,(20),6.87462,(39),none
21,323.121,(134),154.204,5.47485,(17),5.39177,(45),none
22,273.621,(130),151.88,1.51253,(38),45.0795,(15),none
23,198.653,(117),143.81,3.60408,(24),4.47914,(55),none
24,100.035,(51),104.955,1.91972,(32),97.6692,(11),none
25,208.942,(119),103.814,1.09404,(48),37.1296,(17),none
26,184.794,(112),98.7816,6.30082,(16),1.14064,(106),none
27,158.363,(103),95.0676,5.43178,(18),0.594748,(133),none
28,244.666,(127),94.7435,1.51274,(37),24.8715,(22),none
29,235.5,(125),87.2747,0.714741,(68),145.856,(6),none
30,216.513,(121),71.2452,2.82512,(28),5.95981,(42),none
31,190.123,(113),63.4829,1.29042,(44),129.133,(9),none
32,165.231,(104),57.3217,2.59948,(30),1.91519,(87),none
33,212.584,(120),53.5571,3.81306,(23),4.79638,(51),none
34,169.888,(106),53.0664,2.6141,(29),1.62563,(95),none
35,291.816,(132),47.58,3.36796,(26),3.76072,(61),none
36,181.458,(111),46.7475,1.57724,(36),4.29177,(58),none
37,178.028,(109),34.683,1.48639,(39),5.89037,(43),none
38,146.407,(97),32.3259,2.41028,(31),0.921511,(111),none
39,196.911,(116),31.675,0.957868,(51),9.25608,(36),none
40,140.087,(93),28.9365,1.31846,(43),2.07125,(81),none
41,173.313,(107),27.6237,3.48965,(25),0.937119,(110),none
42,179.18,(110),25.1678,0.934641,(54),135.18,(7),none
43,143.18,(96),23.7199,0.779118,(61),5.29911,(46),none
44,166.672,(105),22.9336,0.934574,(55),4.33108,(57),none
45,219.464,(122),22.7891,0.424249,(91),108.47,(10),none
46,194.931,(115),21.9979,0.488562,(82),28.0578,(21),none
47,99.1582,(50),20.9623,1.72292,(35),0.643367,(130),none
48,128.366,(84),17.5942,1.20716,(45),1.32226,(100),none
49,138.507,(92),16.8469,0.60309,(74),4.91175,(50),none
50,136.373,(90),14.0175,0.906073,(58),2.08682,(80),none
51,130.204,(85),12.4534,0.770432,(62),2.06376,(82),none
52,84.1675,(28),10.4092,1.31878,(42),0.350992,(143),none
53,105.574,(56),10.3482,1.39246,(41),0.480248,(137),none
54,117.999,(73),10.2479,1.13335,(47),0.780154,(121),none
55,125.827,(82),10.2192,0.753538,(66),2.28603,(77),none
56,100.588,(52),10.0097,0.584337,(76),1.91656,(86),none
57,176.617,(108),9.86007,1.02603,(50),2.92369,(69),none
58,116.676,(72),9.07635,0.454699,(87),2.98599,(68),none
59,124.893,(81),9.00154,0.313055,(109),12.4188,(32),none
60,127.108,(83),8.69148,0.954084,(52),1.20756,(104),none
61,101.28,(53),8.38181,0.338281,(105),4.49458,(54),none
62,137.376,(91),7.44724,0.419028,(93),4.98308,(48),none
63,134.716,(89),7.2663,0.766542,(63),1.24072,(103),none
64,147.57,(98),7.06094,0.923539,(56),1.32555,(99),none
65,152.844,(101),6.97463,3.28602,(27),0.347838,(144),none
66,88.9947,(35),6.77026,0.661442,(71),0.815092,(118),none
67,123.756,(79),6.73125,0.414355,(94),4.93241,(49),none
68,91.6166,(39),6.41245,0.333399,(106),3.38931,(65),none
69,149.632,(100),6.40957,0.433117,(89),4.65978,(52),none
70,91.1085,(38),6.07456,0.202333,(121),10.2544,(34),none
71,89.8407,(36),6.02209,0.878836,(59),0.651201,(128),none
72,114.949,(70),5.96109,0.486027,(83),1.71436,(92),none
73,85.6184,(29),5.77319,0.360756,(102),2.74906,(72),none
74,109.955,(62),5.68991,0.200777,(124),15.4832,(28),none
75,97.5635,(49),5.68114,0.308855,(110),4.64274,(53),none
76,103.494,(55),5.63116,1.90227,(33),0.258357,(146),none
77,154.664,(102),5.62581,1.44385,(40),0.568406,(134),none
78,106.717,(57),5.55404,0.217761,(119),7.55003,(38),none
79,90.6664,(37),5.39787,0.216523,(120),6.41227,(40),none
80,102.293,(54),5.17054,0.655373,(72),0.828863,(116),none
81,107.284,(58),5.04334,0.276295,(111),4.36184,(56),none
82,88.0088,(34),4.58695,0.537588,(79),0.855852,(113),none
83,74.2922,(2),4.56571,0.577773,(77),0.539837,(135),none
84,93.8908,(43),4.56122,0.379931,(99),1.95099,(84),none
85,131.52,(86),4.44727,1.15026,(46),0.620706,(131),none
86,92.8919,(41),4.42301,0.680691,(69),0.715248,(124),none
87,94.8173,(44),4.41677,0.477754,(85),1.37446,(98),none
88,115.585,(71),4.37607,0.7582,(64),0.850449,(114),none
89,96.1185,(47),4.36075,0.460272,(86),1.14951,(105),none
90,92.1252,(40),4.34981,0.316659,(108),2.18076,(78),none
91,80.4414,(20),3.59628,0.511613,(80),0.744774,(123),none
92,78.7707,(14),3.56492,0.493921,(81),0.828542,(117),none
93,86.5775,(31),3.51196,0.419926,(92),0.943875,(109),none
94,85.989,(30),3.37686,0.201533,(123),3.19129,(66),none
95,109.425,(61),3.0985,0.323761,(107),2.52311,(75),none
96,142.041,(95),3.08915,0.669507,(70),1.96408,(83),none
97,73.6965,(1),3.07156,0.483143,(84),0.439662,(138),none
98,148.878,(99),3.03276,0.184888,(126),28.0798,(20),none
99,132.952,(87),2.99928,0.909961,(57),0.597898,(132),none
100,87.0615,(32),2.97452,0.430328,(90),0.77552,(122),none
101,82.4727,(25),2.93035,0.565958,(78),0.430396,(140),none
102,141.36,(94),2.87863,0.232504,(116),8.30649,(37),none
103,120.044,(75),2.83051,1.08744,(49),0.371341,(141),none
104,80.8915,(21),2.82341,0.218947,(118),2.13247,(79),none
105,111.86,(66),2.78137,0.341592,(104),1.68698,(93),none
106,75.1109,(3),2.73873,0.384156,(98),0.844939,(115),none
107,95.1926,(45),2.59925,0.413023,(95),1.68516,(94),none
108,122.061,(77),2.59177,0.749896,(67),0.664857,(127),none
109,114.169,(69),2.57155,0.133648,(132),16.3755,(27),none
110,76.728,(9),2.55998,0.589305,(75),0.437066,(139),none
111,112.884,(67),2.53398,0.937391,(53),0.534102,(136),none
112,111.156,(65),2.26496,0.40159,(96),1.79909,(89),none
113,75.6564,(5),2.17483,0.157166,(128),2.84378,(70),none
114,96.706,(48),2.14718,0.787372,(60),0.644513,(129),none
115,78.3298,(13),2.09746,0.142666,(130),3.02004,(67),none
116,110.442,(63),2.0498,0.110708,(136),35.1991,(18),none
117,79.8884,(19),1.98872,0.142918,(129),3.72239,(62),none
118,108.139,(59),1.83475,0.624753,(73),0.676757,(126),none
119,123.202,(78),1.76585,0.399658,(97),1.83536,(88),none
120,81.5445,(23),1.70572,0.245465,(114),1.28203,(101),none
121,87.5983,(33),1.59,0.133028,(133),3.53427,(63),none
