Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,115.387,(213),2367.13,6772.92,(0),0.0100491,(45),none
1,61.6314,(212),19.4439,64.3672,(1),0.00672429,(52),none
2,27.7273,(211),3.58909,5.81316,(2),0.0153825,(34),none
3,24.7535,(210),0.53032,0.775633,(7),0.0299403,(14),none
4,23.2519,(209),0.309556,1.73279,(4),0.00466123,(65),none
5,21.6531,(208),0.165924,1.49223,(5),0.00201715,(95),none
6,17.3815,(203),0.0880668,1.11741,(6),0.00228009,(90),none
7,15.9987,(201),0.0855231,0.510036,(13),0.197517,(3),none
8,14.0455,(195),0.0655737,0.360619,(20),0.0168586,(30),none
9,19.3413,(205),0.0621236,2.13513,(3),0.00131062,(118),none
10,12.7678,(192),0.0580172,0.628342,(9),0.0025063,(85),none
11,17.8413,(204),0.0578959,0.373162,(19),0.00213674,(93),none
12,11.5678,(187),0.0366845,0.29873,(22),0.00180076,(98),none
13,13.8163,(194),0.0281447,0.381981,(18),0.0100644,(44),none
14,16.471,(202),0.0206944,0.457622,(16),0.00730429,(51),none
15,14.9533,(197),0.018094,0.283531,(23),0.017002,(29),none
16,15.3049,(198),0.0170617,0.728,(8),0.00903686,(46),none
17,11.9206,(188),0.0158405,0.468244,(15),0.000919433,(136),none
18,20.8601,(207),0.0147877,0.620877,(10),0.00158425,(104),none
19,15.8473,(200),0.014466,0.141165,(28),0.23912,(2),none
20,12.3111,(191),0.0142644,0.469453,(14),0.00115822,(122),none
21,8.841,(169),0.0138903,0.299973,(21),0.00283151,(82),none
22,11.0652,(183),0.0138221,0.0942095,(36),0.0108355,(42),none
23,11.3251,(186),0.0134807,0.0529639,(51),0.361012,(1),none
24,11.2041,(185),0.0123122,0.125581,(31),0.00547672,(58),none
25,5.04868,(33),0.0113011,0.0315644,(74),0.00110709,(125),none
26,10.15,(180),0.00936727,0.412368,(17),0.00106301,(127),none
27,15.7353,(199),0.00911655,0.121429,(32),0.0449291,(11),none
28,9.52909,(174),0.00907852,0.130412,(30),0.0140641,(36),none
29,13.592,(193),0.00808087,0.143809,(27),0.0219141,(22),none
30,14.6777,(196),0.00622449,0.115978,(33),0.0736031,(6),none
31,11.1678,(184),0.0061255,0.0962837,(35),0.00452274,(67),none
32,9.44336,(173),0.00457099,0.0245051,(89),0.161421,(4),none
33,12.1253,(189),0.00449912,0.0465159,(56),0.00189111,(96),none
34,10.4192,(182),0.00369323,0.56035,(11),0.000843377,(142),none
35,9.64339,(176),0.00359543,0.0583892,(46),0.022312,(20),none
36,12.1911,(190),0.00313937,0.0206989,(106),0.00468509,(64),none
37,5.45841,(62),0.00313585,0.0358033,(66),0.00141786,(113),none
38,5.77624,(77),0.00296298,0.0567469,(48),0.000599096,(164),none
39,20.3155,(206),0.00260232,0.540114,(12),0.00141952,(112),none
40,10.2649,(181),0.00252484,0.078481,(38),0.00103452,(129),none
41,9.38479,(172),0.00251364,0.0337464,(67),0.0369712,(13),none
42,8.28998,(157),0.00247684,0.0334899,(68),0.00331373,(75),none
43,8.00859,(153),0.00245,0.150777,(26),0.000562398,(167),none
44,5.6082,(68),0.00241029,0.0226489,(97),0.00618307,(54),none
45,9.76562,(178),0.00214136,0.0476935,(54),0.00625445,(53),none
46,8.77435,(167),0.00212996,0.046568,(55),0.00228235,(89),none
47,4.93477,(27),0.00198675,0.0122305,(132),0.002182,(91),none
48,7.84866,(148),0.0019677,0.0704241,(42),0.000474515,(177),none
49,5.83217,(80),0.00195588,0.0704304,(41),0.000318587,(189),none
50,5.79349,(78),0.00185524,0.00735251,(161),0.00132832,(117),none
51,8.32698,(158),0.00183161,0.0118159,(135),0.0430407,(12),none
52,7.16819,(129),0.00182708,0.0736149,(40),0.00149275,(108),none
53,5.09697,(35),0.00179894,0.0262161,(86),0.000293095,(192),none
54,8.24877,(156),0.00179086,0.0999424,(34),0.00157447,(105),none
55,5.98586,(87),0.00176096,0.0562074,(49),0.000233338,(202),none
56,5.23649,(46),0.00172675,0.021781,(102),0.000261781,(199),none
57,4.91579,(26),0.00166444,0.0309609,(76),0.000517072,(172),none
58,5.11825,(36),0.00162528,0.0162706,(119),0.000297967,(191),none
59,9.78673,(179),0.00155784,0.00832603,(159),0.0110497,(39),none
60,5.44124,(61),0.00154713,0.0268203,(85),0.00102456,(131),none
61,5.20567,(45),0.00145271,0.0191318,(113),0.000339961,(186),none
62,5.9416,(86),0.00138191,0.00991104,(146),0.000801318,(146),none
