Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,86.6401,(1),76.5262,1.10676,(0),383.551,(0),none
1,50.496,(0),7.04753,0.148834,(1),152.308,(1),none
