Rank by Integral,TOF (us),Rank by TOF,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,220.308,(175),4961.66,6616.61,(0),0.0458459,(53),none
1,107.647,(172),157.03,14.5084,(2),0.105015,(28),none
2,126.889,(173),75.4475,4.47644,(6),1.27373,(2),none
3,155.837,(174),67.4472,31.7373,(1),0.0812086,(31),none
4,85.2315,(170),54.103,13.0583,(3),0.0144184,(103),none
5,99.1091,(171),43.4775,11.8206,(5),0.0388473,(61),none
6,73.0444,(169),16.176,12.2345,(4),0.00832884,(130),none
7,55.7568,(162),4.7077,3.89199,(7),0.0303731,(76),none
8,62.4698,(165),4.37838,0.840656,(20),0.194581,(18),none
9,52.5789,(160),4.08944,0.973206,(17),0.132666,(23),none
10,51.6258,(159),3.30736,1.91523,(10),0.0573098,(41),none
11,49.4319,(158),2.69932,0.875458,(19),0.170156,(19),none
12,58.8616,(163),2.3389,0.423069,(33),0.660343,(8),none
13,43.0838,(150),2.14258,1.21447,(14),0.0516438,(47),none
14,60.8635,(164),1.98998,3.15999,(8),0.0403818,(60),none
15,54.1949,(161),1.87427,0.754335,(23),0.117549,(25),none
16,63.5675,(166),1.75277,0.237126,(49),1.46028,(1),none
17,39.9978,(147),1.72849,1.49285,(11),0.0119792,(111),none
18,45.5331,(153),1.51378,1.19189,(15),0.0364807,(66),none
19,47.3479,(154),1.07677,0.834902,(21),0.0419935,(57),none
20,45.0496,(152),1.01458,0.937416,(18),0.0505084,(48),none
21,41.2116,(148),0.997136,1.24293,(13),0.0139623,(105),none
22,42.0584,(149),0.838443,0.450385,(31),0.0728518,(36),none
23,34.3028,(138),0.826263,1.10303,(16),0.00898175,(125),none
24,43.9133,(151),0.81475,0.252361,(48),0.714121,(6),none
25,48.7482,(157),0.70829,0.336765,(40),0.09847,(29),none
26,38.3147,(146),0.64049,0.795268,(22),0.0147722,(102),none
27,65.0115,(167),0.59328,1.47766,(12),0.0517517,(46),none
28,36.3712,(142),0.59246,0.322404,(41),0.211526,(17),none
29,32.5346,(134),0.473186,0.461953,(30),0.020225,(83),none
30,33.0585,(135),0.465814,0.492508,(28),0.0170844,(93),none
31,35.3901,(140),0.392763,0.748884,(24),0.024195,(79),none
32,34.9808,(139),0.35496,0.282859,(43),0.0373553,(64),none
33,37.3374,(144),0.314798,0.663302,(26),0.0157762,(97),none
34,30.3697,(126),0.288436,0.262028,(46),0.0491512,(49),none
35,36.9401,(143),0.267397,0.402389,(37),0.0308609,(75),none
36,67.355,(168),0.254031,2.42436,(9),0.0154091,(99),none
37,38.0268,(145),0.239469,0.41045,(35),0.0152428,(100),none
38,29.4215,(123),0.205323,0.200363,(54),0.0456601,(54),none
39,26.8969,(110),0.151288,0.202972,(52),0.0694682,(37),none
40,32.0025,(133),0.150747,0.276366,(44),0.013969,(104),none
41,29.858,(125),0.147286,0.523098,(27),0.00846753,(128),none
42,33.5032,(137),0.145687,0.129427,(74),0.0807296,(32),none
43,26.4419,(109),0.144954,0.406036,(36),0.00936065,(121),none
44,29.0985,(121),0.133717,0.102078,(90),0.139158,(22),none
45,30.746,(127),0.125263,0.183561,(59),0.0358445,(67),none
46,48.1072,(156),0.122616,0.718238,(25),0.0321827,(72),none
47,28.4672,(118),0.121189,0.417063,(34),0.00717223,(140),none
48,25.4209,(104),0.119645,0.163354,(61),0.0348346,(68),none
49,35.955,(141),0.118105,0.123607,(76),0.333119,(15),none
50,29.24,(122),0.112152,0.061878,(117),0.449998,(10),none
51,33.4295,(136),0.097324,0.129201,(75),0.0549052,(42),none
52,28.7783,(120),0.0940181,0.315774,(42),0.00965564,(119),none
53,22.561,(83),0.0878423,0.485643,(29),0.00187289,(175),none
54,23.3822,(88),0.0858617,0.269988,(45),0.00769823,(139),none
55,21.1219,(68),0.0808613,0.0813773,(107),2.07798,(0),none
56,26.2123,(108),0.0787195,0.201912,(53),0.00876202,(127),none
57,47.7028,(155),0.0742055,0.354299,(38),0.0319233,(74),none
58,27.1513,(111),0.0694162,0.116204,(81),0.044829,(55),none
59,24.4006,(96),0.0634658,0.161694,(62),0.00807117,(133),none
60,25.6733,(105),0.0624716,0.141192,(70),0.0184995,(87),none
61,29.6594,(124),0.0589481,0.148317,(67),0.0159364,(96),none
62,27.9105,(116),0.0584504,0.159829,(63),0.0236521,(80),none
63,27.4021,(112),0.0563551,0.350684,(39),0.00959901,(120),none
64,27.9737,(117),0.0548934,0.11228,(84),0.0364833,(65),none
65,25.2399,(103),0.0529852,0.117841,(79),0.0155781,(98),none
66,21.0444,(67),0.0507638,0.082855,(105),0.0574301,(40),none
67,17.6618,(20),0.0494602,0.0909825,(98),0.634132,(9),none
68,25.9429,(107),0.0479573,0.200244,(55),0.00581236,(147),none
69,23.2055,(87),0.0440689,0.0615244,(119),0.0755418,(33),none
70,23.7518,(91),0.0402421,0.0919517,(97),0.0147933,(101),none
71,21.1854,(69),0.036329,0.0661039,(114),0.0753513,(34),none
72,31.1595,(130),0.0345443,0.190404,(57),0.00685951,(142),none
73,30.9142,(129),0.0342383,0.147717,(68),0.0136686,(106),none
74,27.6168,(113),0.0312868,0.112592,(83),0.0183873,(89),none
75,23.8786,(92),0.0312648,0.0417099,(135),0.0538751,(44),none
76,24.5926,(97),0.0312053,0.10788,(88),0.00681288,(143),none
77,20.4648,(62),0.0303474,0.0985399,(92),0.00908345,(124),none
78,23.071,(86),0.0301151,0.0808932,(108),0.0245194,(78),none
79,19.7572,(54),0.0301031,0.0987212,(91),0.019943,(84),none
80,24.213,(95),0.0285687,0.121311,(77),0.00486006,(156),none
81,20.5898,(63),0.0268466,0.0889995,(100),0.00886788,(126),none
82,28.6217,(119),0.0256368,0.131707,(73),0.00771211,(138),none
83,31.6144,(132),0.0252232,0.430415,(32),0.00464617,(161),none
84,22.3276,(82),0.0248195,0.149306,(65),0.00228553,(173),none
85,21.7617,(76),0.0245022,0.0851669,(102),0.0100175,(116),none
86,18.0582,(28),0.0244437,0.135762,(71),0.0080985,(132),none
87,20.8481,(65),0.0243291,0.0898412,(99),0.00933948,(122),none
88,24.7445,(99),0.0238276,0.0545793,(122),0.0105515,(115),none
89,23.673,(90),0.0231758,0.151722,(64),0.00798307,(134),none
90,16.5727,(0),0.0231469,0.109402,(87),0.00385217,(164),none
91,21.6268,(74),0.0220454,0.0880735,(101),0.0320349,(73),none
92,20.985,(66),0.022005,0.0922858,(96),0.0231219,(81),none
93,20.2745,(61),0.0208485,0.19588,(56),0.0023387,(172),none
94,19.2315,(46),0.0200822,0.0983094,(93),0.0116241,(112),none
95,18.9277,(41),0.0186017,0.0925319,(95),0.012194,(110),none
96,21.9774,(78),0.0184889,0.233671,(51),0.00261419,(170),none
97,20.1438,(59),0.0180066,0.111647,(85),0.00381587,(165),none
98,18.3374,(33),0.0178969,0.0617366,(118),0.0130316,(108),none
99,24.8203,(100),0.0177722,0.0344202,(144),0.0184564,(88),none
100,19.3991,(48),0.0176988,0.0825353,(106),0.00982382,(118),none
101,20.7265,(64),0.0176508,0.179501,(60),0.00390161,(163),none
102,18.6572,(38),0.0175101,0.0982304,(94),0.00490625,(155),none
103,25.8123,(106),0.0170866,0.148471,(66),0.00666707,(144),none
104,24.9609,(101),0.0168314,0.2608,(47),0.0028891,(168),none
105,21.3344,(70),0.0166459,0.141445,(69),0.0113565,(113),none
106,17.4067,(14),0.0160896,0.0431116,(132),0.0374442,(63),none
107,22.0982,(79),0.0157732,0.0267437,(151),0.0173443,(92),none
108,23.9932,(93),0.0154353,0.114235,(82),0.00549784,(151),none
109,22.1929,(80),0.015295,0.110191,(86),0.00285569,(169),none
110,17.1093,(8),0.0146291,0.0649575,(115),0.0199395,(85),none
111,21.658,(75),0.0144707,0.0205942,(156),0.0741691,(35),none
112,25.1479,(102),0.0141914,0.0640259,(116),0.00787378,(135),none
113,31.3695,(131),0.0138252,0.234143,(50),0.00475732,(158),none
114,16.8792,(6),0.0135502,0.189576,(58),0.00194182,(174),none
115,27.7479,(115),0.0134216,0.0130327,(162),0.729261,(5),none
116,19.9773,(58),0.0131884,0.0759521,(111),0.00617777,(146),none
117,18.7602,(39),0.0131634,0.030228,(147),0.0221174,(82),none
118,19.3065,(47),0.0129634,0.0287677,(149),0.0666123,(38),none
119,19.5322,(51),0.0129494,0.0436884,(130),0.0177909,(91),none
120,17.9122,(26),0.0127915,0.0582274,(120),0.0273793,(77),none
121,19.6185,(53),0.0125682,0.0517395,(123),0.033027,(71),none
122,23.547,(89),0.0120932,0.0126699,(163),0.342889,(14),none
123,22.9623,(84),0.0117703,0.0238347,(153),0.108011,(27),none
124,17.8319,(25),0.0117122,0.0403248,(136),0.041188,(59),none
125,24.6651,(98),0.0114642,0.0764244,(109),0.00482728,(157),none
126,17.0175,(7),0.0113147,0.0516763,(124),0.0160531,(95),none
127,18.8317,(40),0.011171,0.117812,(80),0.00471644,(159),none
128,30.8023,(128),0.0108249,0.0282584,(150),0.0334139,(70),none
129,27.6982,(114),0.0105586,0.0377896,(139),0.0541102,(43),none
