5.06486,5.3125
16.1411,16.4623
30.4034,30.7915
40.1099,40.4717
41.3856,41.765
51.2982,51.8157
55.5348,56.0754
70.7074,71.2957
87.4123,87.9721
133.516,134.27
172.776,173.467
201.988,203.042
208.77,209.652
250.88,251.684
310.273,311.372
315.912,317.109
386.172,387.303
403.867,404.965
466.14,467.284
469.164,470.274
499.901,501.302
514.854,516.017
553.83,555.13
559.959,561.491
565.124,566.564
586.964,588.473
621.775,623.189
784.368,786.3
881.786,883.224
933.451,934.975
974.354,976.698
1203.18,1204.87
1219.12,1221.0
1445.72,1448.37
1936.61,1939.6
2393.48,2396.8
