>,14-Si-30:0.030920
6.790910e+04,4.36509106e-03
6.792710e+04,3.63253511e-03
6.795100e+04,2.92437183e-03
6.797500e+04,2.41050396e-03
6.799890e+04,2.03056233e-03
6.802280e+04,1.74185692e-03
6.804680e+04,1.51708971e-03
6.807070e+04,1.33878445e-03
6.809460e+04,1.19484148e-03
6.811860e+04,1.07839018e-03
6.816650e+04,8.99529343e-04
6.821430e+04,7.69942338e-04
6.826220e+04,6.73966001e-04
6.831010e+04,6.00883101e-04
6.835800e+04,5.43891271e-04
6.840580e+04,4.98884747e-04
6.850160e+04,4.32331374e-04
6.859730e+04,3.86078134e-04
6.869310e+04,3.52757319e-04
6.875000e+04,3.39710831e-04
6.888460e+04,3.08850634e-04
6.907610e+04,2.81751501e-04
6.926750e+04,2.63590625e-04
6.965050e+04,2.41265550e-04
7.003350e+04,2.28609134e-04
7.041650e+04,2.23842396e-04
7.053620e+04,2.28765055e-04
7.059600e+04,2.35497694e-04
7.065590e+04,2.54455411e-04
7.068280e+04,2.75364049e-04
7.069630e+04,2.92782586e-04
7.070970e+04,3.18687488e-04
7.072320e+04,3.61403716e-04
7.072990e+04,3.93993210e-04
7.073670e+04,4.39684822e-04
7.074340e+04,5.08074363e-04
7.074680e+04,5.58125493e-04
7.075010e+04,6.29359327e-04
7.075180e+04,6.79380092e-04
7.075350e+04,7.44638863e-04
7.075520e+04,8.33111085e-04
7.075690e+04,9.56494324e-04
7.075850e+04,1.13345175e-03
7.076020e+04,1.38744305e-03
7.076110e+04,1.55447731e-03
7.076190e+04,1.75557875e-03
7.076270e+04,1.99750731e-03
7.076360e+04,2.28809273e-03
7.076500e+04,2.91074548e-03
7.076640e+04,3.74079853e-03
7.076780e+04,4.85216863e-03
7.076920e+04,6.30225536e-03
7.077060e+04,8.19716128e-03
7.077200e+04,1.06046611e-02
7.077340e+04,1.36380599e-02
7.077480e+04,1.74020494e-02
7.077620e+04,2.20345029e-02
7.077760e+04,2.75617039e-02
7.077900e+04,3.40854666e-02
7.078040e+04,4.16483059e-02
7.078320e+04,5.99272733e-02
7.078600e+04,8.16579631e-02
7.079010e+04,1.16405192e-01
7.079430e+04,1.47005705e-01
7.079760e+04,1.62448446e-01
7.079920e+04,1.65461372e-01
7.080000e+04,1.65837641e-01
7.080010e+04,1.65834875e-01
7.080020e+04,1.65802597e-01
7.080040e+04,1.65739885e-01
7.080070e+04,1.65522239e-01
7.080140e+04,1.64702376e-01
7.080350e+04,1.58780737e-01
7.080590e+04,1.46115753e-01
7.080830e+04,1.28850685e-01
7.081520e+04,7.20578243e-02
7.081690e+04,5.92000936e-02
7.081860e+04,4.76844842e-02
7.082030e+04,3.76793030e-02
7.082200e+04,2.92766810e-02
7.082300e+04,2.48768138e-02
7.082410e+04,2.10104567e-02
7.082510e+04,1.76445017e-02
7.082610e+04,1.47668673e-02
7.082720e+04,1.22806274e-02
7.082820e+04,1.01728707e-02
7.082930e+04,8.40099020e-03
7.083030e+04,6.93619380e-03
7.083130e+04,5.71095587e-03
7.083240e+04,4.70424956e-03
7.083340e+04,3.88272704e-03
7.083440e+04,3.22231809e-03
7.083550e+04,2.68406773e-03
7.083650e+04,2.25221505e-03
7.083760e+04,1.90715343e-03
7.083860e+04,1.63464364e-03
7.083960e+04,1.41562320e-03
7.084070e+04,1.24157991e-03
7.084170e+04,1.10311626e-03
7.084270e+04,9.93601407e-04
7.084480e+04,8.33273481e-04
7.084690e+04,7.27479782e-04
7.084900e+04,6.53838710e-04
7.085100e+04,6.00391712e-04
7.085520e+04,5.26353074e-04
7.085930e+04,4.75451347e-04
7.086350e+04,4.37281000e-04
7.087180e+04,3.83225077e-04
7.088010e+04,3.47022605e-04
7.088840e+04,3.21314187e-04
7.090500e+04,2.87509179e-04
7.092160e+04,2.67140139e-04
7.095480e+04,2.44741526e-04
7.098800e+04,2.32840656e-04
7.106310e+04,2.20471453e-04
7.113830e+04,2.15160071e-04
7.128860e+04,2.09030417e-04
7.158930e+04,2.03838153e-04
7.219070e+04,1.98050019e-04
7.339340e+04,1.90659758e-04
7.500000e+04,1.85136002e-04
7.579890e+04,1.82404131e-04
7.829810e+04,1.78223147e-04
8.079730e+04,1.76544173e-04
8.348400e+04,1.77958918e-04
8.482730e+04,1.82689520e-04
8.549890e+04,1.92088209e-04
8.583480e+04,2.05429308e-04
8.600270e+04,2.19431587e-04
8.617060e+04,2.45226421e-04
8.623310e+04,2.61366862e-04
8.629560e+04,2.84126147e-04
8.635800e+04,3.17409002e-04
8.642050e+04,3.68020556e-04
8.645180e+04,4.04066162e-04
8.648300e+04,4.52141337e-04
8.651420e+04,5.17285146e-04
8.654550e+04,6.08678385e-04
8.657670e+04,7.40035541e-04
8.659230e+04,8.29176111e-04
8.660800e+04,9.43235333e-04
8.662360e+04,1.09067191e-03
8.663920e+04,1.28548343e-03
8.665480e+04,1.54961899e-03
8.667040e+04,1.91876888e-03
8.667970e+04,2.21469384e-03
8.668900e+04,2.59601730e-03
8.669830e+04,3.10024635e-03
8.670750e+04,3.78465148e-03
8.671220e+04,4.22372508e-03
8.671680e+04,4.75065954e-03
8.672150e+04,5.39184907e-03
8.672610e+04,6.18401687e-03
8.673070e+04,7.18986536e-03
8.673540e+04,8.50760282e-03
8.674000e+04,1.03278450e-02
8.674230e+04,1.15412229e-02
8.674460e+04,1.30628101e-02
8.674660e+04,1.47048406e-02
8.674850e+04,1.67952593e-02
8.675050e+04,1.95303168e-02
8.675240e+04,2.31793042e-02
8.675440e+04,2.81482794e-02
8.675640e+04,3.49046285e-02
8.675830e+04,4.41574543e-02
8.676030e+04,5.67948642e-02
8.676220e+04,7.40268239e-02
8.676420e+04,9.70121155e-02
8.676610e+04,1.27347949e-01
8.676810e+04,1.66676447e-01
8.677000e+04,2.16937060e-01
8.677200e+04,2.79109196e-01
8.677390e+04,3.54535620e-01
8.677590e+04,4.43710650e-01
8.677750e+04,5.26373814e-01
8.677910e+04,6.17228225e-01
8.678060e+04,7.15014116e-01
8.678220e+04,8.17256223e-01
8.678540e+04,1.02783084e+00
8.678700e+04,1.13017071e+00
8.678860e+04,1.22526184e+00
8.678980e+04,1.29512076e+00
8.679110e+04,1.35667962e+00
8.679240e+04,1.40834294e+00
8.679370e+04,1.44872739e+00
8.679500e+04,1.47806353e+00
8.679640e+04,1.49249643e+00
8.679700e+04,1.49399966e+00
8.679710e+04,1.49394433e+00
8.679740e+04,1.49332644e+00
8.679770e+04,1.49200765e+00
8.679830e+04,1.48727661e+00
8.679940e+04,1.46974501e+00
8.680140e+04,1.41398699e+00
8.680350e+04,1.33034073e+00
8.680470e+04,1.26866198e+00
8.680590e+04,1.20016796e+00
8.680830e+04,1.04874702e+00
8.681310e+04,7.29636072e-01
8.681460e+04,6.35818536e-01
8.681620e+04,5.47976129e-01
8.681770e+04,4.67291148e-01
8.681920e+04,3.94500457e-01
8.682070e+04,3.29941590e-01
8.682220e+04,2.73595181e-01
8.682370e+04,2.25163351e-01
8.682520e+04,1.84128727e-01
8.682670e+04,1.49831915e-01
8.682820e+04,1.21526832e-01
8.682970e+04,9.84378817e-02
8.683130e+04,7.98026567e-02
8.683280e+04,6.49010799e-02
8.683430e+04,5.30780912e-02
8.683580e+04,4.37545304e-02
8.683730e+04,3.64323930e-02
8.683890e+04,3.03265848e-02
8.684050e+04,2.56456220e-02
8.684170e+04,2.28352182e-02
8.684290e+04,2.05049275e-02
8.684540e+04,1.69441051e-02
8.684780e+04,1.43851935e-02
8.685020e+04,1.24967431e-02
8.685340e+04,1.06222183e-02
8.685660e+04,9.22666293e-03
8.685970e+04,8.19171791e-03
8.686270e+04,7.34665083e-03
8.686870e+04,6.03770200e-03
8.687480e+04,5.06981226e-03
8.688080e+04,4.33124423e-03
8.688690e+04,3.75154877e-03
8.689290e+04,3.28916096e-03
8.689890e+04,2.91348122e-03
8.690500e+04,2.60358414e-03
8.691710e+04,2.12421795e-03
8.692920e+04,1.77403773e-03
8.694120e+04,1.51028892e-03
8.695330e+04,1.30735194e-03
8.696940e+04,1.10190642e-03
8.698560e+04,9.48262550e-04
8.700170e+04,8.30920423e-04
8.701780e+04,7.39319581e-04
8.703390e+04,6.64777226e-04
8.705000e+04,6.03913387e-04
8.708220e+04,5.11973738e-04
8.711450e+04,4.46909714e-04
8.714670e+04,3.99256472e-04
8.721120e+04,3.35856377e-04
8.726270e+04,3.02421660e-04
8.731430e+04,2.78773645e-04
8.740130e+04,2.52153441e-04
8.748840e+04,2.34572010e-04
8.750000e+04,2.33211470e-04
8.766240e+04,2.14166345e-04
8.783640e+04,2.02589360e-04
8.801050e+04,1.96127063e-04
8.870660e+04,1.85815607e-04
9.009900e+04,1.81953302e-04
9.375000e+04,1.85257058e-04
9.504950e+04,1.86439952e-04
1.000000e+05,1.95506665e-04
1.055150e+05,2.09320277e-04
1.067450e+05,2.13340359e-04
1.110290e+05,2.27383022e-04
1.134910e+05,2.37075075e-04
1.137870e+05,2.38244257e-04
1.165440e+05,2.50704098e-04
1.184630e+05,2.61178299e-04
1.202360e+05,2.70877061e-04
1.220590e+05,2.80874499e-04
1.236080e+05,2.91522164e-04
1.258190e+05,3.06744469e-04
1.269810e+05,3.15931103e-04
1.276990e+05,3.21619230e-04
1.281550e+05,3.25592109e-04
1.295790e+05,3.38019338e-04
1.306600e+05,3.48414083e-04
1.314590e+05,3.56113879e-04
1.323990e+05,3.65673695e-04
1.330020e+05,3.72229801e-04
1.333390e+05,3.75901035e-04
1.342790e+05,3.86669708e-04
1.343400e+05,3.87405152e-04
1.352190e+05,3.98027198e-04
1.361590e+05,4.09972920e-04
1.366290e+05,4.16195244e-04
1.370980e+05,4.22584317e-04
1.376000e+05,4.29594284e-04
1.378480e+05,4.33164177e-04
1.380190e+05,4.35633067e-04
1.381010e+05,4.36820057e-04
1.386020e+05,4.44281620e-04
1.391040e+05,4.51962007e-04
1.396050e+05,4.59868084e-04
1.398560e+05,4.63908863e-04
1.401060e+05,4.68006564e-04
1.403570e+05,4.72168154e-04
1.406080e+05,4.76388768e-04
1.408580e+05,4.80673682e-04
1.411090e+05,4.85021563e-04
1.414540e+05,4.91115261e-04
1.416260e+05,4.94200716e-04
1.416980e+05,4.95509288e-04
1.417980e+05,4.97331540e-04
1.420020e+05,5.01090688e-04
1.421430e+05,5.03697267e-04
1.423150e+05,5.06936709e-04
1.424880e+05,5.10212480e-04
1.426600e+05,5.13517400e-04
1.428320e+05,5.16856443e-04
1.431770e+05,5.23646480e-04
1.433490e+05,5.27090657e-04
1.435220e+05,5.30580386e-04
1.436940e+05,5.34100185e-04
1.438660e+05,5.37650418e-04
1.440790e+05,5.42109269e-04
1.441800e+05,5.44230951e-04
1.443360e+05,5.47570077e-04
1.444930e+05,5.50949294e-04
1.446500e+05,5.54351567e-04
1.447640e+05,5.56866504e-04
1.448060e+05,5.57794734e-04
1.451200e+05,5.64781488e-04
1.452920e+05,5.68694236e-04
1.454640e+05,5.72641106e-04
1.456370e+05,5.76624419e-04
1.458090e+05,5.80660746e-04
1.459810e+05,5.84739495e-04
1.461540e+05,5.88852842e-04
1.461560e+05,5.88901277e-04
1.462970e+05,5.92329172e-04
1.463260e+05,5.93035135e-04
1.464980e+05,5.97270184e-04
1.466710e+05,6.01544567e-04
1.468430e+05,6.05864461e-04
1.470150e+05,6.10240610e-04
1.471880e+05,6.14656095e-04
1.472530e+05,6.16342285e-04
1.473600e+05,6.19128117e-04
1.475320e+05,6.23667144e-04
1.477050e+05,6.28247445e-04
1.478300e+05,6.31605806e-04
1.478770e+05,6.32870634e-04
1.480490e+05,6.37571298e-04
1.482220e+05,6.42313281e-04
1.483490e+05,6.45847449e-04
1.483940e+05,6.47105937e-04
1.485660e+05,6.51980714e-04
1.487390e+05,6.56910781e-04
1.489110e+05,6.61879625e-04
1.490830e+05,6.66913025e-04
1.492560e+05,6.72007249e-04
1.493630e+05,6.75205043e-04
1.494280e+05,6.77150612e-04
1.494450e+05,6.77665104e-04
1.496000e+05,6.82388147e-04
1.497730e+05,6.87702265e-04
1.499450e+05,6.93059520e-04
1.501170e+05,6.98473952e-04
1.502900e+05,7.03965139e-04
1.504620e+05,7.09504072e-04
1.505410e+05,7.12071838e-04
1.506340e+05,7.15117343e-04
1.508070e+05,7.20838876e-04
1.508960e+05,7.23824494e-04
1.509790e+05,7.26613322e-04
1.511510e+05,7.32446993e-04
1.511760e+05,7.33301943e-04
1.513240e+05,7.38400135e-04
1.516680e+05,7.50494435e-04
1.518110e+05,7.55579713e-04
1.518410e+05,7.56656757e-04
1.520130e+05,7.62938552e-04
1.521850e+05,7.69278447e-04
1.523580e+05,7.75690450e-04
1.524290e+05,7.78382686e-04
1.524450e+05,7.78990416e-04
1.527020e+05,7.88872281e-04
1.528750e+05,7.95587516e-04
1.530470e+05,8.02391500e-04
1.530800e+05,8.03710842e-04
1.533920e+05,8.16358678e-04
1.535130e+05,8.21395011e-04
1.537360e+05,8.30814521e-04
1.539450e+05,8.39793649e-04
1.539620e+05,8.40537133e-04
1.540810e+05,8.45752464e-04
1.543780e+05,8.59042782e-04
1.544260e+05,8.61243847e-04
1.547700e+05,8.77396765e-04
1.548110e+05,8.79353999e-04
1.551150e+05,8.94262806e-04
1.551280e+05,8.94913698e-04
1.554450e+05,9.11246452e-04
1.554600e+05,9.12047499e-04
1.556480e+05,9.22301333e-04
1.557630e+05,9.28586543e-04
1.558040e+05,9.30934785e-04
1.560800e+05,9.46968275e-04
1.561490e+05,9.51192625e-04
1.563250e+05,9.62196232e-04
1.565700e+05,9.78403997e-04
1.565880e+05,9.79677778e-04
1.568160e+05,9.96143684e-04
1.569380e+05,1.00555471e-03
1.570260e+05,1.01265757e-03
1.570610e+05,1.01552656e-03
1.572200e+05,1.02940526e-03
1.573350e+05,1.04031734e-03
1.573780e+05,1.04440180e-03
1.574650e+05,1.05345211e-03
1.575370e+05,1.06104336e-03
1.576160e+05,1.07008211e-03
1.576950e+05,1.07965495e-03
1.577750e+05,1.08991620e-03
1.578540e+05,1.10082052e-03
1.579040e+05,1.10824060e-03
1.579330e+05,1.11258117e-03
1.580130e+05,1.12541748e-03
1.580920e+05,1.13929804e-03
1.581230e+05,1.14525187e-03
1.581710e+05,1.15452529e-03
1.581780e+05,1.15599733e-03
1.582510e+05,1.17135485e-03
1.583300e+05,1.18988579e-03
1.583420e+05,1.19292553e-03
1.583810e+05,1.20282538e-03
1.584310e+05,1.21666860e-03
1.584820e+05,1.23161600e-03
1.585320e+05,1.24757215e-03
1.585830e+05,1.26498854e-03
1.586330e+05,1.28381660e-03
1.586840e+05,1.30433258e-03
1.587340e+05,1.32657554e-03
1.587740e+05,1.34554068e-03
1.587810e+05,1.34917897e-03
1.588130e+05,1.36585887e-03
1.588530e+05,1.38771482e-03
1.588930e+05,1.41110324e-03
1.589320e+05,1.43619089e-03
1.589720e+05,1.46308837e-03
1.590120e+05,1.49196901e-03
1.590210e+05,1.49906872e-03
1.590510e+05,1.52273715e-03
1.590840e+05,1.54946422e-03
1.591160e+05,1.57751563e-03
1.591800e+05,1.63760540e-03
1.592200e+05,1.67793363e-03
1.592450e+05,1.70318033e-03
1.593090e+05,1.77217960e-03
1.593740e+05,1.84306822e-03
1.594390e+05,1.91211563e-03
1.594710e+05,1.94508796e-03
1.595030e+05,1.97551633e-03
1.595350e+05,2.00313370e-03
1.595680e+05,2.02718239e-03
1.595960e+05,2.04478274e-03
1.596240e+05,2.05876626e-03
1.596520e+05,2.06892214e-03
1.596580e+05,2.07022899e-03
1.596800e+05,2.07505817e-03
1.597180e+05,2.07677889e-03
1.597500e+05,2.07211473e-03
1.597830e+05,2.06207988e-03
1.598160e+05,2.04702270e-03
1.598490e+05,2.02748198e-03
1.598640e+05,2.01686000e-03
1.598820e+05,2.00411536e-03
1.599140e+05,1.97756598e-03
1.599800e+05,1.91802684e-03
1.600080e+05,1.89074883e-03
1.601110e+05,1.79043186e-03
1.601770e+05,1.72920009e-03
1.601830e+05,1.72408247e-03
1.602430e+05,1.67298069e-03
1.602740e+05,1.64765543e-03
1.603060e+05,1.62377775e-03
1.603380e+05,1.60116128e-03
1.603590e+05,1.58724127e-03
1.603700e+05,1.57995648e-03
1.604010e+05,1.55995387e-03
1.604330e+05,1.54124342e-03
1.604650e+05,1.52374452e-03
1.604970e+05,1.50748011e-03
1.605290e+05,1.49222813e-03
1.605600e+05,1.47795059e-03
1.605920e+05,1.46473283e-03
1.606240e+05,1.45245770e-03
1.606870e+05,1.43029722e-03
1.607070e+05,1.42434173e-03
1.607090e+05,1.42374644e-03
1.607510e+05,1.41131081e-03
1.608160e+05,1.39467880e-03
1.608800e+05,1.38037771e-03
1.609450e+05,1.36817349e-03
1.610100e+05,1.35779361e-03
1.610590e+05,1.35111943e-03
1.610750e+05,1.34896161e-03
1.611390e+05,1.34151448e-03
1.612040e+05,1.33530118e-03
1.612690e+05,1.33013638e-03
1.613340e+05,1.32587532e-03
1.613980e+05,1.32236125e-03
1.614090e+05,1.32189711e-03
1.614630e+05,1.31967408e-03
1.615280e+05,1.31762742e-03
1.615500e+05,1.31711833e-03
1.615930e+05,1.31612874e-03
1.616570e+05,1.31507323e-03
1.617590e+05,1.31451931e-03
1.617870e+05,1.31440636e-03
1.618810e+05,1.31489135e-03
1.619750e+05,1.31601958e-03
1.620690e+05,1.31770862e-03
1.621090e+05,1.31863269e-03
1.621630e+05,1.31996273e-03
1.623520e+05,1.32582878e-03
1.623940e+05,1.32741057e-03
1.624590e+05,1.32986892e-03
1.625400e+05,1.33300203e-03
1.626700e+05,1.33865114e-03
1.627990e+05,1.34461336e-03
1.628100e+05,1.34516412e-03
1.630580e+05,1.35791049e-03
1.631600e+05,1.36354601e-03
1.632370e+05,1.36793419e-03
1.633170e+05,1.37250893e-03
1.635100e+05,1.38411087e-03
1.635760e+05,1.38814446e-03
1.638600e+05,1.40618680e-03
1.638820e+05,1.40760763e-03
1.640800e+05,1.42078683e-03
1.641880e+05,1.42801140e-03
1.642100e+05,1.42952886e-03
1.645600e+05,1.45421448e-03
1.648000e+05,1.47146034e-03
1.652610e+05,1.50539779e-03
1.653180e+05,1.50971375e-03
1.656360e+05,1.53412951e-03
1.657660e+05,1.54422270e-03
1.658360e+05,1.54968753e-03
1.660110e+05,1.56348058e-03
1.663540e+05,1.59087498e-03
1.663850e+05,1.59336787e-03
1.666090e+05,1.61160860e-03
1.667600e+05,1.62395408e-03
1.668720e+05,1.63323082e-03
1.674520e+05,1.68154422e-03
1.675100e+05,1.68639879e-03
1.675780e+05,1.69216143e-03
1.678850e+05,1.71829750e-03
1.681420e+05,1.74030329e-03
1.682600e+05,1.75044152e-03
1.682840e+05,1.75251327e-03
1.684870e+05,1.77009109e-03
1.686600e+05,1.78509129e-03
1.688320e+05,1.80003806e-03
1.689910e+05,1.81385990e-03
1.690050e+05,1.81507975e-03
1.690100e+05,1.81551645e-03
1.691770e+05,1.83011059e-03
1.693500e+05,1.84523494e-03
1.695220e+05,1.86030437e-03
1.696950e+05,1.87548067e-03
1.696970e+05,1.87565644e-03
1.697600e+05,1.88120493e-03
1.698670e+05,1.89056154e-03
1.700390e+05,1.90562741e-03
1.702120e+05,1.92080280e-03
1.704230e+05,1.93935353e-03
1.705090e+05,1.94692780e-03
1.705280e+05,1.94857150e-03
1.706330e+05,1.95766873e-03
1.707330e+05,1.96634534e-03
1.708440e+05,1.97599324e-03
1.709500e+05,1.98522256e-03
1.710550e+05,1.99438365e-03
1.711600e+05,2.00355464e-03
1.712590e+05,2.01220913e-03
1.712660e+05,2.01280640e-03
1.713710e+05,2.02178678e-03
1.714770e+05,2.03085802e-03
1.715820e+05,2.03986283e-03
1.716870e+05,2.04888588e-03
1.717690e+05,2.05593698e-03
1.717700e+05,2.05602312e-03
1.717930e+05,2.05791584e-03
1.718980e+05,2.06657575e-03
1.720130e+05,2.07607977e-03
1.721280e+05,2.08559894e-03
1.722340e+05,2.09438898e-03
1.722820e+05,2.09838003e-03
1.723390e+05,2.10311346e-03
1.724440e+05,2.11185089e-03
1.725500e+05,2.12068218e-03
1.726550e+05,2.12945547e-03
1.727610e+05,2.13832386e-03
1.727930e+05,2.14100960e-03
1.728660e+05,2.14671352e-03
1.729710e+05,2.15493603e-03
1.730770e+05,2.16325094e-03
1.731820e+05,2.17151612e-03
1.732870e+05,2.17980356e-03
1.733040e+05,2.18114750e-03
1.733930e+05,2.18776330e-03
1.734980e+05,2.19559995e-03
1.736040e+05,2.20352582e-03
1.737090e+05,2.21141071e-03
1.738140e+05,2.21932002e-03
1.738400e+05,2.22128261e-03
1.739200e+05,2.22733139e-03
1.740250e+05,2.23530615e-03
1.741310e+05,2.24337304e-03
1.742360e+05,2.25140346e-03
1.743270e+05,2.25838727e-03
1.743410e+05,2.25932692e-03
1.744470e+05,2.26645986e-03
1.745520e+05,2.27356720e-03
1.746580e+05,2.28075951e-03
1.747630e+05,2.28793023e-03
1.748680e+05,2.29513311e-03
1.749740e+05,2.30242530e-03
1.750790e+05,2.30969713e-03
1.751850e+05,2.31705919e-03
1.752900e+05,2.32440276e-03
1.753470e+05,2.32840974e-03
1.753490e+05,2.32855052e-03
1.753950e+05,2.33093956e-03
1.755010e+05,2.33646745e-03
1.756250e+05,2.34300610e-03
1.757500e+05,2.34963642e-03
1.758740e+05,2.35628949e-03
1.759990e+05,2.36303946e-03
1.761240e+05,2.36985221e-03
1.761860e+05,2.37326470e-03
1.762480e+05,2.37669945e-03
1.763730e+05,2.38363866e-03
1.764970e+05,2.39060649e-03
1.766030e+05,2.39660714e-03
1.767080e+05,2.40261601e-03
1.768130e+05,2.40866785e-03
1.768540e+05,2.41104830e-03
1.769190e+05,2.41482971e-03
1.770240e+05,2.42101122e-03
1.771300e+05,2.42727492e-03
1.772350e+05,2.43356589e-03
1.773400e+05,2.43991746e-03
1.773940e+05,2.44319583e-03
1.774460e+05,2.44523130e-03
1.775510e+05,2.44942691e-03
1.776570e+05,2.45370756e-03
1.777620e+05,2.45802097e-03
1.778670e+05,2.46239282e-03
1.779730e+05,2.46685621e-03
1.780780e+05,2.47135514e-03
1.781830e+05,2.47590633e-03
1.782910e+05,2.48063382e-03
1.783600e+05,2.48370949e-03
1.783980e+05,2.48540869e-03
1.784160e+05,2.48622262e-03
1.785050e+05,2.48884082e-03
1.786120e+05,2.49206089e-03
1.788260e+05,2.49867883e-03
1.789330e+05,2.50208257e-03
1.790400e+05,2.50554722e-03
1.791140e+05,2.50797712e-03
1.791470e+05,2.50906623e-03
1.792540e+05,2.51265140e-03
1.794390e+05,2.51899306e-03
1.794680e+05,2.51949918e-03
1.795750e+05,2.52143231e-03
1.796820e+05,2.52341398e-03
1.798670e+05,2.52692096e-03
1.798960e+05,2.52747922e-03
1.800620e+05,2.53075696e-03
1.802280e+05,2.53407304e-03
1.803940e+05,2.53740365e-03
1.805300e+05,2.54012044e-03
1.805600e+05,2.54022938e-03
1.805970e+05,2.54034969e-03
1.807260e+05,2.54081795e-03
1.808920e+05,2.54133611e-03
1.809620e+05,2.54150597e-03
1.810580e+05,2.54177897e-03
1.812240e+05,2.54208686e-03
1.813270e+05,2.54206111e-03
1.815570e+05,2.54215359e-03
1.816200e+05,2.54195544e-03
1.816920e+05,2.54065635e-03
1.818890e+05,2.53730066e-03
1.820570e+05,2.53363661e-03
1.822210e+05,2.53027473e-03
1.822390e+05,2.52979960e-03
1.824210e+05,2.52522586e-03
1.825530e+05,2.52214100e-03
1.826040e+05,2.52061564e-03
1.827110e+05,2.51765481e-03
1.827860e+05,2.51460273e-03
1.828650e+05,2.51173867e-03
1.829860e+05,2.50652302e-03
1.830870e+05,2.50264711e-03
1.831780e+05,2.49959856e-03
1.831870e+05,2.49923541e-03
1.832870e+05,2.49584220e-03
1.833870e+05,2.49324295e-03
1.834510e+05,2.49242261e-03
1.834870e+05,2.49174119e-03
1.835870e+05,2.49170499e-03
1.836750e+05,2.49404067e-03
1.837240e+05,2.49724039e-03
1.837630e+05,2.49956985e-03
1.838010e+05,2.50326176e-03
1.838080e+05,2.50386798e-03
1.838520e+05,2.50965468e-03
1.838960e+05,2.51778950e-03
1.839400e+05,2.52902532e-03
1.839870e+05,2.54582943e-03
1.839980e+05,2.55143719e-03
1.840340e+05,2.56969209e-03
1.840580e+05,2.58527286e-03
1.840810e+05,2.60417248e-03
1.841050e+05,2.62721973e-03
1.841280e+05,2.65572266e-03
1.841350e+05,2.66560966e-03
1.841430e+05,2.67686917e-03
1.841580e+05,2.70119843e-03
1.841720e+05,2.72947135e-03
1.841870e+05,2.76228749e-03
1.842020e+05,2.80072796e-03
1.842160e+05,2.84612222e-03
1.842310e+05,2.89988358e-03
1.842460e+05,2.96425553e-03
1.842540e+05,3.00529366e-03
1.842620e+05,3.05098399e-03
1.842700e+05,3.10200117e-03
1.842710e+05,3.10914197e-03
1.842780e+05,3.15912792e-03
1.842860e+05,3.22328690e-03
1.842940e+05,3.29556968e-03
1.843030e+05,3.37716597e-03
1.843110e+05,3.46977227e-03
1.843180e+05,3.56543814e-03
1.843250e+05,3.67168274e-03
1.843330e+05,3.79307837e-03
1.843400e+05,3.92842151e-03
1.843470e+05,4.08348849e-03
1.843550e+05,4.25619893e-03
1.843580e+05,4.35207667e-03
1.843620e+05,4.45377760e-03
1.843660e+05,4.56164868e-03
1.843690e+05,4.67282295e-03
1.843770e+05,4.91374230e-03
1.843840e+05,5.17621759e-03
1.843910e+05,5.46245521e-03
1.843980e+05,5.76959730e-03
1.844080e+05,6.23863680e-03
1.844120e+05,6.42623635e-03
1.844190e+05,6.75045492e-03
1.844260e+05,7.05460294e-03
1.844300e+05,7.20708707e-03
1.844340e+05,7.34213832e-03
1.844380e+05,7.46130741e-03
1.844420e+05,7.56215816e-03
1.844460e+05,7.64436261e-03
1.844490e+05,7.70192828e-03
1.844530e+05,7.73573667e-03
1.844570e+05,7.74513622e-03
1.844590e+05,7.73931817e-03
1.844630e+05,7.71409556e-03
1.844660e+05,7.66980933e-03
1.844690e+05,7.60715791e-03
1.844730e+05,7.52969755e-03
1.844760e+05,7.43434482e-03
1.844800e+05,7.32465167e-03
1.844860e+05,7.07369711e-03
1.844930e+05,6.78400265e-03
1.845000e+05,6.47865092e-03
1.845130e+05,5.85801021e-03
1.845190e+05,5.57853806e-03
1.845260e+05,5.31797492e-03
1.845320e+05,5.07468034e-03
1.845380e+05,4.84988683e-03
1.845440e+05,4.64072247e-03
1.845450e+05,4.61394270e-03
1.845510e+05,4.45325241e-03
1.845570e+05,4.28328983e-03
1.845630e+05,4.12953736e-03
1.845690e+05,3.98642920e-03
1.845760e+05,3.85946866e-03
1.845820e+05,3.74340700e-03
1.845880e+05,3.64043056e-03
1.845950e+05,3.54594643e-03
1.846010e+05,3.46198172e-03
1.846070e+05,3.38477746e-03
1.846140e+05,3.31575162e-03
1.846240e+05,3.22064432e-03
1.846330e+05,3.13830991e-03
1.846430e+05,3.06648705e-03
1.846530e+05,3.00357038e-03
1.846630e+05,2.94817782e-03
1.846730e+05,2.89918029e-03
1.846820e+05,2.85575949e-03
1.846920e+05,2.81730274e-03
1.847060e+05,2.76903113e-03
1.847200e+05,2.72771018e-03
1.847340e+05,2.69181306e-03
1.847470e+05,2.66051960e-03
1.847610e+05,2.63272472e-03
1.847750e+05,2.60832365e-03
1.848030e+05,2.56718055e-03
1.848180e+05,2.54866122e-03
1.848280e+05,2.53628439e-03
1.848530e+05,2.51049255e-03
1.848790e+05,2.48845951e-03
1.848920e+05,2.47870911e-03
1.849040e+05,2.46961218e-03
1.849550e+05,2.43848697e-03
1.850050e+05,2.41408338e-03
1.850520e+05,2.39574606e-03
1.850920e+05,2.38219810e-03
1.850980e+05,2.38015029e-03
1.851440e+05,2.36643730e-03
1.851900e+05,2.35426005e-03
