>,14-Si-30:0.030920
1.087660e+06,9.99129281e-05
1.088060e+06,9.30432744e-05
1.088860e+06,8.52748528e-05
1.089550e+06,8.15248144e-05
1.089660e+06,8.09279111e-05
1.091560e+06,7.59697639e-05
1.092420e+06,7.48245556e-05
1.092840e+06,7.42654946e-05
1.093470e+06,7.34486454e-05
1.094120e+06,7.29781474e-05
1.094760e+06,7.25537593e-05
1.095410e+06,7.21742051e-05
1.095730e+06,7.20297819e-05
1.096050e+06,7.19324804e-05
1.096210e+06,7.19050527e-05
1.096370e+06,7.19157703e-05
1.096530e+06,7.19404492e-05
1.096690e+06,7.20202659e-05
1.096820e+06,7.21463235e-05
1.096960e+06,7.23322023e-05
1.097100e+06,7.26145828e-05
1.097230e+06,7.30317991e-05
1.097270e+06,7.32144677e-05
1.097370e+06,7.37053854e-05
1.097440e+06,7.41714561e-05
1.097500e+06,7.47579425e-05
1.097570e+06,7.54941176e-05
1.097640e+06,7.64413519e-05
1.097710e+06,7.76818672e-05
1.097770e+06,7.93043008e-05
1.097820e+06,8.07851975e-05
1.097870e+06,8.26391607e-05
1.097910e+06,8.50465131e-05
1.097960e+06,8.82297982e-05
1.098010e+06,9.26777523e-05
1.098030e+06,9.54795288e-05
1.098050e+06,9.88363842e-05
1.098080e+06,1.02906674e-04
1.098100e+06,1.07934154e-04
1.098120e+06,1.14253569e-04
1.098140e+06,1.22364575e-04
1.098170e+06,1.31971458e-04
1.098190e+06,1.44628647e-04
1.098210e+06,1.61846215e-04
1.098230e+06,1.84905042e-04
1.098240e+06,2.01785194e-04
1.098250e+06,2.20816697e-04
1.098260e+06,2.44523362e-04
1.098270e+06,2.74431094e-04
1.098280e+06,3.16905400e-04
1.098290e+06,3.67023753e-04
1.098300e+06,4.31337187e-04
1.098310e+06,5.13381472e-04
1.098320e+06,6.16744382e-04
1.098330e+06,7.44490373e-04
1.098340e+06,8.98331815e-04
1.098350e+06,1.05868072e-03
1.098370e+06,1.45014546e-03
1.098390e+06,1.85678960e-03
1.098400e+06,2.04302782e-03
1.098410e+06,2.18889070e-03
1.098420e+06,2.28041227e-03
1.098430e+06,2.30833966e-03
1.098440e+06,2.26977283e-03
1.098450e+06,2.18137166e-03
1.098460e+06,1.94853663e-03
1.098480e+06,1.45844366e-03
1.098500e+06,1.08489475e-03
1.098520e+06,7.66104116e-04
1.098530e+06,6.20953542e-04
1.098540e+06,5.35726930e-04
1.098550e+06,4.42787637e-04
1.098560e+06,3.69000623e-04
1.098570e+06,3.27541281e-04
1.098580e+06,2.83194573e-04
1.098590e+06,2.48065134e-04
1.098610e+06,2.13266085e-04
1.098620e+06,1.88058070e-04
1.098640e+06,1.70324133e-04
1.098650e+06,1.57362240e-04
1.098660e+06,1.46859504e-04
1.098670e+06,1.38210154e-04
1.098700e+06,1.24870375e-04
1.098730e+06,1.15140998e-04
1.098760e+06,1.07066737e-04
1.098780e+06,1.01165658e-04
1.098810e+06,9.65619046e-05
1.098840e+06,9.29017573e-05
1.098870e+06,8.99430952e-05
1.098900e+06,8.75188041e-05
1.098950e+06,8.38264769e-05
1.099010e+06,8.11106004e-05
1.099060e+06,7.91126972e-05
1.099120e+06,7.75745361e-05
1.099180e+06,7.63672764e-05
1.099250e+06,7.51207595e-05
1.099330e+06,7.41639660e-05
1.099400e+06,7.34231480e-05
1.099480e+06,7.28325060e-05
1.099550e+06,7.23411174e-05
1.099630e+06,7.19304637e-05
1.099780e+06,7.12953540e-05
1.099930e+06,7.08206587e-05
1.100080e+06,7.04530203e-05
1.100370e+06,6.99215754e-05
1.100640e+06,6.95661775e-05
1.100820e+06,6.93780352e-05
1.100910e+06,6.92840350e-05
1.101180e+06,6.90473103e-05
1.101450e+06,6.88440927e-05
1.101990e+06,6.84851446e-05
1.102530e+06,6.81704417e-05
1.103610e+06,6.76070476e-05
1.104690e+06,6.70872099e-05
1.104880e+06,6.69988414e-05
1.105170e+06,6.69408447e-05
1.106850e+06,6.66278178e-05
1.108530e+06,6.63424090e-05
1.109230e+06,6.62347572e-05
1.110200e+06,6.60867669e-05
1.111880e+06,6.58670458e-05
1.112930e+06,6.57598289e-05
1.113970e+06,6.56888795e-05
1.115020e+06,6.56676463e-05
1.116070e+06,6.57265360e-05
1.116590e+06,6.58016250e-05
1.116670e+06,6.58201921e-05
1.117100e+06,6.60606738e-05
1.117620e+06,6.64014892e-05
1.117630e+06,6.64094220e-05
1.118140e+06,6.68150694e-05
1.118640e+06,6.73043978e-05
1.118890e+06,6.75902525e-05
1.119140e+06,6.79085133e-05
1.119400e+06,6.82655970e-05
1.119650e+06,6.86598861e-05
1.119900e+06,6.90987294e-05
1.120150e+06,6.95841464e-05
1.120390e+06,7.01116645e-05
1.120640e+06,7.06835197e-05
1.120890e+06,7.12931828e-05
1.121140e+06,7.19158235e-05
1.121630e+06,7.31203281e-05
1.121880e+06,7.36229391e-05
1.122130e+06,7.40028498e-05
1.122360e+06,7.42118177e-05
1.122590e+06,7.42695538e-05
1.122740e+06,7.42192113e-05
1.122890e+06,7.41029508e-05
1.123030e+06,7.39397764e-05
1.123170e+06,7.37325162e-05
1.123310e+06,7.34875417e-05
1.123460e+06,7.32143337e-05
1.123740e+06,7.26057606e-05
1.124020e+06,7.19735750e-05
1.124580e+06,7.07653771e-05
1.124870e+06,7.02410104e-05
1.125150e+06,6.97721440e-05
1.125440e+06,6.93466683e-05
1.125740e+06,6.89822364e-05
1.126030e+06,6.86698848e-05
1.126330e+06,6.84070143e-05
1.126620e+06,6.81809088e-05
1.126730e+06,6.81090538e-05
1.126910e+06,6.79919431e-05
1.127500e+06,6.77000136e-05
1.127960e+06,6.75407389e-05
1.128090e+06,6.75460142e-05
1.128680e+06,6.76337047e-05
1.129270e+06,6.77684795e-05
1.129850e+06,6.79335995e-05
1.130920e+06,6.83079584e-05
1.131280e+06,6.84526558e-05
1.131990e+06,6.87399327e-05
1.133060e+06,6.92118597e-05
1.133610e+06,6.94675034e-05
1.134130e+06,6.99571734e-05
1.135830e+06,7.15951618e-05
1.135850e+06,7.16145011e-05
1.137560e+06,7.32977808e-05
1.139260e+06,7.49994908e-05
1.139330e+06,7.51265711e-05
1.140980e+06,7.81285445e-05
1.142830e+06,8.15204746e-05
1.143310e+06,8.24034027e-05
1.143760e+06,8.37024608e-05
1.145340e+06,8.82802508e-05
1.146330e+06,9.26959701e-05
1.146350e+06,9.27853364e-05
1.146540e+06,9.42473200e-05
1.146860e+06,9.67133240e-05
1.147110e+06,9.94406202e-05
1.147360e+06,1.04931840e-04
1.147480e+06,1.09932002e-04
1.147610e+06,1.18610617e-04
1.147700e+06,1.30429790e-04
1.147740e+06,1.39947762e-04
1.147780e+06,1.53845404e-04
1.147830e+06,1.76477165e-04
1.147850e+06,1.93151363e-04
1.147870e+06,2.16505273e-04
1.147880e+06,2.32404196e-04
1.147890e+06,2.53254573e-04
1.147910e+06,2.82698889e-04
1.147920e+06,3.46350882e-04
1.147930e+06,4.36534971e-04
1.147940e+06,5.98707412e-04
1.147950e+06,7.88236422e-04
1.147960e+06,1.21685110e-03
1.147970e+06,1.82304424e-03
1.147980e+06,2.88894444e-03
1.147990e+06,4.76353430e-03
1.148000e+06,7.34898826e-03
1.148010e+06,1.14404161e-02
1.148020e+06,1.64810954e-02
1.148030e+06,2.53112638e-02
1.148040e+06,3.31788085e-02
1.148060e+06,4.75925268e-02
1.148080e+06,5.94712193e-02
1.148090e+06,6.57905243e-02
1.148100e+06,6.69416063e-02
1.148110e+06,6.55826088e-02
1.148120e+06,5.88931679e-02
1.148130e+06,5.56222493e-02
1.148140e+06,4.80273631e-02
1.148150e+06,4.00079283e-02
1.148160e+06,2.91947821e-02
1.148170e+06,1.98263093e-02
1.148180e+06,1.56427979e-02
1.148190e+06,1.12750250e-02
1.148200e+06,7.23601326e-03
1.148210e+06,5.08342299e-03
1.148220e+06,3.48582611e-03
1.148230e+06,2.03308083e-03
1.148240e+06,1.33746025e-03
1.148250e+06,8.45110845e-04
1.148260e+06,5.72476741e-04
1.148270e+06,4.33259346e-04
1.148280e+06,3.45443822e-04
1.148300e+06,2.85097982e-04
1.148310e+06,2.55672067e-04
1.148320e+06,2.36530862e-04
1.148340e+06,2.08528550e-04
1.148360e+06,1.89337223e-04
1.148400e+06,1.65631859e-04
1.148440e+06,1.50807570e-04
1.148470e+06,1.40662075e-04
1.148510e+06,1.33521807e-04
1.148610e+06,1.21918783e-04
1.148720e+06,1.15993607e-04
1.148920e+06,1.10836522e-04
1.149320e+06,1.08705682e-04
1.149330e+06,1.08652537e-04
1.149830e+06,1.10937219e-04
1.150450e+06,1.13778570e-04
1.151580e+06,1.23204253e-04
1.152100e+06,1.29171174e-04
1.152700e+06,1.36065471e-04
1.153690e+06,1.51470827e-04
1.153830e+06,1.53651564e-04
1.154030e+06,1.57815877e-04
1.154490e+06,1.67401522e-04
1.155160e+06,1.84342485e-04
1.155610e+06,1.99117307e-04
1.155820e+06,2.06015210e-04
1.155950e+06,2.11475550e-04
1.156490e+06,2.34168526e-04
1.157050e+06,2.65277359e-04
1.157540e+06,3.00724456e-04
1.157610e+06,3.05789774e-04
1.157880e+06,3.29839704e-04
1.157890e+06,3.30730749e-04
1.158170e+06,3.59861393e-04
1.158460e+06,3.93988124e-04
1.158740e+06,4.34121894e-04
1.159020e+06,4.82352843e-04
1.159300e+06,5.39803326e-04
1.159460e+06,5.79555749e-04
1.159580e+06,6.09373265e-04
1.159800e+06,6.76396922e-04
1.159860e+06,6.94678232e-04
1.160140e+06,7.99367988e-04
1.160420e+06,9.31794733e-04
1.160710e+06,1.09406030e-03
1.160850e+06,1.18399896e-03
1.160990e+06,1.28849041e-03
1.161110e+06,1.39225158e-03
1.161130e+06,1.40954585e-03
1.161210e+06,1.47477314e-03
1.161280e+06,1.54224747e-03
1.161350e+06,1.61384416e-03
1.161390e+06,1.65652197e-03
1.161420e+06,1.68853150e-03
1.161500e+06,1.76613824e-03
1.161570e+06,1.84532763e-03
1.161650e+06,1.93256245e-03
1.161720e+06,2.02187793e-03
1.161800e+06,2.11258956e-03
1.161880e+06,2.20277552e-03
1.161950e+06,2.29369567e-03
1.162030e+06,2.38295018e-03
1.162110e+06,2.46913366e-03
1.162180e+06,2.54967872e-03
1.162250e+06,2.61383576e-03
1.162310e+06,2.67255727e-03
1.162380e+06,2.72483598e-03
1.162430e+06,2.76168936e-03
1.162440e+06,2.76906054e-03
1.162510e+06,2.80537900e-03
1.162570e+06,2.83260016e-03
1.162640e+06,2.85075991e-03
1.162700e+06,2.85904770e-03
1.162960e+06,2.79370366e-03
1.163090e+06,2.70695669e-03
1.163220e+06,2.59217392e-03
1.163290e+06,2.52671508e-03
1.163310e+06,2.50353842e-03
1.163350e+06,2.45718728e-03
1.163420e+06,2.38456652e-03
1.163480e+06,2.30978311e-03
1.163550e+06,2.23366710e-03
1.163610e+06,2.15698389e-03
1.163740e+06,2.00561412e-03
1.163870e+06,1.86090257e-03
1.163990e+06,1.72313931e-03
1.164120e+06,1.59400422e-03
1.164250e+06,1.47444189e-03
1.164370e+06,1.36442852e-03
1.164500e+06,1.26388257e-03
1.164750e+06,1.08995422e-03
1.165010e+06,9.44463559e-04
1.165050e+06,9.26196080e-04
1.165240e+06,8.39440812e-04
1.165270e+06,8.25744444e-04
1.165530e+06,7.28845953e-04
1.165790e+06,6.49182096e-04
1.166010e+06,5.97348779e-04
1.166200e+06,5.52599394e-04
1.166300e+06,5.29052370e-04
1.166820e+06,4.42453132e-04
1.166980e+06,4.23695042e-04
1.167160e+06,4.02613684e-04
1.167410e+06,3.73349533e-04
1.167940e+06,3.30559419e-04
1.168010e+06,3.24918367e-04
1.168130e+06,3.17979452e-04
1.168610e+06,2.90266332e-04
1.168900e+06,2.77880382e-04
1.169090e+06,2.69804296e-04
1.169200e+06,2.65141102e-04
1.169860e+06,2.47147433e-04
1.170050e+06,2.42016392e-04
1.170240e+06,2.36913256e-04
1.170830e+06,2.27754860e-04
1.171010e+06,2.25028820e-04
1.171270e+06,2.21140222e-04
1.171790e+06,2.17219524e-04
1.171980e+06,2.15879936e-04
1.172300e+06,2.13689222e-04
1.172460e+06,2.13402133e-04
1.172750e+06,2.12926094e-04
1.172940e+06,2.12736248e-04
1.173330e+06,2.12449318e-04
1.173570e+06,2.13136040e-04
1.173680e+06,2.13514163e-04
1.174060e+06,2.14909421e-04
1.174200e+06,2.15462087e-04
1.174390e+06,2.16952824e-04
1.174430e+06,2.17285256e-04
1.174800e+06,2.20457801e-04
1.174810e+06,2.20546332e-04
1.175170e+06,2.23894218e-04
1.175220e+06,2.24378155e-04
1.175540e+06,2.27566988e-04
1.175630e+06,2.28493655e-04
1.175830e+06,2.30607970e-04
1.175920e+06,2.31542386e-04
1.176040e+06,2.32867868e-04
1.176360e+06,2.37868577e-04
1.176400e+06,2.38490556e-04
1.176520e+06,2.40424912e-04
1.176640e+06,2.42344088e-04
1.176680e+06,2.43000829e-04
1.176840e+06,2.45609993e-04
1.176880e+06,2.46253745e-04
1.177000e+06,2.48244647e-04
1.177120e+06,2.50205085e-04
1.177160e+06,2.50879637e-04
1.177320e+06,2.53540783e-04
1.177360e+06,2.54190024e-04
1.177480e+06,2.56212881e-04
1.177600e+06,2.58192906e-04
1.177640e+06,2.58878706e-04
1.177800e+06,2.61555523e-04
1.177840e+06,2.62202368e-04
1.177890e+06,2.63074728e-04
1.177960e+06,2.64592544e-04
1.178120e+06,2.67999623e-04
1.178280e+06,2.71308270e-04
1.178350e+06,2.72701159e-04
1.178600e+06,2.77910810e-04
1.178610e+06,2.78101395e-04
1.178860e+06,2.83254412e-04
1.179120e+06,2.88776509e-04
1.179250e+06,2.91637430e-04
1.179320e+06,2.93217384e-04
1.179380e+06,2.94479734e-04
1.179500e+06,2.97199945e-04
1.179630e+06,3.00055934e-04
1.179680e+06,3.01180436e-04
1.179730e+06,3.02266585e-04
1.179760e+06,3.03061781e-04
1.179890e+06,3.06565447e-04
1.179980e+06,3.09088294e-04
1.180040e+06,3.10774520e-04
1.180070e+06,3.11607185e-04
1.180170e+06,3.14256307e-04
1.180260e+06,3.16785840e-04
1.180390e+06,3.20374094e-04
1.180410e+06,3.20949835e-04
1.180510e+06,3.23790370e-04
1.180640e+06,3.27294377e-04
1.180770e+06,3.30759115e-04
1.180890e+06,3.34041644e-04
1.181020e+06,3.37350022e-04
1.181130e+06,3.40053662e-04
1.181150e+06,3.40547076e-04
1.181280e+06,3.43614197e-04
1.181380e+06,3.45939938e-04
1.181480e+06,3.48127156e-04
1.181490e+06,3.48323678e-04
1.181580e+06,3.50111147e-04
1.181590e+06,3.50361343e-04
1.181690e+06,3.52793727e-04
1.181800e+06,3.55231421e-04
1.181870e+06,3.56700984e-04
1.181900e+06,3.57339308e-04
1.182000e+06,3.59290499e-04
1.182110e+06,3.61230667e-04
1.182230e+06,3.63096733e-04
1.182250e+06,3.63370485e-04
1.182350e+06,3.64771968e-04
1.182590e+06,3.67453433e-04
1.182630e+06,3.67775208e-04
1.182840e+06,3.69535625e-04
1.182880e+06,3.69748770e-04
1.183010e+06,3.71099140e-04
1.183080e+06,3.71853713e-04
1.183320e+06,3.73942701e-04
1.183400e+06,3.74547300e-04
1.183440e+06,3.74859755e-04
1.183570e+06,3.75997292e-04
1.183690e+06,3.76851483e-04
1.183780e+06,3.77490734e-04
1.183810e+06,3.77715915e-04
1.184050e+06,3.79532509e-04
1.184190e+06,3.80696766e-04
1.184200e+06,3.80847172e-04
1.184340e+06,3.82854066e-04
1.184490e+06,3.85231660e-04
1.184540e+06,3.86049031e-04
1.184640e+06,3.87742865e-04
1.184930e+06,3.92773966e-04
1.185230e+06,3.98497059e-04
1.185490e+06,4.03654995e-04
1.185520e+06,4.04495632e-04
1.185700e+06,4.09753384e-04
1.185810e+06,4.13023747e-04
1.186110e+06,4.22345800e-04
1.186400e+06,4.31568165e-04
1.186790e+06,4.44475278e-04
1.186860e+06,4.47440194e-04
1.186900e+06,4.49147887e-04
1.187480e+06,4.74590176e-04
1.187660e+06,4.82701400e-04
1.187880e+06,4.92660096e-04
1.188070e+06,5.03295810e-04
1.188460e+06,5.25463066e-04
1.188660e+06,5.36870863e-04
1.188960e+06,5.54194649e-04
1.189250e+06,5.73571264e-04
1.189560e+06,5.94560803e-04
1.190050e+06,6.31789110e-04
1.190150e+06,6.39421955e-04
1.190380e+06,6.58550277e-04
1.190420e+06,6.61894500e-04
1.190700e+06,6.85457220e-04
1.190750e+06,6.89701403e-04
1.191010e+06,7.14513283e-04
1.191030e+06,7.16427035e-04
1.191190e+06,7.31959133e-04
1.191340e+06,7.46742724e-04
1.191360e+06,7.48854829e-04
1.191440e+06,7.57502640e-04
1.191520e+06,7.66293952e-04
1.191600e+06,7.75366786e-04
1.191680e+06,7.84852082e-04
1.191760e+06,7.94975475e-04
1.191810e+06,8.01399013e-04
1.191850e+06,8.07100634e-04
1.191890e+06,8.13289308e-04
1.191930e+06,8.20065855e-04
1.191940e+06,8.21950800e-04
1.191970e+06,8.27893095e-04
1.191990e+06,8.32152778e-04
1.192010e+06,8.36672572e-04
1.192040e+06,8.44286217e-04
1.192070e+06,8.52523294e-04
1.192100e+06,8.61456188e-04
1.192130e+06,8.70857536e-04
1.192160e+06,8.80274531e-04
1.192200e+06,8.90145707e-04
1.192230e+06,8.97431027e-04
1.192240e+06,8.99746558e-04
1.192260e+06,9.02490972e-04
1.192270e+06,9.03590746e-04
1.192280e+06,9.04306818e-04
1.192290e+06,9.04639558e-04
1.192320e+06,9.05507066e-04
1.192340e+06,9.04392245e-04
1.192360e+06,9.02634643e-04
1.192380e+06,9.00544406e-04
1.192400e+06,8.98584598e-04
1.192450e+06,8.96064545e-04
1.192490e+06,8.93658749e-04
1.192530e+06,8.92533971e-04
1.192540e+06,8.92805956e-04
1.192580e+06,8.94349503e-04
1.192620e+06,8.96021382e-04
1.192660e+06,8.98428713e-04
1.192700e+06,9.01548304e-04
1.192740e+06,9.05047567e-04
1.192820e+06,9.12733149e-04
1.192890e+06,9.19846156e-04
1.192960e+06,9.27517011e-04
1.192970e+06,9.28614985e-04
1.193050e+06,9.37666899e-04
1.193120e+06,9.45671712e-04
1.193130e+06,9.46849284e-04
1.193280e+06,9.65488944e-04
1.193440e+06,9.85631592e-04
1.193600e+06,1.00596516e-03
1.193730e+06,1.02261274e-03
1.193930e+06,1.05031401e-03
1.194240e+06,1.09343571e-03
1.194320e+06,1.10458796e-03
1.194350e+06,1.10877612e-03
1.194550e+06,1.13851191e-03
1.194970e+06,1.20105004e-03
1.195160e+06,1.23120356e-03
1.195690e+06,1.31539861e-03
1.195780e+06,1.32970780e-03
1.196210e+06,1.39810854e-03
1.196390e+06,1.42944563e-03
1.196830e+06,1.50607148e-03
1.197030e+06,1.54334086e-03
1.197050e+06,1.54706854e-03
1.197140e+06,1.56385190e-03
1.197450e+06,1.62607873e-03
1.197660e+06,1.67121862e-03
1.197760e+06,1.69271690e-03
1.198070e+06,1.76421248e-03
1.198300e+06,1.82717557e-03
1.198410e+06,1.85729097e-03
1.198690e+06,1.93396801e-03
1.198940e+06,2.01700455e-03
1.199160e+06,2.09008200e-03
1.199390e+06,2.17695043e-03
1.199510e+06,2.22129191e-03
1.199620e+06,2.26697288e-03
1.199740e+06,2.31334327e-03
1.199770e+06,2.32485978e-03
1.199790e+06,2.33253855e-03
1.199860e+06,2.35941563e-03
1.199980e+06,2.40540762e-03
1.200090e+06,2.44964888e-03
1.200210e+06,2.49216407e-03
1.200330e+06,2.53138689e-03
1.200450e+06,2.56676401e-03
1.200560e+06,2.59733783e-03
1.200640e+06,2.61318287e-03
1.200700e+06,2.62506760e-03
1.200830e+06,2.64412179e-03
1.200960e+06,2.65347413e-03
1.201090e+06,2.65234994e-03
1.201140e+06,2.64402185e-03
1.201480e+06,2.58740497e-03
1.201490e+06,2.58403062e-03
1.201670e+06,2.52329416e-03
1.201870e+06,2.44205681e-03
1.202060e+06,2.34796441e-03
1.202250e+06,2.24520304e-03
1.202340e+06,2.19693898e-03
1.202450e+06,2.13794950e-03
1.202500e+06,2.10945570e-03
1.202640e+06,2.02967978e-03
1.202830e+06,1.92471403e-03
1.203020e+06,1.82404588e-03
1.203210e+06,1.72672542e-03
1.203400e+06,1.63595279e-03
1.203590e+06,1.54968065e-03
1.203780e+06,1.46961511e-03
1.204040e+06,1.37168738e-03
1.204160e+06,1.32648819e-03
1.204550e+06,1.19852761e-03
1.204730e+06,1.14942779e-03
1.204890e+06,1.10579005e-03
1.204950e+06,1.08942477e-03
1.205740e+06,9.14480283e-04
1.205840e+06,8.98244416e-04
1.206290e+06,8.25196561e-04
1.206530e+06,7.86233093e-04
1.206830e+06,7.45542003e-04
1.206950e+06,7.29263233e-04
1.207320e+06,6.79079733e-04
1.207370e+06,6.73916244e-04
1.207450e+06,6.65653107e-04
1.207910e+06,6.18153859e-04
1.208190e+06,5.89235930e-04
1.208450e+06,5.68110874e-04
1.208500e+06,5.64047482e-04
1.208990e+06,5.24251876e-04
1.209070e+06,5.17753347e-04
1.209530e+06,4.87015181e-04
1.209560e+06,4.85010159e-04
1.209940e+06,4.59642737e-04
1.210080e+06,4.52046947e-04
1.210610e+06,4.23283291e-04
1.210620e+06,4.22741440e-04
1.210820e+06,4.11903275e-04
1.211140e+06,3.97895296e-04
1.211170e+06,3.96584732e-04
1.211660e+06,3.75173937e-04
1.212090e+06,3.56435694e-04
1.212250e+06,3.50994430e-04
1.212840e+06,3.31038587e-04
1.213340e+06,3.14268729e-04
1.213360e+06,3.13598034e-04
1.213430e+06,3.11740819e-04
1.213720e+06,3.04140602e-04
1.214010e+06,2.96627331e-04
1.214350e+06,2.87955176e-04
1.214430e+06,2.85963661e-04
1.214630e+06,2.80987691e-04
1.214690e+06,2.79814354e-04
1.214870e+06,2.76377358e-04
1.215040e+06,2.73249633e-04
1.215210e+06,2.70232200e-04
1.215380e+06,2.67350011e-04
1.215560e+06,2.64517439e-04
1.215650e+06,2.63195366e-04
1.215750e+06,2.61724650e-04
1.215840e+06,2.60557147e-04
1.215900e+06,2.59840960e-04
1.215930e+06,2.59627549e-04
1.216030e+06,2.58920202e-04
1.216120e+06,2.58493379e-04
1.216200e+06,2.58286662e-04
1.216290e+06,2.58022478e-04
1.216370e+06,2.58075551e-04
1.216460e+06,2.58116703e-04
1.216540e+06,2.58509494e-04
1.216610e+06,2.58833478e-04
1.216630e+06,2.58926553e-04
1.216710e+06,2.59731995e-04
1.216800e+06,2.60592836e-04
1.216900e+06,2.61878785e-04
1.216990e+06,2.63639490e-04
1.217090e+06,2.65508806e-04
1.217180e+06,2.67723726e-04
1.217370e+06,2.72180858e-04
1.217470e+06,2.74005340e-04
1.217520e+06,2.74724641e-04
1.217570e+06,2.75240797e-04
1.217620e+06,2.75821576e-04
1.217650e+06,2.75839137e-04
1.217680e+06,2.75978986e-04
1.217740e+06,2.75841265e-04
1.217800e+06,2.75256749e-04
1.217850e+06,2.74434428e-04
1.217900e+06,2.73314657e-04
1.217940e+06,2.72043348e-04
1.217990e+06,2.70401029e-04
1.218040e+06,2.68503929e-04
1.218090e+06,2.66403066e-04
1.218180e+06,2.61897676e-04
1.218560e+06,2.41742696e-04
1.218640e+06,2.37936686e-04
1.218720e+06,2.34312176e-04
1.218790e+06,2.31009112e-04
1.218870e+06,2.27766583e-04
1.218940e+06,2.24839997e-04
1.219020e+06,2.21955924e-04
1.219100e+06,2.19234304e-04
1.219170e+06,2.16813352e-04
1.219250e+06,2.14411570e-04
1.219320e+06,2.12259931e-04
1.219390e+06,2.10215832e-04
1.219400e+06,2.09956014e-04
1.219470e+06,2.08350875e-04
1.219620e+06,2.05038502e-04
1.219760e+06,2.02115448e-04
1.219900e+06,1.99487124e-04
1.220050e+06,1.96926199e-04
1.220190e+06,1.94611961e-04
1.220330e+06,1.92418526e-04
1.220470e+06,1.90325984e-04
1.220560e+06,1.89035481e-04
1.220610e+06,1.88319370e-04
1.220890e+06,1.84513163e-04
1.221110e+06,1.81686620e-04
1.221150e+06,1.81186329e-04
1.221320e+06,1.79465030e-04
1.221540e+06,1.77339386e-04
1.221750e+06,1.75352896e-04
1.222180e+06,1.71443289e-04
1.222340e+06,1.70040844e-04
1.222610e+06,1.67677685e-04
1.222900e+06,1.65205107e-04
1.222990e+06,1.64617777e-04
1.223370e+06,1.62195373e-04
1.224110e+06,1.57590012e-04
1.224120e+06,1.57527885e-04
1.224810e+06,1.53343069e-04
1.224870e+06,1.53086537e-04
1.225620e+06,1.49947880e-04
1.225880e+06,1.48881027e-04
1.226720e+06,1.45441688e-04
1.226910e+06,1.45053839e-04
1.227570e+06,1.43747076e-04
1.228200e+06,1.42503653e-04
1.229260e+06,1.40450186e-04
1.229490e+06,1.40005976e-04
1.230530e+06,1.38021548e-04
1.230780e+06,1.38217995e-04
1.230960e+06,1.38363186e-04
1.232650e+06,1.39733088e-04
1.233360e+06,1.40311166e-04
1.234030e+06,1.40867553e-04
1.234340e+06,1.41774694e-04
1.235780e+06,1.45993230e-04
1.235940e+06,1.46730762e-04
1.236030e+06,1.47146460e-04
1.237530e+06,1.54079913e-04
1.238530e+06,1.60828396e-04
1.239270e+06,1.65826519e-04
1.239420e+06,1.67215955e-04
1.241020e+06,1.82042010e-04
1.241110e+06,1.83071933e-04
1.241900e+06,1.92115784e-04
1.242160e+06,1.95619315e-04
1.242770e+06,2.03840483e-04
1.244120e+06,2.26044247e-04
1.244520e+06,2.32624445e-04
1.244890e+06,2.40446998e-04
1.246060e+06,2.65186146e-04
1.247130e+06,2.92475181e-04
1.247610e+06,3.04718274e-04
1.248380e+06,3.27113270e-04
1.248760e+06,3.38823135e-04
1.249150e+06,3.50863944e-04
1.249540e+06,3.63108565e-04
1.249920e+06,3.75452003e-04
1.250140e+06,3.82463792e-04
1.250310e+06,3.87882425e-04
1.250370e+06,3.89827755e-04
1.250690e+06,4.00203572e-04
1.250960e+06,4.08776973e-04
1.251240e+06,4.17184284e-04
1.251610e+06,4.28353791e-04
1.251980e+06,4.38965348e-04
1.252360e+06,4.48839032e-04
1.252730e+06,4.57758298e-04
1.253100e+06,4.65695389e-04
1.253150e+06,4.66576278e-04
1.253480e+06,4.72391221e-04
1.253850e+06,4.77762029e-04
1.254230e+06,4.81750357e-04
1.254500e+06,4.83700260e-04
1.254770e+06,4.84820157e-04
1.255310e+06,4.84691662e-04
1.255850e+06,4.81325022e-04
1.255920e+06,4.80888716e-04
1.256160e+06,4.78063349e-04
1.256530e+06,4.73709042e-04
1.257750e+06,4.52293772e-04
1.258360e+06,4.40305620e-04
1.258970e+06,4.29114276e-04
1.259170e+06,4.27076574e-04
1.260190e+06,4.16691653e-04
1.260720e+06,4.20989308e-04
1.261260e+06,4.37612638e-04
1.261330e+06,4.42695647e-04
1.261790e+06,4.76098777e-04
1.262060e+06,5.10380269e-04
1.262180e+06,5.33755522e-04
1.262320e+06,5.61028112e-04
1.262530e+06,6.17982487e-04
1.262740e+06,6.97006748e-04
1.262840e+06,7.49047279e-04
1.262950e+06,8.12074523e-04
1.263050e+06,8.89047543e-04
1.263150e+06,9.82963773e-04
1.263210e+06,1.04784377e-03
1.263270e+06,1.12052583e-03
1.263330e+06,1.20355531e-03
1.263390e+06,1.29871212e-03
1.263450e+06,1.41003562e-03
1.263510e+06,1.53693558e-03
1.263570e+06,1.68485317e-03
1.263630e+06,1.85771708e-03
1.263670e+06,1.99509320e-03
1.263680e+06,2.03352271e-03
1.263710e+06,2.14881160e-03
1.263750e+06,2.32103926e-03
1.263790e+06,2.50916618e-03
1.263830e+06,2.72510755e-03
1.263870e+06,2.96084920e-03
1.263910e+06,3.23069491e-03
1.263950e+06,3.52360560e-03
1.264000e+06,3.90717179e-03
1.264040e+06,4.32417775e-03
