Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,5028.63,(17),23.9136,5062.25,105.68,(0),210.36,(6),['32-Ge-74_n-tot']
1,2858.26,(11),31.719,2682.41,26.41,(4),307.418,(3),['32-Ge-74_n-tot']
2,4578.54,(15),25.0615,2472.93,50.01,(2),159.691,(11),['32-Ge-72_n-tot']
3,5603.91,(18),22.6529,2233.1,66.94,(1),105.862,(18),['32-Ge-70_n-tot']
4,1118.15,(7),50.713,1966.9,13.12,(6),480.704,(1),['32-Ge-70_n-tot']
5,102.59,(0),167.424,1651.68,9.1908,(9),751.421,(0),['32-Ge-73_n-tot']
6,4969.55,(16),24.0553,1545.24,45.19,(3),200.45,(7),['32-Ge-72_n-tot']
7,4397.18,(14),25.5731,612.701,15.75,(5),121.373,(15),['32-Ge-70_n-tot']
8,491.675,(5),76.477,434.864,8.891,(10),154.764,(12),['32-Ge-73_n-tot']
9,332.845,(3),92.9499,434.603,5.599,(12),234.757,(5),['32-Ge-73_n-tot']
10,3051.2,(12),30.6997,395.621,11.45,(7),106.13,(17),['32-Ge-74_n-tot']
11,2621.04,(9),33.1232,349.629,5.78,(11),254.176,(4),['32-Ge-72_n-tot']
12,1474.03,(8),44.1689,283.012,3.97,(15),312.828,(2),['32-Ge-70_n-tot']
13,3660.04,(13),28.0302,267.58,10.25,(8),185.408,(9),['32-Ge-72_n-tot']
14,224.722,(2),113.122,246.738,4.055,(14),189.626,(8),['32-Ge-73_n-tot']
15,368.031,(4),88.395,233.749,5.363,(13),138.657,(13),['32-Ge-73_n-tot']
16,551.062,(6),72.2386,144.694,3.33,(16),107.817,(16),['32-Ge-76_n-tot']
17,204.013,(1),118.725,143.839,2.94,(18),137.488,(14),['32-Ge-73_n-tot']
18,2756.62,(10),32.2984,115.752,3.06,(17),171.895,(10),['32-Ge-72_n-tot']
