Rank by Integral,Energy (eV),Rank by Energy,TOF (us),Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,2218.71,(6),36.0014,24753.7,703.5,(2),676.592,(3),['36-Kr-84_n-tot']
1,10970.9,(11),16.1901,20618.3,837.0,(1),140.148,(9),['36-Kr-84_n-tot']
2,1404.06,(5),45.2561,3924.07,652.23,(3),675.506,(4),['36-Kr-84_n-tot']
3,5299.54,(8),23.2944,2641.76,325.83,(4),210.098,(7),['36-Kr-84_n-tot']
4,519.014,(4),74.4355,1695.08,82.523,(7),836.3,(1),['36-Kr-84_n-tot']
5,39.63,(1),269.375,1303.07,57.8345,(8),2269.04,(0),['36-Kr-82_n-tot']
6,8308.0,(10),18.6046,803.329,173.57,(5),115.07,(10),['36-Kr-84_n-tot']
7,6801.0,(9),20.5629,587.857,138.65,(6),101.103,(11),['36-Kr-84_n-tot']
8,28.05,(0),320.187,478.963,13.6257,(11),777.301,(2),['36-Kr-83_n-tot']
9,229.216,(3),112.008,308.059,44.396,(9),205.767,(8),['36-Kr-83_n-tot']
10,106.0,(2),164.709,269.145,13.9215,(10),294.475,(5),['36-Kr-80_n-tot']
11,2785.0,(7),32.1334,0.0,2527.02,(0),249.738,(6),['36-Kr-78_n-tot']
