Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,6.0785,(5),408.943,0.26976,(11),4012.89,(0),none
1,2.0016,(0),271.124,0.27173,(9),2970.19,(1),none
2,3.8544,(3),226.061,0.22462,(24),2479.53,(2),none
3,7.3766,(7),126.419,0.33679,(2),973.028,(12),none
4,13.4972,(10),125.792,0.1916,(48),2180.67,(3),none
5,26.4804,(18),112.672,0.1882,(51),1911.99,(4),none
6,37.2935,(26),111.632,0.2248,(23),1637.96,(6),none
7,53.2565,(35),96.1352,0.1651,(77),1856.57,(5),none
8,11.9313,(9),83.7851,0.1778,(66),1509.04,(7),none
9,32.4444,(22),81.4374,0.2603,(13),1279.66,(9),none
10,62.9726,(42),80.6389,0.2088,(32),1274.51,(10),none
11,88.7428,(56),76.8783,0.1689,(74),1346.27,(8),none
12,2.7898,(1),67.3636,0.209,(31),819.856,(17),none
13,139.379,(90),60.0248,0.26,(14),798.156,(19),none
14,37.9895,(28),59.5275,0.2001,(39),1003.76,(11),none
15,20.9496,(15),56.291,0.255,(15),821.871,(15),none
16,73.0502,(48),54.9113,0.2113,(27),903.088,(13),none
17,24.5083,(16),53.9944,0.1877,(54),890.692,(14),none
18,61.2437,(40),44.9823,0.1926,(45),738.801,(20),none
19,110.189,(72),43.7587,0.161,(82),821.198,(16),none
20,148.564,(95),42.455,0.21,(29),649.559,(22),none
21,13.9274,(11),40.1009,0.1819,(62),813.368,(18),none
22,145.582,(94),39.8658,0.261,(12),545.226,(28),none
23,9.3494,(8),38.1641,0.34451,(1),273.575,(53),none
24,60.2714,(39),35.7946,0.1691,(73),638.113,(24),none
25,124.023,(81),35.555,0.334,(3),254.545,(58),none
26,88.0824,(55),35.2621,0.1602,(83),639.565,(23),none
27,123.94,(80),35.2196,0.321,(4),296.689,(49),none
28,33.2095,(23),34.6502,0.2075,(33),567.578,(26),none
29,94.7446,(63),34.198,0.144,(86),729.561,(21),none
30,141.396,(91),32.1959,0.205,(35),526.16,(30),none
31,92.8918,(61),30.027,0.1642,(79),558.069,(27),none
32,62.2784,(41),28.4332,0.1687,(75),516.915,(31),none
33,50.4764,(32),27.9737,0.1836,(59),528.422,(29),none
34,109.068,(70),27.7912,0.187,(57),456.196,(33),none
35,86.4956,(54),27.7618,0.2426,(18),370.186,(38),none
36,76.0008,(50),26.1999,0.2057,(34),411.439,(35),none
37,136.055,(88),24.4986,0.281,(6),215.331,(69),none
38,136.006,(87),24.4051,0.278,(7),225.199,(66),none
39,25.4002,(17),23.6809,0.173,(69),417.958,(34),none
40,106.673,(69),23.3105,0.202,(38),377.835,(37),none
41,102.034,(65),22.4238,0.23,(21),338.639,(42),none
42,92.4113,(60),22.3457,0.1404,(87),461.101,(32),none
43,35.4775,(25),22.2315,0.181,(63),387.533,(36),none
44,137.246,(89),22.0318,0.209,(30),337.821,(43),none
45,66.2731,(43),21.283,0.2427,(17),310.171,(48),none
46,104.68,(67),20.9872,0.191,(49),350.778,(40),none
47,134.232,(86),20.5714,0.25,(16),288.264,(51),none
48,142.017,(92),20.0164,0.194,(44),341.967,(41),none
49,114.694,(75),18.8883,0.27,(10),251.385,(60),none
50,56.1656,(37),17.5822,0.1967,(42),295.33,(50),none
51,83.6165,(52),17.1324,0.1902,(50),280.445,(52),none
52,70.982,(47),17.032,0.1797,(64),321.915,(47),none
53,27.6725,(21),16.3499,0.2229,(25),335.753,(44),none
54,118.58,(76),16.3494,0.238,(19),268.836,(55),none
55,70.2733,(45),16.349,0.1826,(61),326.809,(46),none
56,121.548,(79),15.5995,0.273,(8),229.449,(64),none
57,15.6962,(12),15.5922,0.127,(91),352.327,(39),none
58,48.9218,(31),15.5738,0.3062,(5),172.887,(76),none
59,44.3199,(29),15.336,0.2295,(22),229.545,(63),none
60,125.868,(82),15.1107,0.188,(53),255.377,(57),none
61,56.7709,(38),14.3254,0.2113,(28),240.963,(62),none
62,131.119,(85),14.0538,0.231,(20),225.735,(65),none
63,91.9502,(59),13.7787,0.1742,(67),263.34,(56),none
64,3.3823,(2),13.5887,0.18394,(58),218.408,(67),none
65,16.1,(13),13.0394,0.2035,(36),253.448,(59),none
66,119.264,(77),11.8592,0.188,(52),201.327,(74),none
67,93.68,(62),10.558,0.1581,(84),201.53,(73),none
68,27.3463,(20),10.4491,0.1242,(93),246.361,(61),none
69,68.6341,(44),9.78543,0.187,(56),163.206,(77),none
70,4.25525,(4),9.33642,0.21521,(26),154.311,(79),none
71,19.0021,(14),9.09375,0.164,(80),213.155,(70),none
72,89.2202,(57),9.01643,0.1252,(92),212.166,(71),none
73,103.316,(66),8.74245,0.198,(40),140.27,(84),none
74,26.9849,(19),8.49936,0.1203,(95),211.138,(72),none
75,109.912,(71),8.35515,0.134,(89),217.741,(68),none
76,90.2891,(58),8.20362,0.1518,(85),159.993,(78),none
77,70.5816,(46),8.11133,0.1218,(94),195.165,(75),none
78,105.168,(68),7.87684,0.17,(72),151.271,(81),none
79,53.4751,(36),7.75803,0.162,(81),327.519,(45),none
80,76.7388,(51),7.56168,0.1945,(43),134.137,(86),none
81,113.441,(74),7.20251,0.192,(47),120.269,(90),none
82,34.9058,(24),7.01623,0.1717,(71),134.334,(85),none
83,110.909,(73),6.8133,0.197,(41),128.225,(87),none
84,50.8238,(33),6.70923,0.1392,(88),150.419,(82),none
85,120.593,(78),6.70805,0.172,(70),124.813,(89),none
