Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1250000.0,(31),11766100.0,2964690.0,(2),5.42038,(31),['80-Hg-202_n-tot']
1,44000000.0,(33),4538110.0,29000000.0,(0),4.2404,(33),['80-Hg-202_n-tot']
2,10562500.0,(32),440974.0,4000000.0,(1),4.99408,(32),['80-Hg-202_n-tot']
3,4038.28,(27),5596.82,1316.99,(4),13.7635,(24),['80-Hg-200_n-tot']
4,2659.77,(26),5572.07,954.18,(5),15.2032,(19),['80-Hg-202_n-tot']
5,4512.37,(28),5311.97,873.48,(7),17.7135,(3),['80-Hg-202_n-tot']
6,1676.06,(25),5203.08,348.99,(8),17.3167,(6),['80-Hg-200_n-tot']
7,7665.12,(30),5185.78,2586.22,(3),14.5529,(21),['80-Hg-200_n-tot']
8,5005.19,(29),4297.63,873.66,(6),16.2282,(11),['80-Hg-202_n-tot']
9,1269.23,(24),2150.8,161.85,(9),17.1766,(7),['80-Hg-200_n-tot']
10,19.3359,(0),1944.48,22.5605,(26),14.8552,(20),['80-Hg-199_n-tot']
11,203.093,(8),1130.12,30.971,(22),15.7373,(15),['80-Hg-199_n-tot']
12,154.899,(7),1100.7,41.43,(17),13.1955,(29),['80-Hg-199_n-tot']
13,313.346,(12),1037.34,8.578,(30),355.291,(0),['80-Hg-199_n-tot']
14,859.01,(22),774.94,63.92,(13),16.7964,(9),['80-Hg-199_n-tot']
15,673.628,(19),723.62,112.761,(10),15.4248,(17),['80-Hg-201_n-tot']
16,552.459,(18),650.857,63.686,(14),16.5695,(10),['80-Hg-201_n-tot']
17,966.483,(23),604.574,79.412,(11),18.7365,(2),['80-Hg-199_n-tot']
18,342.106,(13),499.613,25.492,(24),17.039,(8),['80-Hg-199_n-tot']
19,458.328,(16),480.651,39.2,(18),15.7943,(14),['80-Hg-201_n-tot']
20,292.545,(10),459.395,35.217,(20),11.6542,(30),['80-Hg-198_n-tot']
21,472.55,(17),433.472,39.108,(19),17.6269,(4),['80-Hg-199_n-tot']
22,308.217,(11),401.251,7.666,(32),26.1578,(1),['80-Hg-198_n-tot']
23,26.8408,(1),262.87,9.2527,(28),15.3121,(18),['80-Hg-199_n-tot']
24,752.245,(20),247.97,62.429,(15),16.2197,(12),['80-Hg-201_n-tot']
25,260.253,(9),219.728,49.855,(16),13.3132,(28),['80-Hg-201_n-tot']
26,41.0146,(2),217.986,8.1752,(31),15.9356,(13),['80-Hg-199_n-tot']
27,433.488,(15),183.356,23.762,(25),14.327,(22),['80-Hg-201_n-tot']
28,123.012,(6),122.974,33.5627,(21),13.4134,(27),['80-Hg-199_n-tot']
29,414.598,(14),82.5361,70.246,(12),13.5118,(26),['80-Hg-198_n-tot']
30,86.3313,(4),55.3815,16.99,(27),13.7545,(25),['80-Hg-198_n-tot']
31,799.568,(21),40.6044,8.904,(29),17.3378,(5),['80-Hg-199_n-tot']
32,65.6446,(3),37.0805,25.8297,(23),14.2505,(23),['80-Hg-201_n-tot']
33,92.2727,(5),19.769,2.6146,(33),15.5564,(16),['80-Hg-198_n-tot']
