Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,68.6522,(5),149.518,34.0971,(16),0.0146798,(24),none
1,84.8582,(6),75.45,44.2354,(10),0.0113978,(28),none
2,405.87,(17),69.6243,17.996,(32),0.0711242,(8),none
3,172.896,(9),57.7908,27.812,(21),0.0141591,(26),none
4,34.8349,(4),53.2357,3.9194,(51),0.523659,(3),none
5,348.857,(15),45.4988,13.575,(37),0.0698297,(9),none
6,380.139,(16),44.9768,39.499,(13),0.0153182,(23),none
7,798.784,(33),34.873,19.938,(28),0.0341767,(15),none
8,1037.91,(40),34.3428,44.604,(8),0.00515169,(39),none
9,155.047,(8),31.7648,40.347,(12),0.00959512,(30),none
10,309.159,(14),29.6374,41.636,(11),0.00588526,(35),none
11,1615.34,(55),29.228,135.7,(0),0.000508311,(57),none
12,446.705,(19),28.5571,32.553,(18),0.0242425,(19),none
13,842.017,(34),28.2814,35.805,(14),0.00860446,(31),none
14,122.471,(7),27.8603,2.159,(55),1.72636,(1),none
15,2019.69,(57),24.7245,64.93,(4),0.00236655,(47),none
16,199.416,(10),20.9689,3.082,(53),0.562642,(2),none
17,735.842,(32),18.7726,79.488,(1),0.0021836,(50),none
18,422.428,(18),12.6355,1.013,(58),7.17921,(0),none
19,1248.9,(47),11.5147,51.59,(6),0.00232685,(48),none
20,1476.27,(54),10.7412,11.67,(38),0.0314884,(17),none
21,990.959,(39),10.541,3.899,(52),0.316634,(4),none
22,1204.9,(46),9.72586,27.15,(22),0.00651341,(34),none
23,1177.58,(45),9.67598,20.37,(27),0.0112387,(29),none
24,484.724,(20),9.40062,26.672,(23),0.00552808,(36),none
25,874.616,(36),8.91016,14.293,(35),0.0176969,(20),none
26,856.335,(35),4.78371,8.729,(42),0.0244618,(18),none
27,215.722,(11),4.30852,18.296,(31),0.0168156,(21),none
28,1154.62,(44),4.23238,10.71,(40),0.0156371,(22),none
29,673.814,(28),4.05688,23.867,(26),0.00396429,(42),none
30,545.64,(23),3.63127,18.945,(30),0.00521271,(38),none
31,917.868,(37),3.22604,52.554,(5),0.00247352,(46),none
32,258.297,(12),2.86464,51.417,(7),0.00339181,(43),none
33,651.86,(27),2.79877,8.885,(41),0.0145393,(25),none
34,1307.94,(50),2.60225,13.61,(36),0.00731175,(33),none
35,1281.57,(48),2.44401,4.5,(48),0.0433293,(14),none
36,529.096,(22),2.22756,3.938,(50),0.0519671,(12),none
37,284.909,(13),2.01924,19.771,(29),0.00454655,(40),none
38,563.905,(24),1.96864,15.685,(33),0.0043499,(41),none
39,504.926,(21),1.8841,34.662,(15),0.00330796,(44),none
40,701.35,(31),1.85605,4.729,(47),0.0316368,(16),none
41,1293.82,(49),1.53008,11.61,(39),0.00784992,(32),none
42,1414.17,(53),1.30334,69.83,(3),0.00119427,(54),none
43,634.269,(26),1.22552,15.01,(34),0.00319548,(45),none
44,27.3618,(3),1.04269,6.9129,(43),0.0805577,(7),none
45,1127.03,(43),0.947153,29.34,(20),0.00200951,(51),none
46,691.154,(29),0.819513,5.918,(44),0.0125821,(27),none
47,0.804688,(0),0.783999,1.14626,(57),0.216886,(5),none
48,1065.98,(41),0.7795,29.38,(19),0.00228276,(49),none
49,1102.27,(42),0.705161,33.55,(17),0.00151001,(52),none
50,1393.44,(52),0.403232,5.39,(45),0.00544126,(37),none
51,986.102,(38),0.367093,3.012,(54),0.0867666,(6),none
52,1368.2,(51),0.329827,25.6,(25),0.000952488,(55),none
53,696.143,(30),0.272748,1.612,(56),0.0541917,(10),none
54,604.661,(25),0.261226,44.337,(9),0.00131758,(53),none
55,22.3517,(2),0.0952104,4.0717,(49),0.0523638,(11),none
56,2240.0,(58),0.0453572,77.56,(2),0.000646308,(56),none
57,17.1581,(1),0.027522,5.2106,(46),0.0455628,(13),none
58,1887.0,(56),0.0233062,26.66,(24),0.000470973,(58),none
