Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,19.2888,(17),224.697,0.4811,(64),1223.78,(1),['92-U-238_n-tot']
1,12.3874,(10),134.672,0.3456,(143),980.075,(5),['92-U-238_n-tot']
2,8.77303,(7),134.006,0.37185,(123),1049.92,(3),['92-U-238_n-tot']
3,35.185,(28),116.909,0.6058,(21),703.112,(10),['92-U-238_n-tot']
4,21.0636,(18),85.8813,0.4074,(99),555.797,(20),['92-U-238_n-tot']
5,39.4035,(29),84.9872,0.5183,(51),410.891,(50),['92-U-238_n-tot']
6,70.4336,(47),84.1991,1.0354,(0),189.496,(173),['92-U-238_n-tot']
7,56.4807,(43),82.793,0.5906,(23),409.784,(51),['92-U-238_n-tot']
8,32.0763,(25),80.065,0.5072,(55),385.875,(55),['92-U-238_n-tot']
9,261.671,(146),78.5678,0.43,(90),601.527,(16),['92-U-238_n-tot']
10,33.5205,(26),75.6284,0.4354,(86),420.278,(48),['92-U-238_n-tot']
11,733.405,(260),71.0483,0.513,(52),411.936,(49),['92-U-238_n-tot']
12,272.638,(151),67.7614,0.407,(100),499.987,(28),['92-U-238_n-tot']
13,55.0853,(41),66.7554,0.541,(40),319.874,(78),['92-U-238_n-tot']
14,192.344,(117),64.731,0.379,(115),596.06,(17),['92-U-238_n-tot']
15,23.4206,(20),64.4356,0.5613,(31),317.849,(81),['92-U-238_n-tot']
16,200.281,(119),63.6264,0.347,(142),630.528,(13),['92-U-238_n-tot']
17,177.531,(110),63.6246,0.311,(170),648.559,(11),['92-U-238_n-tot']
18,11.6614,(9),63.1215,0.2944,(195),556.825,(19),['92-U-238_n-tot']
19,121.922,(76),62.6286,0.376,(118),503.676,(27),['92-U-238_n-tot']
20,135.422,(86),62.1236,1.007,(1),161.112,(222),['92-U-238_n-tot']
21,34.3597,(27),61.8024,0.3803,(114),453.479,(40),['92-U-238_n-tot']
22,276.812,(152),60.5607,0.495,(60),383.952,(56),['92-U-238_n-tot']
23,90.3664,(57),60.5093,0.1425,(428),1312.37,(0),['92-U-238_n-tot']
