Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,6.74,(1),10524.7,17.3478,(86),0.822236,(13),none
1,14.6785,(2),5899.86,17.4031,(85),0.16439,(49),none
2,0.0405445,(0),2044.3,0.09525,(259),18930.0,(0),none
3,70.6673,(8),379.496,19.7301,(69),0.16371,(50),none
4,96.5193,(9),193.957,12.1491,(119),0.196547,(40),none
5,129.487,(13),131.276,32.849,(26),0.0363268,(105),none
6,170.899,(16),106.45,23.971,(51),0.0663983,(81),none
7,270.881,(26),103.788,10.397,(137),3.46571,(3),none
8,3539.74,(204),95.9966,37.51,(20),5.05595,(1),none
9,388.245,(36),87.0367,26.263,(42),0.0323517,(114),none
10,195.509,(17),74.101,5.084,(208),2.97875,(7),none
11,265.585,(25),70.3185,6.28,(190),0.691621,(14),none
12,845.082,(72),64.635,6.626,(181),1.35555,(10),none
13,227.827,(21),63.2682,15.118,(100),0.0836399,(74),none
14,106.88,(12),62.7034,3.228,(233),3.23441,(4),none
15,202.144,(18),56.5142,8.802,(157),0.270631,(26),none
16,661.932,(58),54.9664,30.008,(29),3.77456,(2),none
17,867.92,(73),53.9862,15.136,(99),0.175898,(46),none
18,149.7,(14),49.1967,13.936,(107),0.0757459,(76),none
19,573.534,(51),48.9851,22.543,(57),0.0330265,(111),none
20,420.727,(37),44.183,6.365,(186),0.443104,(18),none
21,1103.76,(88),40.8378,26.83,(39),0.0331944,(110),none
22,254.224,(24),33.9678,6.527,(183),0.222233,(30),none
23,103.334,(11),32.4061,4.811,(213),0.290996,(25),none
24,290.104,(29),30.7302,7.866,(167),1.00161,(12),none
25,1257.97,(94),28.9158,11.32,(125),0.13136,(58),none
26,58.0345,(7),28.8532,6.3605,(187),0.148961,(54),none
27,513.231,(44),28.5769,14.443,(103),0.0741997,(77),none
28,544.974,(50),26.4086,6.12,(191),0.262288,(27),none
29,279.071,(27),23.731,10.401,(136),0.0973887,(68),none
30,442.376,(39),22.8456,12.501,(116),0.064742,(83),none
31,1400.6,(101),22.531,41.02,(14),0.00890716,(203),none
32,1336.44,(98),20.0902,23.27,(53),0.0263117,(129),none
33,212.642,(20),19.2897,1.979,(252),1.31927,(11),none
34,1199.21,(93),18.1154,72.09,(2),0.00524184,(227),none
35,2222.38,(143),17.3947,34.98,(23),0.00863175,(207),none
36,426.291,(38),17.3221,6.877,(179),0.213622,(33),none
37,165.27,(15),16.6581,6.32,(188),0.101371,(67),none
38,1638.3,(114),16.644,12.98,(111),0.0531176,(90),none
39,1285.16,(95),16.4379,17.21,(88),0.0345173,(108),none
40,496.842,(43),16.2117,3.689,(229),0.372288,(22),none
41,803.952,(69),15.9629,30.996,(28),0.029195,(124),none
42,3257.92,(191),15.9513,25.84,(45),0.0199889,(146),none
43,1499.46,(106),15.1315,37.98,(18),0.00870612,(205),none
44,3131.17,(187),14.6292,41.26,(13),0.0084956,(209),none
45,831.471,(71),14.5607,9.27,(151),0.153631,(51),none
46,3520.82,(203),13.8604,29.86,(30),0.0173763,(155),none
47,3079.98,(186),13.6243,11.0,(129),0.105029,(65),none
48,2785.68,(172),13.3731,15.19,(98),0.0338759,(109),none
49,1313.96,(97),13.127,4.07,(219),0.376228,(21),none
50,2069.65,(135),13.0242,19.86,(68),0.0175069,(154),none
51,2684.14,(166),12.7842,39.54,(17),0.00696898,(217),none
52,4541.12,(242),12.7075,70.25,(3),0.00339391,(245),none
53,1652.75,(115),12.5581,9.93,(141),0.0613715,(87),none
54,305.474,(30),11.7633,18.278,(79),0.0206863,(145),none
55,519.949,(45),11.1812,4.203,(218),0.218777,(32),none
56,3563.36,(205),10.8534,33.36,(25),0.00927123,(201),none
57,1126.22,(89),10.8313,5.3,(203),0.175388,(47),none
58,744.463,(64),10.8172,26.785,(41),0.0129986,(172),none
59,906.228,(75),10.7249,7.011,(178),0.113898,(63),none
60,720.817,(63),10.6652,2.865,(239),0.391925,(20),none
61,1360.0,(100),10.4581,4.01,(221),0.325124,(24),none
62,889.113,(74),10.2407,26.812,(40),0.0410619,(98),none
63,667.795,(59),10.0838,11.156,(128),0.0323658,(113),none
64,2572.32,(162),10.0637,35.57,(22),0.0129884,(173),none
65,4052.13,(226),9.99499,78.97,(1),0.00170303,(258),none
66,950.996,(78),9.96352,21.877,(61),0.0149071,(163),none
67,1696.45,(116),9.59325,44.77,(10),0.00419771,(239),none
68,2813.66,(173),9.43817,28.2,(34),0.0083608,(210),none
69,1895.99,(127),9.34284,14.41,(104),0.0225117,(137),none
70,3444.84,(200),9.32543,11.78,(122),0.126681,(60),none
71,971.076,(79),9.24217,7.151,(176),0.0623446,(85),none
72,2472.23,(155),9.23197,25.31,(47),0.00984373,(193),none
73,2144.46,(139),8.96784,40.22,(16),0.00415332,(242),none
74,2643.49,(165),8.8668,7.67,(171),0.0856133,(71),none
75,285.24,(28),8.56858,7.748,(169),0.0710281,(80),none
76,616.051,(55),8.41959,7.918,(166),0.046983,(93),none
77,2760.69,(171),8.12884,12.6,(115),0.0302377,(118),none
78,3344.91,(195),8.06821,28.41,(33),0.00947623,(198),none
79,4791.69,(250),7.80056,26.1,(43),0.0121815,(180),none
80,3486.38,(202),7.60765,20.39,(67),0.0386539,(101),none
81,2252.03,(144),7.4893,11.69,(124),0.0213219,(142),none
82,4349.68,(236),7.23963,50.03,(7),0.0025648,(254),none
83,627.685,(56),7.07389,3.705,(227),0.146399,(55),none
84,1913.66,(128),7.06041,3.93,(222),0.196769,(39),none
85,2426.97,(154),6.85516,23.83,(52),0.00674591,(220),none
86,1075.75,(86),6.78752,9.46,(148),0.0445293,(94),none
87,3170.66,(188),6.74638,63.73,(4),0.0036173,(243),none
88,1778.04,(120),6.65842,10.68,(132),0.0218246,(140),none
89,1800.66,(121),6.55456,16.2,(93),0.0129718,(174),none
90,1547.59,(109),6.52184,19.72,(70),0.00761811,(214),none
91,1464.05,(105),6.50922,3.71,(226),0.368276,(23),none
92,3957.46,(224),6.49826,40.36,(15),0.00466258,(234),none
93,685.416,(60),6.43601,7.726,(170),0.0301202,(119),none
94,3233.0,(190),6.43253,9.67,(144),0.0374305,(104),none
95,3468.89,(201),6.2533,8.32,(161),0.205879,(36),none
96,4448.8,(239),6.23536,52.54,(6),0.00313568,(249),none
97,2957.04,(179),6.17913,41.69,(12),0.00342742,(244),none
98,4504.32,(241),6.17481,12.15,(118),0.0235545,(136),none
99,20.9509,(3),6.09636,2.827,(241),0.15278,(53),none
100,1028.05,(83),5.98298,27.1,(38),0.00718788,(215),none
101,2049.61,(134),5.78702,3.58,(230),0.22414,(29),none
102,1852.88,(124),5.75212,18.56,(76),0.00960114,(195),none
103,3982.13,(225),5.73684,12.67,(113),0.0211085,(143),none
104,3921.65,(223),5.67014,5.76,(194),0.0884829,(70),none
105,4295.82,(235),5.65389,15.27,(97),0.0158695,(158),none
106,4834.54,(252),5.58342,16.42,(91),0.0151197,(160),none
107,4602.33,(243),5.51413,10.47,(135),0.043707,(95),none
108,3681.8,(212),5.51231,4.06,(220),1.48904,(9),none
109,2513.81,(158),5.5047,18.47,(77),0.0114082,(186),none
110,989.72,(80),5.4527,18.119,(81),0.0116607,(183),none
111,3219.98,(189),5.38153,10.65,(133),0.0243184,(134),none
112,711.879,(62),5.32442,6.102,(192),0.0518221,(92),none
113,4816.32,(251),5.2882,6.29,(189),0.0840443,(73),none
114,1084.15,(87),5.26305,4.34,(217),0.180548,(45),none
115,4707.84,(247),5.15527,37.59,(19),0.00307325,(250),none
116,4414.4,(238),5.03489,9.02,(154),0.0248808,(132),none
117,2282.32,(146),5.02219,22.31,(59),0.0759685,(75),none
118,470.805,(41),5.00298,29.044,(31),0.0189174,(149),none
119,784.561,(68),4.92248,4.765,(214),0.07133,(79),none
120,2338.2,(149),4.89175,10.22,(139),0.0183135,(152),none
121,1954.51,(129),4.82174,53.91,(5),0.0033287,(247),none
122,3368.7,(196),4.74407,9.44,(149),0.0404546,(99),none
123,1575.55,(110),4.69407,7.41,(175),0.0300673,(120),none
124,452.758,(40),4.65713,8.167,(163),0.041439,(97),none
125,4382.46,(237),4.65713,31.15,(27),0.00326319,(248),none
126,4163.34,(231),4.65393,35.66,(21),0.00446297,(238),none
127,1059.44,(84),4.65247,8.81,(156),0.0328107,(112),none
128,2104.43,(138),4.60681,10.89,(130),0.0160127,(157),none
129,1294.46,(96),4.58146,17.46,(84),0.0251759,(131),none
130,916.928,(76),4.57417,4.951,(210),0.0901722,(69),none
131,3889.61,(222),4.47949,28.04,(36),0.00418862,(240),none
132,3288.7,(192),4.46253,11.98,(120),0.022303,(138),none
133,3048.42,(183),4.40877,7.79,(168),0.0355484,(106),none
134,3708.7,(213),4.39267,23.23,(54),0.0126274,(176),none
135,3597.94,(206),4.26145,20.59,(64),0.00869869,(206),none
136,2026.53,(133),4.23707,24.4,(48),0.00964717,(194),none
137,1625.25,(113),4.22602,2.11,(250),0.650795,(15),none
138,4214.92,(232),4.18477,20.61,(63),0.0095392,(196),none
139,2196.09,(142),4.1826,3.7,(228),0.14422,(56),none
140,526.603,(46),4.01469,0.936,(258),3.05211,(6),none
141,1350.91,(99),3.90871,7.43,(174),0.0545176,(89),none
142,2628.06,(164),3.79999,17.54,(83),0.0283935,(128),none
143,3003.34,(181),3.79843,28.04,(35),0.00498137,(231),none
144,2318.36,(148),3.78956,19.48,(71),0.0058219,(225),none
145,3068.64,(185),3.74836,5.67,(198),0.071719,(78),none
146,930.331,(77),3.7409,16.294,(92),0.0192254,(148),none
147,4948.86,(257),3.7197,10.59,(134),0.0137851,(168),none
148,647.538,(57),3.69956,28.035,(37),0.0105774,(188),none
149,4759.9,(249),3.55781,18.96,(72),0.009845,(192),none
150,2352.58,(150),3.4963,5.74,(195),0.0375071,(103),none
151,4741.73,(248),3.4726,8.74,(158),0.0188071,(150),none
152,4853.35,(253),3.44436,7.44,(173),0.031607,(115),none
153,3032.07,(182),3.35923,13.9,(108),0.0123381,(179),none
154,1718.77,(117),3.2841,18.74,(74),0.00662083,(222),none
155,1741.38,(118),3.25349,8.19,(162),0.0246546,(133),none
156,4119.31,(229),3.23394,24.22,(49),0.00334496,(246),none
157,4487.43,(240),3.18586,3.85,(223),0.207431,(34),none
158,1759.62,(119),3.16684,20.46,(65),0.0065854,(223),none
159,1158.42,(91),3.14592,18.61,(75),0.0101437,(190),none
160,2531.39,(159),3.10421,2.56,(244),0.403717,(19),none
161,2843.82,(174),3.07459,16.1,(94),0.00669402,(221),none
162,2540.23,(160),3.03129,4.55,(215),0.0586703,(88),none
163,2000.52,(131),2.97055,8.71,(159),0.0216759,(141),none
164,4905.99,(255),2.90519,49.94,(8),0.00216982,(257),none
165,3662.59,(210),2.83978,9.7,(143),0.0394742,(100),none
166,3401.12,(197),2.79418,25.43,(46),0.0115448,(184),none
167,4655.03,(245),2.77798,41.97,(11),0.00254377,(255),none
168,1833.28,(123),2.66874,16.45,(90),0.00685977,(218),none
169,3641.2,(209),2.59432,22.73,(55),0.0100953,(191),none
170,4246.01,(233),2.55462,45.16,(9),0.00257486,(253),none
171,1815.62,(122),2.54197,9.51,(146),0.0131015,(171),none
172,1871.28,(125),2.50128,2.7,(243),0.153066,(52),none
173,3059.71,(184),2.49152,3.16,(235),0.201525,(37),none
174,3838.71,(220),2.47371,11.31,(126),0.00858743,(208),none
175,2496.69,(157),2.47367,9.56,(145),0.0144925,(165),none
176,1433.48,(103),2.44268,18.34,(78),0.00929801,(200),none
177,764.975,(66),2.38966,6.622,(182),0.02884,(126),none
178,2269.98,(145),2.38756,15.48,(96),0.00683995,(219),none
179,2925.85,(178),2.34583,2.93,(238),0.206927,(35),none
180,1140.75,(90),2.34299,14.17,(105),0.0199766,(147),none
181,2088.39,(136),2.28548,9.5,(147),0.0129396,(175),none
182,331.961,(31),2.25329,28.721,(32),0.00949941,(197),none
183,2983.25,(180),2.21191,4.95,(211),0.0304606,(117),none
184,3430.95,(199),2.21075,9.76,(142),0.038332,(102),none
185,2292.74,(147),2.18617,21.73,(62),0.00448613,(237),none
186,4618.57,(244),2.16252,11.88,(121),0.0114415,(185),none
187,3304.0,(193),2.15257,22.51,(58),0.00881862,(204),none
188,1446.53,(104),2.15198,14.66,(102),0.0155917,(159),none
189,235.823,(22),2.15194,3.759,(224),0.0842968,(72),none
190,2611.75,(163),2.15153,5.12,(207),0.220275,(31),none
191,365.914,(34),2.14534,14.97,(101),0.0147909,(164),none
192,2913.2,(177),2.13875,10.8,(131),0.0106613,(187),none
193,2374.0,(151),2.05268,22.7,(56),0.00418189,(241),none
194,1065.39,(85),2.0462,2.06,(251),0.180949,(44),none
195,1986.0,(130),1.96616,12.96,(112),0.00918802,(202),none
196,1172.45,(92),1.94144,2.36,(246),0.128997,(59),none
197,1414.0,(102),1.90913,4.83,(212),0.0297108,(122),none
198,3790.64,(218),1.83337,16.99,(89),0.00507143,(229),none
199,602.75,(54),1.79847,17.295,(87),0.0140785,(166),none
200,4281.7,(234),1.7845,5.68,(197),0.0289159,(125),none
201,2172.58,(140),1.67788,14.04,(106),0.00764937,(213),none
202,3868.28,(221),1.65007,26.07,(44),0.00278207,(252),none
203,4093.61,(228),1.6103,5.17,(205),0.0237911,(135),none
204,4682.17,(246),1.60892,4.97,(209),0.0294693,(123),none
205,4934.31,(256),1.5887,6.81,(180),0.0137105,(169),none
206,4963.79,(258),1.58841,3.71,(225),0.102402,(66),none
207,1607.74,(112),1.57902,16.0,(95),0.0117301,(182),none
208,3812.42,(219),1.57274,24.03,(50),0.00302618,(251),none
209,3614.24,(207),1.52775,8.04,(165),0.0165361,(156),none
210,2011.54,(132),1.47472,2.35,(247),0.22529,(28),none
211,3765.32,(217),1.34418,9.18,(153),0.00936929,(199),none
212,756.173,(65),1.34072,2.747,(242),0.0617587,(86),none
213,4864.98,(254),1.33356,3.15,(236),0.200303,(38),none
214,2552.9,(161),1.32988,12.3,(117),0.0125643,(178),none
215,1882.0,(126),1.30231,11.23,(127),0.0138706,(167),none
216,37.2849,(4),1.30164,20.4153,(66),0.0354195,(107),none
217,242.385,(23),1.28579,12.659,(114),0.0529605,(91),none
218,2880.58,(176),1.26736,34.15,(24),0.00243533,(256),none
219,1005.86,(81),1.23819,10.227,(138),0.0104142,(189),none
220,492.278,(42),1.22055,2.965,(237),0.125565,(61),none
221,2394.05,(152),1.20641,11.73,(123),0.00589774,(224),none
222,2749.23,(170),1.19737,5.32,(202),0.0220706,(139),none
223,2485.53,(156),1.17434,3.18,(234),0.0627677,(84),none
224,381.656,(35),1.16175,5.967,(193),0.0284967,(127),none
225,1534.53,(108),1.15373,22.2,(60),0.00518364,(228),none
226,530.794,(47),1.13739,3.229,(232),0.18726,(43),none
227,4140.36,(230),1.11332,13.17,(110),0.00454771,(236),none
228,51.9205,(6),1.0579,5.3443,(200),0.0650765,(82),none
229,588.361,(53),1.02201,5.157,(206),0.0297941,(121),none
230,2703.2,(167),1.0167,6.38,(185),0.0150367,(162),none
231,206.156,(19),1.00629,6.514,(184),0.195615,(41),none
232,774.729,(67),0.98781,10.085,(140),0.0210636,(144),none
233,2185.41,(141),0.983827,7.06,(177),0.0184051,(151),none
234,3415.26,(198),0.836559,8.64,(160),0.0178069,(153),none
235,827.423,(70),0.833541,2.251,(249),0.13215,(57),none
236,2730.03,(169),0.68195,17.62,(82),0.00530552,(226),none
237,1513.84,(107),0.663456,1.44,(255),0.445705,(17),none
238,2414.17,(153),0.648474,13.35,(109),0.00471049,(233),none
239,581.15,(52),0.617537,4.511,(216),0.0314583,(116),none
240,2715.68,(168),0.595205,7.55,(172),0.00816671,(211),none
241,3324.47,(194),0.553438,1.24,(257),1.93733,(8),none
242,3676.18,(211),0.526427,1.33,(256),3.21091,(5),none
243,535.658,(48),0.523124,2.322,(248),0.120401,(62),none
244,3624.96,(208),0.488644,1.76,(254),0.468123,(16),none
245,2858.23,(175),0.462849,9.18,(152),0.0048392,(232),none
246,1016.52,(82),0.43038,5.18,(204),0.0120365,(181),none
247,354.448,(33),0.428014,5.559,(199),0.0150413,(161),none
248,100.42,(10),0.427156,2.5507,(245),0.188477,(42),none
249,697.104,(61),0.422655,18.195,(80),0.0125698,(177),none
250,45.3959,(5),0.414031,5.3341,(201),0.0431789,(96),none
251,3723.27,(214),0.393632,8.1,(164),0.00777518,(212),none
252,348.658,(32),0.328161,5.689,(196),0.013272,(170),none
253,1591.88,(111),0.310152,18.9,(73),0.00697901,(216),none
254,539.761,(49),0.300602,3.436,(231),0.110246,(64),none
255,2096.65,(137),0.244072,2.86,(240),0.0253341,(130),none
256,3752.01,(216),0.234162,9.29,(150),0.00459226,(235),none
257,3737.84,(215),0.232847,9.02,(155),0.00504535,(230),none
258,4085.69,(227),0.165792,1.77,(253),0.169137,(48),none
259,4993.53,(259),0.0,527.61,(0),0.00120262,(259),none
