Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,7000000.0,(204),12365900.0,11500000.0,(0),4.23533,(50),['55-Cs-133_n-tot']
1,150000.0,(203),386922.0,295000.0,(1),5.16308,(29),['55-Cs-133_n-tot']
2,9.30486,(1),2809.82,15.6523,(82),8.13341,(12),['55-Cs-133_n-tot']
3,17.2438,(2),1388.93,15.6311,(83),4.41575,(44),['55-Cs-133_n-tot']
4,2376.79,(116),694.912,56.63,(5),23.2935,(3),['55-Cs-133_n-tot']
5,44.9315,(4),683.742,23.8497,(58),4.64869,(39),['55-Cs-133_n-tot']
6,2372.15,(115),621.216,56.74,(4),1.92736,(197),['55-Cs-133_n-tot']
7,1.625,(0),615.441,5.52621,(165),8.99179,(9),['55-Cs-133_n-tot']
8,224.679,(22),605.471,11.33,(114),2.22888,(183),['55-Cs-133_n-tot']
9,40.9034,(3),602.372,23.7749,(59),3.3498,(90),['55-Cs-133_n-tot']
10,139.926,(13),528.326,14.199,(92),3.8713,(65),['55-Cs-133_n-tot']
11,3472.12,(173),371.38,28.4,(40),4.09159,(54),['55-Cs-133_n-tot']
12,3460.88,(172),370.98,28.39,(41),6.60735,(17),['55-Cs-133_n-tot']
13,506.907,(43),311.766,38.699,(19),2.52519,(165),['55-Cs-133_n-tot']
14,789.19,(55),285.92,29.472,(37),1.93431,(196),['55-Cs-133_n-tot']
15,237.394,(23),278.003,2.534,(186),40.6453,(0),['55-Cs-133_n-tot']
16,410.883,(39),274.081,9.618,(126),5.8204,(21),['55-Cs-133_n-tot']
17,555.284,(45),238.065,36.914,(23),3.02335,(119),['55-Cs-133_n-tot']
18,58.7188,(5),232.126,10.9848,(116),3.62146,(76),['55-Cs-133_n-tot']
19,620.371,(48),230.502,33.501,(29),3.90546,(61),['55-Cs-133_n-tot']
20,466.02,(42),220.977,36.281,(26),2.41577,(176),['55-Cs-133_n-tot']
21,3181.55,(158),215.062,31.83,(32),2.36485,(179),['55-Cs-133_n-tot']
22,3242.11,(159),214.703,43.64,(12),3.89316,(63),['55-Cs-133_n-tot']
23,394.354,(38),205.985,12.446,(105),1.80615,(200),['55-Cs-133_n-tot']
24,2755.29,(132),198.356,24.95,(50),3.13606,(109),['55-Cs-133_n-tot']
25,120.631,(12),197.908,5.137,(171),2.84051,(141),['55-Cs-133_n-tot']
26,3176.03,(157),161.559,31.6,(33),2.35494,(180),['55-Cs-133_n-tot']
27,114.32,(9),158.341,19.3619,(71),2.49334,(168),['55-Cs-133_n-tot']
28,310.942,(30),153.742,14.567,(91),4.21278,(51),['55-Cs-133_n-tot']
29,2751.58,(131),151.753,24.67,(53),3.06221,(116),['55-Cs-133_n-tot']
30,579.943,(47),151.706,14.084,(93),2.93407,(130),['55-Cs-133_n-tot']
31,3948.66,(200),134.679,26.09,(48),3.53561,(82),['55-Cs-133_n-tot']
32,1705.55,(94),132.295,19.37,(70),3.74904,(67),['55-Cs-133_n-tot']
33,805.861,(56),129.242,8.692,(134),6.09821,(19),['55-Cs-133_n-tot']
34,1319.43,(78),124.801,37.49,(21),2.9461,(129),['55-Cs-133_n-tot']
35,2259.71,(111),123.543,73.9,(3),2.00714,(192),['55-Cs-133_n-tot']
36,3502.57,(174),122.642,11.98,(112),10.7413,(8),['55-Cs-133_n-tot']
37,3443.64,(171),121.676,15.68,(81),1.32994,(203),['55-Cs-133_n-tot']
38,266.362,(24),121.085,26.579,(46),4.30904,(48),['55-Cs-133_n-tot']
39,1018.17,(66),120.043,23.94,(57),2.40095,(177),['55-Cs-133_n-tot']
40,2431.11,(119),119.494,28.75,(38),2.99507,(120),['55-Cs-133_n-tot']
41,517.261,(44),118.915,5.565,(164),4.78125,(37),['55-Cs-133_n-tot']
42,1265.46,(76),118.576,15.1,(87),1.78564,(201),['55-Cs-133_n-tot']
43,1615.57,(91),117.103,17.47,(76),3.06715,(114),['55-Cs-133_n-tot']
44,858.498,(59),114.282,28.068,(42),2.78971,(145),['55-Cs-133_n-tot']
45,2090.73,(105),104.097,24.75,(51),3.26266,(96),['55-Cs-133_n-tot']
46,3985.73,(201),100.103,23.56,(60),6.75479,(16),['55-Cs-133_n-tot']
47,1278.77,(77),99.7751,8.29,(135),5.18693,(28),['55-Cs-133_n-tot']
48,1237.58,(74),99.5817,48.64,(8),1.89374,(198),['55-Cs-133_n-tot']
49,1114.92,(69),98.8134,44.87,(10),2.12798,(188),['55-Cs-133_n-tot']
50,1389.0,(80),98.1695,55.31,(6),3.10304,(110),['55-Cs-133_n-tot']
51,1664.53,(92),91.6463,44.07,(11),2.56583,(162),['55-Cs-133_n-tot']
52,1680.08,(93),88.0262,12.58,(103),2.20851,(186),['55-Cs-133_n-tot']
53,1421.43,(81),87.2131,28.72,(39),2.15197,(187),['55-Cs-133_n-tot']
54,3923.0,(198),86.3631,33.04,(31),7.10733,(15),['55-Cs-133_n-tot']
55,2280.98,(112),86.2791,14.93,(89),2.84389,(140),['55-Cs-133_n-tot']
56,1131.59,(70),83.6877,12.32,(109),3.19833,(105),['55-Cs-133_n-tot']
57,1450.7,(83),83.3593,20.72,(66),2.76987,(146),['55-Cs-133_n-tot']
58,427.986,(41),82.0168,13.208,(99),3.46522,(86),['55-Cs-133_n-tot']
59,903.073,(61),80.2374,30.33,(35),3.02542,(118),['55-Cs-133_n-tot']
60,2719.55,(130),79.4382,15.2,(86),1.96116,(194),['55-Cs-133_n-tot']
61,2120.72,(107),79.3281,17.08,(78),2.47588,(169),['55-Cs-133_n-tot']
62,3935.43,(199),77.3251,31.12,(34),4.91255,(33),['55-Cs-133_n-tot']
63,2163.73,(108),77.0367,36.75,(24),3.23862,(101),['55-Cs-133_n-tot']
64,3337.29,(165),75.1437,19.87,(69),2.90269,(133),['55-Cs-133_n-tot']
65,1036.24,(67),72.413,13.6,(95),3.62854,(75),['55-Cs-133_n-tot']
66,290.695,(29),67.6992,5.171,(169),2.69056,(154),['55-Cs-133_n-tot']
67,154.345,(15),67.3485,7.916,(139),3.92644,(60),['55-Cs-133_n-tot']
68,1855.97,(99),65.8858,15.34,(84),14.7169,(5),['55-Cs-133_n-tot']
69,2392.19,(117),65.8017,10.15,(121),5.89555,(20),['55-Cs-133_n-tot']
70,3551.88,(175),65.7431,43.27,(13),4.31204,(46),['55-Cs-133_n-tot']
71,3897.74,(196),62.6926,6.02,(158),5.76033,(22),['55-Cs-133_n-tot']
72,722.966,(52),60.0378,13.336,(97),2.38134,(178),['55-Cs-133_n-tot']
73,682.597,(50),58.8542,35.32,(27),3.3385,(91),['55-Cs-133_n-tot']
74,566.533,(46),58.57,5.985,(159),4.10878,(53),['55-Cs-133_n-tot']
75,77.5207,(6),58.4058,21.4401,(64),2.8786,(137),['55-Cs-133_n-tot']
76,3917.38,(197),58.3431,9.97,(125),8.5188,(10),['55-Cs-133_n-tot']
77,2837.85,(136),56.8694,38.83,(18),3.7286,(70),['55-Cs-133_n-tot']
78,3306.1,(163),56.5058,15.25,(85),1.28243,(204),['55-Cs-133_n-tot']
79,870.732,(60),55.8398,5.773,(160),5.09688,(30),['55-Cs-133_n-tot']
80,196.757,(18),55.3617,17.834,(75),2.27471,(182),['55-Cs-133_n-tot']
81,2942.36,(144),53.3003,14.8,(90),2.07285,(189),['55-Cs-133_n-tot']
82,2792.89,(135),52.7935,17.87,(74),2.59359,(161),['55-Cs-133_n-tot']
83,1523.53,(86),51.9872,39.53,(17),2.45073,(172),['55-Cs-133_n-tot']
84,3422.58,(170),51.8224,12.32,(108),1.81812,(199),['55-Cs-133_n-tot']
85,2313.12,(114),51.7795,12.3,(110),2.6346,(158),['55-Cs-133_n-tot']
86,2475.42,(120),51.601,38.48,(20),3.5407,(81),['55-Cs-133_n-tot']
87,643.281,(49),51.5168,21.219,(65),3.05448,(117),['55-Cs-133_n-tot']
88,1953.28,(102),51.1083,34.15,(28),2.7153,(151),['55-Cs-133_n-tot']
89,89.7997,(8),48.7853,4.213,(179),2.93256,(131),['55-Cs-133_n-tot']
90,1808.82,(97),48.5856,43.01,(14),3.35706,(89),['55-Cs-133_n-tot']
91,1067.04,(68),48.2632,27.28,(43),2.98554,(124),['55-Cs-133_n-tot']
92,143.857,(14),48.1033,2.547,(185),5.07101,(31),['55-Cs-133_n-tot']
93,1760.37,(96),47.7307,21.51,(63),3.16509,(108),['55-Cs-133_n-tot']
94,1154.19,(71),47.6681,18.21,(73),3.26067,(97),['55-Cs-133_n-tot']
95,3150.94,(156),47.449,23.98,(56),2.89694,(135),['55-Cs-133_n-tot']
96,3373.88,(167),47.2648,13.28,(98),2.90057,(134),['55-Cs-133_n-tot']
97,1174.81,(72),47.2578,17.35,(77),2.70236,(153),['55-Cs-133_n-tot']
98,759.534,(54),46.868,20.263,(67),2.55346,(163),['55-Cs-133_n-tot']
