Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,7245.3,(18),18576.6,204.49,(0),262.849,(12),['56-Ba-138_n-tot']
1,13763.8,(22),3588.99,99.0,(1),136.26,(20),['56-Ba-138_n-tot']
2,6126.07,(17),2804.33,28.82,(6),289.023,(11),['56-Ba-138_n-tot']
3,3455.07,(15),2580.98,14.37,(7),512.814,(5),['56-Ba-138_n-tot']
4,9966.25,(20),2425.83,39.19,(4),181.67,(17),['56-Ba-138_n-tot']
5,11771.0,(21),1519.37,46.6,(3),139.368,(19),['56-Ba-138_n-tot']
6,15183.3,(23),1471.87,50.3,(2),111.543,(23),['56-Ba-138_n-tot']
7,2298.92,(14),1307.87,7.96,(10),452.99,(6),['56-Ba-138_n-tot']
8,4701.9,(16),917.544,11.23,(9),244.444,(13),['56-Ba-138_n-tot']
9,19778.0,(24),876.107,31.0,(5),102.839,(24),['56-Ba-138_n-tot']
10,509.907,(11),783.669,2.786,(15),700.26,(2),['56-Ba-138_n-tot']
11,2139.12,(13),758.78,7.02,(11),309.263,(9),['56-Ba-138_n-tot']
12,7552.4,(19),573.395,12.65,(8),145.123,(18),['56-Ba-138_n-tot']
13,82.0,(3),393.761,1.5493,(17),724.343,(0),['56-Ba-137_n-tot']
14,104.145,(8),391.832,2.125,(16),588.293,(3),['56-Ba-134_n-tot']
15,101.804,(7),311.649,1.067,(23),706.376,(1),['56-Ba-136_n-tot']
16,94.1,(5),307.579,1.5352,(18),525.378,(4),['56-Ba-135_n-tot']
17,404.52,(10),280.377,3.971,(13),218.594,(15),['56-Ba-137_n-tot']
18,283.0,(9),235.733,2.907,(14),236.188,(14),['56-Ba-137_n-tot']
19,878.236,(12),229.342,5.082,(12),126.857,(21),['56-Ba-137_n-tot']
20,99.0089,(6),185.552,1.2117,(20),380.015,(7),['56-Ba-135_n-tot']
21,86.8055,(4),145.486,1.1607,(21),310.478,(8),['56-Ba-137_n-tot']
22,63.2,(2),102.021,1.5265,(19),199.383,(16),['56-Ba-135_n-tot']
23,24.37,(0),74.9198,0.761,(24),303.763,(10),['56-Ba-137_n-tot']
24,49.8,(1),46.961,1.0775,(22),119.466,(22),['56-Ba-135_n-tot']
