Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,6750000.0,(121),21707900.0,11695000.0,(0),5.2734,(47),none
1,69.2142,(1),8009.44,56.8402,(23),4.58577,(54),none
2,584.447,(13),4493.65,55.802,(26),0.772433,(114),none
3,837.559,(20),3506.36,50.165,(34),0.591247,(120),none
4,294.005,(6),3290.56,55.023,(29),1.26055,(103),none
5,349.615,(8),2782.97,33.369,(62),4.71064,(52),none
6,2667.95,(68),2455.14,72.43,(8),18.745,(1),none
7,1256.71,(31),2319.46,70.48,(10),3.06921,(75),none
8,2729.71,(69),2155.21,71.18,(9),0.826716,(111),none
9,384.499,(9),2103.34,33.631,(60),2.84287,(82),none
10,310.516,(7),1915.67,12.479,(107),3.50378,(69),none
11,2648.75,(67),1392.18,55.14,(28),0.64429,(117),none
12,240.706,(5),1331.83,87.21,(4),4.11498,(58),none
13,1021.58,(25),1269.27,47.973,(36),2.00118,(95),none
14,899.752,(22),1225.67,28.345,(75),1.61804,(97),none
15,1429.04,(35),1171.74,58.15,(20),7.80806,(20),none
16,2779.72,(70),1168.4,42.47,(44),0.964003,(109),none
17,456.263,(10),1094.0,66.308,(11),6.81162,(28),none
18,80.1968,(2),1042.05,6.8646,(117),14.488,(3),none
19,3749.83,(96),1023.96,84.43,(5),1.18349,(104),none
20,871.39,(21),1005.64,20.173,(88),11.6563,(6),none
21,1134.65,(28),1005.0,76.09,(6),3.14765,(73),none
22,1358.74,(34),986.858,23.22,(83),0.709078,(116),none
23,4979.08,(120),892.352,40.03,(46),1.2996,(102),none
24,1496.65,(37),874.209,29.28,(71),1.10403,(107),none
25,2171.33,(55),873.136,39.59,(47),3.4176,(70),none
26,1754.59,(43),871.056,74.83,(7),2.12585,(93),none
27,506.67,(11),800.808,48.588,(35),3.62539,(66),none
28,2241.59,(57),784.805,42.58,(43),1.86462,(96),none
29,1166.21,(29),768.437,30.04,(66),1.08262,(108),none
30,3210.81,(83),749.262,61.52,(16),2.03904,(94),none
31,2510.27,(63),728.748,32.06,(64),2.20062,(90),none
32,3513.17,(90),727.565,44.55,(40),0.836769,(110),none
33,3276.73,(84),708.306,59.0,(19),2.24729,(89),none
34,4301.81,(109),673.688,65.24,(13),2.96365,(78),none
35,2115.25,(53),670.155,47.66,(37),0.595611,(119),none
36,12.0202,(0),658.068,15.1431,(102),12.3766,(5),none
37,2395.42,(60),652.284,31.68,(65),0.815722,(112),none
38,3977.52,(102),637.901,56.13,(25),2.17468,(91),none
39,3891.24,(100),636.046,35.65,(53),5.91307,(39),none
40,3336.31,(85),635.668,53.51,(31),1.10592,(106),none
41,3411.2,(88),602.014,29.99,(67),2.6605,(85),none
42,2460.0,(61),594.53,55.22,(27),2.50208,(86),none
43,3597.26,(92),594.481,52.42,(33),4.73095,(51),none
44,4930.43,(119),575.241,25.95,(79),1.34422,(101),none
45,2886.22,(74),573.881,34.27,(57),2.94314,(79),none
46,744.756,(17),567.716,36.11,(51),2.98872,(77),none
47,1903.92,(48),565.029,54.32,(30),7.75538,(21),none
48,3834.8,(98),562.004,43.98,(41),0.624676,(118),none
49,4894.17,(118),558.005,36.52,(50),0.53276,(121),none
50,1543.43,(38),540.317,38.35,(48),7.06946,(26),none
51,1179.34,(30),535.556,9.2,(113),2.30759,(88),none
52,2928.48,(75),521.736,35.62,(54),5.63662,(45),none
