Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,0.563937,(1),708.489,0.60113,(349),132.96,(9),['62-Sm-154_n-g']
1,0.0224962,(0),451.352,0.0504649,(405),9218.84,(0),['62-Sm-154_n-g']
2,51.8466,(34),441.374,2.9231,(160),418.519,(1),['62-Sm-154_n-g']
3,21.3678,(12),318.342,4.2148,(131),5.59354,(253),['62-Sm-147_n-g']
4,2.48962,(2),231.074,2.21733,(189),10.1833,(117),['62-Sm-154_n-g']
5,10.0817,(6),212.394,1.92675,(215),11.796,(95),['62-Sm-154_n-g']
6,12.884,(8),139.123,2.1158,(196),10.7123,(109),['62-Sm-148_n-g']
7,139.032,(78),114.363,4.599,(116),10.2325,(116),['62-Sm-147_n-g']
8,7.18726,(5),109.489,2.09182,(201),6.31541,(227),['62-Sm-154_n-g']
9,38.4976,(24),100.543,1.7251,(228),23.6498,(52),['62-Sm-147_n-g']
10,54.5335,(35),94.1547,4.4822,(125),3.67638,(323),['62-Sm-149_n-g']
11,42.6576,(28),90.2633,2.2246,(188),9.28821,(132),['62-Sm-154_n-g']
12,4.14051,(3),84.6711,1.23679,(277),10.6068,(110),['62-Sm-154_n-g']
13,17.4908,(11),78.4374,0.702,(341),46.414,(25),['62-Sm-147_n-g']
14,137.51,(77),75.7974,4.525,(121),2.77318,(345),['62-Sm-154_n-g']
15,101.919,(62),74.7678,1.976,(210),49.5153,(23),['62-Sm-147_n-g']
16,101.078,(61),73.9849,1.952,(213),15.9244,(76),['62-Sm-147_n-g']
17,60.4212,(38),68.7835,1.652,(238),38.8455,(29),['62-Sm-154_n-g']
18,93.1881,(56),62.6636,1.6032,(241),22.9093,(55),['62-Sm-152_n-g']
19,105.715,(65),57.5304,1.511,(247),6.34168,(225),['62-Sm-154_n-g']
20,34.645,(23),54.3861,2.1009,(199),9.78189,(124),['62-Sm-148_n-g']
21,24.8745,(15),54.0079,0.8576,(322),39.1161,(28),['62-Sm-154_n-g']
22,186.39,(104),53.0664,1.358,(266),23.8805,(51),['62-Sm-154_n-g']
23,33.2746,(22),51.4225,1.202,(284),11.0962,(103),['62-Sm-147_n-g']
24,5.82923,(4),51.3943,1.15925,(289),7.92513,(167),['62-Sm-154_n-g']
25,253.932,(128),50.2813,5.529,(103),14.4719,(85),['62-Sm-154_n-g']
26,24.5088,(14),49.144,0.854,(323),31.8938,(37),['62-Sm-148_n-g']
27,31.3315,(21),46.0457,0.7547,(335),22.4432,(58),['62-Sm-147_n-g']
28,103.77,(63),45.4229,1.233,(279),12.7023,(92),['62-Sm-154_n-g']
29,250.858,(127),45.0211,5.477,(105),1.51936,(387),['62-Sm-154_n-g']
30,184.819,(103),44.2498,1.345,(267),215.629,(6),['62-Sm-152_n-g']
31,329.152,(158),44.2145,1.973,(211),11.4371,(100),['62-Sm-154_n-g']
32,66.9689,(42),43.5944,2.481,(176),5.55412,(255),['62-Sm-154_n-g']
33,88.4562,(54),42.6558,1.7425,(227),9.42232,(131),['62-Sm-148_n-g']
34,361.727,(173),41.4646,4.399,(126),30.9662,(38),['62-Sm-154_n-g']
35,58.8086,(37),39.3011,0.9245,(316),22.946,(54),['62-Sm-154_n-g']
36,242.22,(125),39.0168,2.505,(174),1.90857,(369),['62-Sm-147_n-g']
37,61.1781,(39),38.967,1.605,(240),83.5628,(11),['62-Sm-154_n-g']
38,72.4544,(46),36.3616,1.5318,(243),38.31,(30),['62-Sm-154_n-g']
39,276.032,(138),36.229,6.587,(83),1.40483,(391),['62-Sm-148_n-g']
40,363.391,(174),35.3661,4.555,(120),7.00043,(202),['62-Sm-154_n-g']
41,47.6751,(31),33.992,2.2837,(186),4.07794,(315),['62-Sm-148_n-g']
42,85.9186,(53),33.2232,2.8692,(162),3.64469,(324),['62-Sm-154_n-g']
43,223.177,(118),32.4208,2.13,(195),8.12764,(161),['62-Sm-148_n-g']
44,360.322,(172),32.3811,1.514,(246),17.3318,(73),['62-Sm-154_n-g']
45,15.6371,(9),32.2361,0.6259,(347),25.7627,(46),['62-Sm-154_n-g']
46,162.749,(93),29.9846,1.781,(225),35.6019,(31),['62-Sm-147_n-g']
47,11.7693,(7),29.1891,0.3551,(382),55.3011,(19),['62-Sm-148_n-g']
48,97.2996,(59),28.972,0.9672,(313),28.5223,(42),['62-Sm-154_n-g']
49,131.694,(76),28.7145,2.546,(171),5.96843,(239),['62-Sm-154_n-g']
50,104.651,(64),27.788,1.686,(234),79.261,(14),['62-Sm-154_n-g']
51,393.754,(183),27.5681,4.114,(133),0.963289,(400),['62-Sm-147_n-g']
52,667.961,(252),27.4607,7.091,(76),23.8864,(50),['62-Sm-147_n-g']
53,714.117,(261),27.277,8.423,(60),15.3624,(79),['62-Sm-147_n-g']
54,71.5709,(45),26.5197,1.5225,(244),15.5285,(77),['62-Sm-154_n-g']
55,113.778,(68),26.3928,2.657,(166),2.42824,(352),['62-Sm-148_n-g']
56,39.9656,(25),26.344,0.2791,(393),288.733,(3),['62-Sm-147_n-g']
57,240.558,(124),26.3032,2.523,(173),41.734,(27),['62-Sm-154_n-g']
58,30.3002,(20),25.3362,0.5411,(357),22.5773,(57),['62-Sm-154_n-g']
59,63.1512,(40),25.1555,0.9259,(315),33.8768,(35),['62-Sm-148_n-g']
60,620.37,(241),24.8916,3.515,(141),9.68289,(125),['62-Sm-147_n-g']
61,80.9581,(52),24.8039,2.6889,(165),2.3982,(353),['62-Sm-147_n-g']
62,74.0738,(47),24.1763,0.8162,(328),15.472,(78),['62-Sm-154_n-g']
63,108.061,(66),23.8596,1.178,(288),6.50685,(222),['62-Sm-154_n-g']
64,153.368,(87),23.0878,2.014,(207),3.96133,(316),['62-Sm-154_n-g']
65,209.668,(113),22.8814,3.334,(145),1.57942,(382),['62-Sm-148_n-g']
66,91.5452,(55),21.2038,0.5935,(351),46.4305,(24),['62-Sm-154_n-g']
67,98.7963,(60),21.113,0.4938,(366),79.1023,(15),['62-Sm-154_n-g']
68,28.4471,(19),19.6652,1.2004,(285),5.75239,(246),['62-Sm-147_n-g']
69,110.039,(67),19.465,1.309,(271),5.29843,(262),['62-Sm-154_n-g']
70,618.288,(240),18.9813,3.283,(147),22.9977,(53),['62-Sm-147_n-g']
71,789.748,(272),17.2061,26.673,(31),7.49287,(179),['62-Sm-147_n-g']
72,44.7808,(29),16.7821,0.303,(391),79.4287,(13),['62-Sm-154_n-g']
73,25.7614,(16),16.6841,0.4107,(374),22.6546,(56),['62-Sm-154_n-g']
74,126.432,(74),16.2829,1.521,(245),10.025,(121),['62-Sm-154_n-g']
75,70.065,(44),16.2581,0.5157,(362),32.4299,(36),['62-Sm-154_n-g']
76,204.771,(112),16.1728,1.099,(294),10.1435,(119),['62-Sm-154_n-g']
77,542.648,(224),16.1177,5.214,(107),8.63676,(145),['62-Sm-147_n-g']
78,497.028,(214),16.0605,1.713,(230),10.379,(113),['62-Sm-147_n-g']
79,413.727,(188),16.0441,4.255,(130),1.25119,(394),['62-Sm-147_n-g']
80,245.817,(126),15.993,1.944,(214),3.00394,(339),['62-Sm-147_n-g']
81,569.357,(231),15.7451,4.493,(124),8.76933,(143),['62-Sm-148_n-g']
82,165.607,(94),15.3165,1.285,(275),8.12728,(162),['62-Sm-148_n-g']
