Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,13450.6,(8),3793.31,97.6,(0),122.786,(7),['40-Zr-90_n-tot']
1,3862.16,(3),3419.68,32.24,(4),344.789,(0),['40-Zr-90_n-tot']
2,2690.19,(2),2154.91,45.96,(2),171.454,(3),['40-Zr-92_n-tot']
3,13363.4,(7),1951.92,46.9,(1),123.013,(6),['40-Zr-90_n-tot']
4,7260.3,(5),1393.31,18.0,(5),222.147,(2),['40-Zr-90_n-tot']
5,8855.1,(6),1292.16,34.22,(3),118.581,(8),['40-Zr-90_n-tot']
6,4121.2,(4),537.269,11.92,(6),147.072,(4),['40-Zr-92_n-tot']
7,292.434,(0),409.119,3.536,(8),324.209,(1),['40-Zr-91_n-tot']
8,681.46,(1),270.592,8.543,(7),134.6,(5),['40-Zr-91_n-tot']
