Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,4503100.0,(212),15952600.0,7650000.0,(0),3.69423,(197),['38-Sr-88_n-tot']
1,29992.3,(136),21083.0,2647.2,(31),8.78146,(38),['38-Sr-88_n-tot']
2,229656.0,(194),17242.4,2218.0,(38),7.27987,(79),['38-Sr-88_n-tot']
3,87133.2,(152),11599.4,11340.8,(1),5.83493,(169),['38-Sr-88_n-tot']
4,258432.0,(202),9501.88,2577.0,(34),4.36485,(195),['38-Sr-88_n-tot']
5,36757.9,(137),9391.32,6991.8,(6),7.82797,(61),['38-Sr-88_n-tot']
6,94441.3,(155),7546.52,2419.3,(35),11.2292,(16),['38-Sr-88_n-tot']
7,26965.3,(133),7302.0,3169.4,(27),7.61873,(69),['38-Sr-88_n-tot']
8,168373.0,(175),7146.14,9375.0,(2),8.26928,(54),['38-Sr-88_n-tot']
9,93060.7,(154),6804.94,2639.6,(32),13.6818,(10),['38-Sr-88_n-tot']
10,90416.7,(153),6701.23,2046.0,(43),2.54068,(206),['38-Sr-88_n-tot']
11,101924.0,(156),5879.26,6016.1,(11),7.92351,(60),['38-Sr-88_n-tot']
12,199563.0,(185),5400.9,3673.0,(24),8.82962,(36),['38-Sr-88_n-tot']
13,117182.0,(162),5138.5,3600.0,(25),8.70932,(39),['38-Sr-88_n-tot']
14,194766.0,(183),4517.19,904.0,(68),16.0764,(8),['38-Sr-88_n-tot']
15,28903.4,(135),4515.08,881.2,(69),8.45788,(43),['38-Sr-88_n-tot']
16,281665.0,(208),4376.09,5702.0,(13),11.9827,(12),['38-Sr-88_n-tot']
17,23081.5,(132),4169.89,596.9,(76),9.30409,(28),['38-Sr-88_n-tot']
18,224650.0,(190),3944.48,9315.0,(3),7.17644,(80),['38-Sr-88_n-tot']
19,153038.0,(172),3679.45,1684.0,(49),10.2755,(19),['38-Sr-88_n-tot']
