Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,65.8346,(1),1390.14,54.8466,(13),0.171901,(14),none
1,137.569,(2),846.069,22.426,(45),0.526401,(9),none
2,577.96,(11),691.827,56.932,(9),3.79924,(4),none
3,373.741,(7),585.99,109.103,(2),0.0337918,(47),none
4,858.078,(17),469.943,107.455,(4),0.0401545,(38),none
5,1240.4,(21),219.736,104.43,(6),0.0378947,(42),none
6,1014.8,(20),202.794,156.48,(1),0.023497,(57),none
7,1886.68,(34),141.271,106.09,(5),0.0249336,(52),none
8,619.025,(12),131.933,56.477,(10),0.0273615,(51),none
9,757.532,(16),121.456,49.893,(21),0.0340327,(46),none
10,1317.1,(22),112.424,108.21,(3),0.0172662,(61),none
11,537.758,(10),101.988,48.618,(31),0.0455287,(35),none
12,1679.89,(31),73.5581,43.53,(34),0.115061,(18),none
13,206.534,(3),71.9522,86.438,(7),0.0357463,(45),none
14,1777.88,(32),59.1454,49.69,(23),0.0827586,(21),none
15,1530.15,(27),57.2629,35.88,(37),0.0465724,(33),none
16,655.429,(13),55.4737,49.412,(26),0.0237421,(55),none
17,304.026,(6),53.3659,56.391,(11),0.0200524,(60),none
18,2217.29,(41),51.6442,35.56,(38),0.0681627,(25),none
19,512.988,(9),48.2137,51.58,(16),0.0667466,(27),none
20,463.717,(8),45.6615,2.513,(61),13.0719,(0),none
21,22.8125,(0),45.5787,55.5666,(12),0.0781448,(24),none
22,1992.25,(35),45.1866,37.97,(35),0.0502702,(31),none
23,2108.7,(38),43.7739,36.36,(36),0.0637145,(29),none
24,1562.11,(28),40.5712,66.36,(8),0.0248144,(53),none
25,2331.62,(44),37.2314,34.01,(39),0.0651168,(28),none
26,2559.5,(50),34.2059,31.9,(41),0.0822063,(22),none
27,974.783,(19),31.2821,51.91,(15),0.0362837,(44),none
28,1807.91,(33),30.2641,47.18,(32),0.043871,(36),none
29,2676.41,(53),30.1308,28.93,(43),0.156062,(15),none
30,730.368,(15),30.072,53.086,(14),0.0222959,(58),none
31,1483.02,(26),27.2575,10.21,(53),0.323452,(13),none
32,2793.14,(56),27.2427,28.15,(44),0.152807,(16),none
33,692.033,(14),25.7078,5.463,(58),7.44329,(2),none
34,1395.27,(23),23.0515,15.02,(47),0.0919264,(19),none
35,2060.86,(37),22.7243,7.46,(57),1.00176,(5),none
36,2175.38,(40),22.2235,8.27,(56),0.616917,(8),none
37,2444.45,(47),21.5158,33.86,(40),0.0317457,(48),none
38,2518.34,(49),20.281,10.5,(51),0.415602,(12),none
39,2900.46,(59),19.6326,29.32,(42),0.0384101,(40),none
40,2586.09,(51),17.3638,49.36,(27),0.05778,(30),none
41,923.165,(18),16.1485,1.89,(62),10.7323,(1),none
42,2631.83,(52),15.4916,10.17,(54),0.73437,(7),none
43,2745.09,(55),14.0509,10.91,(50),0.766008,(6),none
44,2289.18,(43),13.933,8.91,(55),0.464157,(11),none
45,2701.87,(54),13.5789,49.26,(28),0.0848332,(20),none
46,2249.41,(42),13.1902,49.78,(22),0.0374748,(43),none
47,267.773,(5),12.6705,46.712,(33),0.0200979,(59),none
48,2403.4,(46),11.6369,10.27,(52),0.119165,(17),none
49,1641.72,(30),11.6242,50.51,(18),0.0456163,(34),none
50,2470.31,(48),11.2489,49.62,(24),0.027671,(50),none
51,1613.15,(29),10.109,2.57,(60),3.84972,(3),none
52,2012.54,(36),9.80059,50.18,(19),0.0405886,(37),none
53,2859.69,(58),9.06599,13.57,(49),0.0814726,(23),none
54,2131.86,(39),8.81058,49.99,(20),0.0399219,(39),none
55,2945.82,(60),8.19026,48.89,(30),0.0121888,(62),none
56,233.095,(4),7.96818,3.072,(59),0.523782,(10),none
57,2372.28,(45),6.29648,49.51,(25),0.0237765,(54),none
58,1426.73,(24),6.20863,50.93,(17),0.0236658,(56),none
59,2979.5,(61),6.20006,14.33,(48),0.0279665,(49),none
60,1465.44,(25),5.05528,17.85,(46),0.0677855,(26),none
61,2838.91,(57),2.0596,49.25,(29),0.0381788,(41),none
62,2996.48,(62),0.0,506.98,(0),0.0472865,(32),none
