Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,2421.2,(12),1187.11,10.31,(8),312.258,(5),['41-Nb-93_n-tot']
1,2641.17,(13),1074.05,9.67,(10),293.5,(6),['41-Nb-93_n-tot']
2,4599.39,(19),886.406,14.65,(1),171.722,(13),['41-Nb-93_n-tot']
3,5153.54,(20),871.494,12.47,(5),198.348,(11),['41-Nb-93_n-tot']
4,1452.6,(8),861.477,6.2,(15),350.058,(3),['41-Nb-93_n-tot']
5,3675.24,(17),844.744,12.67,(4),196.336,(12),['41-Nb-93_n-tot']
6,5579.46,(21),798.331,16.75,(0),140.931,(16),['41-Nb-93_n-tot']
7,1009.62,(4),767.688,4.42,(21),427.514,(1),['41-Nb-93_n-tot']
8,935.471,(3),749.128,4.513,(20),408.575,(2),['41-Nb-93_n-tot']
9,6003.34,(23),724.48,13.95,(2),137.989,(17),['41-Nb-93_n-tot']
10,1834.24,(9),638.179,9.17,(12),227.161,(8),['41-Nb-93_n-tot']
11,4069.29,(18),634.512,11.51,(6),157.863,(14),['41-Nb-93_n-tot']
12,6532.49,(24),627.833,12.72,(3),125.068,(19),['41-Nb-93_n-tot']
13,378.498,(1),583.794,2.79,(23),514.708,(0),['41-Nb-93_n-tot']
14,2023.81,(10),571.147,7.22,(14),209.879,(10),['41-Nb-93_n-tot']
15,5691.47,(22),454.165,11.02,(7),106.557,(23),['41-Nb-93_n-tot']
16,741.445,(2),428.302,3.885,(22),271.958,(7),['41-Nb-93_n-tot']
17,1175.76,(6),420.116,4.84,(18),214.645,(9),['41-Nb-93_n-tot']
18,3609.0,(16),414.585,9.58,(11),117.071,(21),['41-Nb-93_n-tot']
19,3396.21,(14),399.419,7.54,(13),128.751,(18),['41-Nb-93_n-tot']
20,3525.29,(15),364.557,9.69,(9),104.235,(24),['41-Nb-93_n-tot']
21,194.27,(0),290.921,2.768,(24),327.165,(4),['41-Nb-93_n-tot']
22,2341.09,(11),282.416,5.88,(16),119.771,(20),['41-Nb-93_n-tot']
23,1149.28,(5),266.704,4.56,(19),147.827,(15),['41-Nb-93_n-tot']
24,1393.38,(7),226.583,5.55,(17),111.083,(22),['41-Nb-93_n-tot']
