Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,130.966,(31),1019.58,1.791,(37),1574.14,(3),['68-Er-166_n-tot']
1,594.865,(64),791.013,2.936,(22),687.356,(16),['68-Er-168_n-tot']
2,849.033,(72),738.619,3.771,(14),525.443,(22),['68-Er-168_n-tot']
3,73.7944,(25),719.695,0.976,(66),1870.47,(2),['68-Er-168_n-tot']
4,5.994,(4),636.497,0.51851,(86),3663.66,(0),['68-Er-170_n-tot']
5,26.24,(11),597.741,0.7545,(75),2277.68,(1),['68-Er-170_n-tot']
6,419.962,(59),582.819,2.066,(31),703.261,(14),['68-Er-166_n-tot']
7,1367.39,(79),495.785,4.39,(12),303.203,(29),['68-Er-168_n-tot']
8,905.049,(73),424.901,3.297,(19),335.299,(27),['68-Er-168_n-tot']
9,388.469,(58),413.982,2.264,(28),482.615,(24),['68-Er-168_n-tot']
10,2829.79,(92),406.029,6.96,(3),167.159,(50),['68-Er-168_n-tot']
11,108.595,(30),399.884,0.988,(64),1086.42,(6),['68-Er-166_n-tot']
12,225.436,(44),373.348,1.383,(48),645.811,(17),['68-Er-166_n-tot']
13,2656.55,(89),370.828,8.65,(0),154.398,(53),['68-Er-168_n-tot']
14,316.979,(53),353.379,1.238,(54),1055.39,(7),['68-Er-166_n-tot']
15,1183.79,(77),349.367,3.57,(16),256.321,(36),['68-Er-168_n-tot']
16,611.605,(65),341.323,3.321,(17),301.829,(30),['68-Er-166_n-tot']
17,194.635,(40),308.335,1.193,(55),644.925,(18),['68-Er-166_n-tot']
18,301.942,(51),306.249,1.383,(49),853.474,(10),['68-Er-166_n-tot']
19,160.735,(35),305.999,1.003,(62),738.986,(13),['68-Er-166_n-tot']
20,2569.12,(88),304.108,6.21,(6),144.374,(59),['68-Er-168_n-tot']
21,1502.4,(80),287.418,3.6,(15),209.512,(41),['68-Er-168_n-tot']
22,1846.52,(83),284.437,6.14,(8),163.207,(51),['68-Er-168_n-tot']
23,3851.65,(94),280.452,8.4,(1),112.485,(77),['68-Er-168_n-tot']
24,2736.17,(90),277.42,7.1,(2),127.658,(62),['68-Er-168_n-tot']
25,316.049,(52),275.831,1.455,(46),972.261,(9),['68-Er-168_n-tot']
26,53.6266,(20),272.444,0.9215,(69),753.263,(12),['68-Er-170_n-tot']
27,2129.04,(85),272.236,6.15,(7),153.727,(54),['68-Er-168_n-tot']
28,2401.51,(86),263.759,6.87,(4),132.516,(61),['68-Er-168_n-tot']
29,2785.66,(91),248.485,6.02,(10),121.867,(65),['68-Er-168_n-tot']
30,2476.33,(87),233.838,6.09,(9),121.62,(66),['68-Er-168_n-tot']
