Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,34.6042,(3),761.511,5.5076,(247),7.44358,(2),['53-I-127_n-g']
1,41.7937,(4),674.825,6.6054,(223),4.22071,(6),['53-I-127_n-g']
2,23.3244,(2),443.808,9.7832,(168),1.40364,(16),['53-I-127_n-g']
3,113.947,(11),224.058,41.0498,(1),0.081866,(152),['53-I-127_n-g']
4,52.9484,(5),194.413,7.3394,(210),0.689658,(41),['53-I-127_n-g']
5,222.869,(20),173.092,28.666,(8),0.120112,(119),['53-I-127_n-g']
6,201.577,(19),152.395,9.08,(180),0.922298,(27),['53-I-127_n-g']
7,69.6298,(8),132.556,11.2931,(123),0.377868,(54),['53-I-127_n-g']
8,380.008,(34),110.001,8.768,(184),1.12216,(19),['53-I-127_n-g']
9,155.867,(15),100.58,13.103,(91),0.261087,(70),['53-I-127_n-g']
10,84.6757,(9),100.254,6.1655,(233),0.709543,(35),['53-I-127_n-g']
11,2166.43,(196),98.129,40.79,(2),0.0197815,(307),['53-I-127_n-g']
12,183.048,(18),90.6026,15.216,(62),0.296176,(62),['53-I-127_n-g']
13,722.446,(65),75.9234,18.745,(33),0.201088,(86),['53-I-127_n-g']
14,172.831,(16),75.8958,3.989,(276),1.90076,(15),['53-I-127_n-g']
15,2088.68,(191),73.4644,11.91,(114),0.124075,(116),['53-I-127_n-g']
16,2261.0,(203),70.4347,30.55,(4),0.020841,(305),['53-I-127_n-g']
17,144.674,(13),67.8191,4.736,(261),0.820684,(31),['53-I-127_n-g']
18,2402.99,(213),63.96,16.61,(50),0.070795,(170),['53-I-127_n-g']
19,257.916,(23),62.9532,18.31,(35),0.171152,(95),['53-I-127_n-g']
20,1983.16,(182),61.8649,15.71,(61),0.0764688,(160),['53-I-127_n-g']
21,2419.5,(214),61.5884,14.56,(71),0.104735,(129),['53-I-127_n-g']
22,253.864,(22),60.3946,18.296,(36),0.123604,(117),['53-I-127_n-g']
23,3162.98,(272),58.7994,30.41,(5),0.0175684,(314),['53-I-127_n-g']
24,1946.31,(179),57.929,12.27,(96),0.186098,(89),['53-I-127_n-g']
25,3259.54,(278),55.2181,20.34,(26),0.046199,(225),['53-I-127_n-g']
26,242.077,(21),54.1871,5.709,(245),0.658868,(43),['53-I-127_n-g']
27,3887.48,(326),53.567,22.29,(16),0.064502,(183),['53-I-127_n-g']
28,1994.72,(183),52.6377,10.2,(150),0.154585,(101),['53-I-127_n-g']
29,431.56,(38),52.5885,5.764,(244),1.00417,(24),['53-I-127_n-g']
30,2841.68,(245),52.3365,20.77,(22),0.0321167,(268),['53-I-127_n-g']
31,2785.09,(242),51.2969,17.49,(42),0.0525019,(209),['53-I-127_n-g']
32,135.152,(12),49.5005,4.063,(275),0.882195,(28),['53-I-127_n-g']
33,2108.21,(192),48.3687,15.88,(60),0.0456175,(228),['53-I-127_n-g']
34,366.008,(33),47.8234,9.963,(164),0.310287,(60),['53-I-127_n-g']
35,2286.17,(204),47.2804,6.12,(235),0.368796,(57),['53-I-127_n-g']
36,4048.83,(335),45.546,279.32,(0),0.0112884,(330),['53-I-127_n-g']
37,3906.9,(327),44.8524,19.76,(27),0.0734423,(167),['53-I-127_n-g']
38,2820.44,(244),44.5724,16.88,(48),0.0426817,(238),['53-I-127_n-g']
39,2548.5,(225),43.8769,10.16,(153),0.0824439,(150),['53-I-127_n-g']
40,2749.56,(239),43.1835,16.83,(49),0.0426002,(240),['53-I-127_n-g']
41,2361.87,(210),42.2604,13.12,(90),0.0433851,(237),['53-I-127_n-g']
42,705.39,(64),41.1934,3.931,(278),2.03803,(13),['53-I-127_n-g']
43,1199.91,(111),41.1671,8.7,(187),3.10389,(8),['53-I-127_n-g']
44,525.416,(48),40.8759,12.403,(95),0.193738,(87),['53-I-127_n-g']
45,3629.99,(308),40.5472,20.67,(24),0.0263346,(288),['53-I-127_n-g']
46,2199.26,(197),40.4284,9.73,(169),0.17478,(93),['53-I-127_n-g']
47,2460.07,(217),40.4084,21.98,(18),0.0210752,(304),['53-I-127_n-g']
48,422.878,(37),39.682,4.525,(262),1.10151,(20),['53-I-127_n-g']
49,3141.92,(271),39.4949,11.92,(113),0.0703394,(171),['53-I-127_n-g']
50,3858.13,(324),38.3715,11.82,(116),0.187181,(88),['53-I-127_n-g']
51,8.75,(1),37.8476,15.0059,(68),0.43404,(51),['53-I-127_n-g']
52,2346.69,(209),37.4644,12.12,(105),0.0475907,(221),['53-I-127_n-g']
53,3495.0,(297),37.0985,14.94,(69),0.0403532,(245),['53-I-127_n-g']
54,86.5383,(10),36.7664,3.469,(286),0.923181,(26),['53-I-127_n-g']
55,2806.41,(243),36.391,13.56,(82),0.0797955,(155),['53-I-127_n-g']
56,2564.09,(226),36.2351,16.05,(55),0.0266477,(286),['53-I-127_n-g']
57,507.005,(46),35.8498,13.251,(84),0.141549,(104),['53-I-127_n-g']
58,3481.75,(296),35.7889,10.93,(140),0.0801108,(153),['53-I-127_n-g']
59,391.899,(35),35.5015,4.926,(260),0.841664,(29),['53-I-127_n-g']
60,1408.79,(134),35.4082,24.86,(10),0.394843,(53),['53-I-127_n-g']
61,3715.38,(314),34.7152,11.04,(136),0.0641696,(184),['53-I-127_n-g']
62,3677.85,(311),34.6763,19.35,(30),0.0376039,(253),['53-I-127_n-g']
63,269.162,(24),34.514,4.247,(273),0.700222,(37),['53-I-127_n-g']
64,3246.5,(277),34.1272,10.15,(154),0.0678465,(175),['53-I-127_n-g']
65,2539.01,(224),34.1226,7.19,(217),0.14622,(103),['53-I-127_n-g']
66,2764.75,(240),33.2006,11.13,(132),0.0601353,(192),['53-I-127_n-g']
67,3084.75,(267),33.1544,16.9,(47),0.0254905,(291),['53-I-127_n-g']
68,2007.7,(184),32.9437,7.31,(213),0.226562,(80),['53-I-127_n-g']
69,3928.59,(328),32.8795,11.38,(121),0.139548,(106),['53-I-127_n-g']
70,2011.99,(185),32.7958,6.91,(221),0.275089,(68),['53-I-127_n-g']
71,3570.85,(303),32.7424,9.99,(162),0.0857125,(145),['53-I-127_n-g']
72,3362.14,(285),32.6325,11.96,(112),0.0586633,(196),['53-I-127_n-g']
73,1964.3,(180),32.3078,8.97,(181),0.2901,(66),['53-I-127_n-g']
74,3001.67,(259),32.2486,15.89,(58),0.0290301,(281),['53-I-127_n-g']
75,3993.29,(334),32.1227,20.77,(23),0.0486596,(216),['53-I-127_n-g']
76,3285.71,(279),31.9905,13.66,(81),0.0620692,(189),['53-I-127_n-g']
77,3344.81,(284),31.7373,12.95,(92),0.0456044,(229),['53-I-127_n-g']
78,2858.75,(246),31.1147,11.1,(134),0.0567339,(198),['53-I-127_n-g']
79,553.438,(50),30.9973,12.718,(94),0.10563,(127),['53-I-127_n-g']
80,2436.57,(215),30.9176,9.97,(163),0.0788858,(157),['53-I-127_n-g']
81,1969.45,(181),30.8035,6.06,(237),0.257283,(73),['53-I-127_n-g']
82,3224.14,(276),29.8768,28.69,(7),0.0133546,(326),['53-I-127_n-g']
83,2737.49,(238),28.97,4.28,(272),0.402271,(52),['53-I-127_n-g']
84,2476.28,(218),28.9524,6.22,(230),0.16675,(98),['53-I-127_n-g']
85,2711.5,(236),28.3207,22.94,(13),0.0130963,(327),['53-I-127_n-g']
86,305.175,(27),28.3132,9.209,(175),0.151681,(102),['53-I-127_n-g']
87,489.06,(45),28.0454,16.529,(51),0.0779105,(159),['53-I-127_n-g']
88,753.934,(68),27.4121,10.405,(147),0.252214,(75),['53-I-127_n-g']
89,2292.18,(205),27.2262,5.27,(255),0.251616,(76),['53-I-127_n-g']
90,3838.64,(323),27.0462,21.67,(20),0.0385329,(251),['53-I-127_n-g']
91,3693.52,(312),26.5738,10.12,(157),0.0555155,(202),['53-I-127_n-g']
92,2685.78,(235),26.4918,21.91,(19),0.0141546,(324),['53-I-127_n-g']
93,2773.75,(241),26.4066,7.28,(216),0.10057,(132),['53-I-127_n-g']
94,3871.18,(325),26.269,5.33,(251),0.838118,(30),['53-I-127_n-g']
