Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,1710000.0,(1),2482700.0,1573000.0,(4),1.58942,(4),none
1,2365000.0,(2),1982740.0,2237500.0,(1),1.45254,(6),none
2,3449000.0,(6),1427610.0,1032000.0,(7),2.52994,(1),none
3,2445000.0,(3),813940.0,745000.0,(12),1.7838,(3),none
4,2497000.0,(4),813940.0,745000.0,(13),1.53874,(5),none
5,2565000.0,(5),813940.0,745000.0,(14),1.35403,(10),none
6,4600000.0,(8),405046.0,886000.0,(10),0.940262,(18),none
7,10000000.0,(15),344447.0,2180000.0,(2),1.17516,(14),none
8,7600000.0,(14),324567.0,946000.0,(9),1.18399,(13),none
9,13600000.0,(18),266023.0,3770000.0,(0),1.413,(8),none
10,133000.0,(0),115319.0,150622.0,(18),5.31711,(0),none
11,5036000.0,(9),69318.0,259000.0,(16),0.945226,(17),none
12,7150000.0,(13),59441.9,725000.0,(15),1.25372,(12),none
13,5125000.0,(10),57428.4,234000.0,(17),1.01701,(16),none
14,3809000.0,(7),0.0,1015000.0,(8),2.32473,(2),none
15,5290000.0,(11),0.0,1254000.0,(6),1.11785,(15),none
16,6825000.0,(12),0.0,875000.0,(11),1.33974,(11),none
17,11230000.0,(16),0.0,1430000.0,(5),1.40039,(9),none
18,11930000.0,(17),0.0,1980000.0,(3),1.43652,(7),none
