Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,31000000.0,(190),5844050.0,30583500.0,(0),2.84953,(188),['41-Nb-93_n-tot']
1,4400000.0,(189),3575900.0,5791650.0,(1),3.71001,(175),['41-Nb-93_n-tot']
2,6996.66,(187),26450.0,43018.7,(2),6.8029,(41),['41-Nb-93_n-tot']
3,1001.23,(28),752.163,51.141,(47),4.08271,(164),['41-Nb-93_n-tot']
4,2624.0,(76),728.164,58.18,(41),3.53357,(183),['41-Nb-93_n-tot']
5,5131.08,(142),532.339,73.19,(22),2.88379,(187),['41-Nb-93_n-tot']
6,1441.98,(41),448.202,52.9,(46),3.81683,(171),['41-Nb-93_n-tot']
7,5988.71,(160),427.071,86.96,(12),3.90732,(169),['41-Nb-93_n-tot']
8,3662.76,(103),407.148,56.16,(44),3.47095,(184),['41-Nb-93_n-tot']
9,3757.45,(104),402.208,76.75,(16),4.92626,(139),['41-Nb-93_n-tot']
10,5652.39,(152),374.133,65.29,(36),3.9387,(168),['41-Nb-93_n-tot']
11,4105.84,(115),366.002,65.44,(35),8.1391,(18),['41-Nb-93_n-tot']
12,6622.76,(176),356.987,50.25,(49),4.97165,(138),['41-Nb-93_n-tot']
13,1941.53,(54),350.096,103.22,(9),5.61885,(99),['41-Nb-93_n-tot']
14,4585.03,(128),305.437,30.98,(83),3.70165,(177),['41-Nb-93_n-tot']
15,6043.55,(161),275.091,35.68,(76),4.60217,(151),['41-Nb-93_n-tot']
16,2451.1,(71),271.588,25.91,(99),9.24225,(14),['41-Nb-93_n-tot']
17,6707.08,(177),270.447,65.48,(34),5.20662,(129),['41-Nb-93_n-tot']
18,4140.27,(116),264.263,65.48,(33),6.68434,(46),['41-Nb-93_n-tot']
19,189.064,(5),263.374,72.588,(24),5.42238,(113),['41-Nb-93_n-tot']
20,4655.73,(129),254.501,48.74,(52),8.05904,(19),['41-Nb-93_n-tot']
21,192.766,(6),252.945,72.761,(23),11.8367,(4),['41-Nb-93_n-tot']
22,5085.19,(141),246.007,72.13,(26),4.74106,(146),['41-Nb-93_n-tot']
23,2016.75,(57),245.495,25.4,(101),3.41266,(185),['41-Nb-93_n-tot']
24,3921.89,(108),226.828,74.91,(17),5.38628,(116),['41-Nb-93_n-tot']
25,6587.17,(175),222.33,50.36,(48),9.45354,(13),['41-Nb-93_n-tot']
26,2404.65,(70),211.032,21.43,(112),3.63259,(179),['41-Nb-93_n-tot']
27,6519.67,(173),210.76,42.01,(58),2.49877,(189),['41-Nb-93_n-tot']
28,6563.19,(174),193.163,26.85,(98),7.1913,(30),['41-Nb-93_n-tot']
29,2065.39,(58),182.558,39.44,(61),5.84178,(84),['41-Nb-93_n-tot']
30,929.229,(26),172.938,18.354,(124),2.97127,(186),['41-Nb-93_n-tot']
31,1170.57,(33),170.373,21.72,(111),4.67626,(147),['41-Nb-93_n-tot']
32,5564.75,(151),162.931,18.4,(123),5.70801,(91),['41-Nb-93_n-tot']
33,3582.54,(101),153.857,57.23,(42),6.09012,(64),['41-Nb-93_n-tot']
34,950.451,(27),148.396,13.897,(142),7.50726,(26),['41-Nb-93_n-tot']
35,237.136,(7),146.345,46.727,(53),5.89663,(82),['41-Nb-93_n-tot']
36,4060.03,(114),141.686,19.74,(117),3.73905,(172),['41-Nb-93_n-tot']
