Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,6.18516,(1),337.756,2.5685,(361),11.569,(20),['78-Pt-196_n-g']
1,9.71367,(2),306.694,4.02409,(315),8.938,(35),['78-Pt-196_n-g']
2,2.0,(0),262.041,4.47973,(299),5.75454,(88),['78-Pt-196_n-g']
3,43.9875,(11),178.454,3.4259,(332),5.96015,(79),['78-Pt-195_n-g']
4,41.1141,(10),175.985,2.477,(367),9.88836,(27),['78-Pt-196_n-g']
5,36.3607,(9),118.675,2.7783,(353),6.66756,(66),['78-Pt-196_n-g']
6,48.3892,(12),93.5562,1.7666,(405),18.4517,(9),['78-Pt-195_n-g']
7,134.327,(38),86.4911,5.252,(280),1.7224,(334),['78-Pt-195_n-g']
8,17.4249,(4),75.6226,6.3672,(267),4.7147,(116),['78-Pt-194_n-g']
9,25.0343,(5),70.5275,5.1945,(281),9.55957,(28),['78-Pt-194_n-g']
10,219.491,(57),70.3635,10.492,(233),0.432882,(506),['78-Pt-196_n-g']
11,56.794,(15),66.7314,3.9226,(318),2.21937,(279),['78-Pt-195_n-g']
12,141.565,(40),57.0955,3.136,(341),3.48914,(176),['78-Pt-195_n-g']
13,115.94,(34),54.2254,2.765,(354),6.21439,(73),['78-Pt-196_n-g']
14,99.126,(29),52.6266,2.138,(384),15.5865,(13),['78-Pt-195_n-g']
15,14.1581,(3),49.9505,1.7658,(406),18.7698,(8),['78-Pt-196_n-g']
16,78.2758,(22),49.7154,3.2265,(339),4.50299,(122),['78-Pt-196_n-g']
17,110.941,(33),45.7832,5.568,(279),2.08377,(288),['78-Pt-196_n-g']
18,180.323,(49),44.5435,3.558,(328),3.99378,(147),['78-Pt-195_n-g']
19,51.6936,(14),42.1485,2.9104,(345),3.45716,(178),['78-Pt-195_n-g']
20,148.012,(41),41.9945,2.512,(365),4.4077,(129),['78-Pt-195_n-g']
21,353.18,(90),34.539,4.961,(288),0.719691,(483),['78-Pt-196_n-g']
22,121.933,(35),31.7497,4.2,(307),5.46372,(97),['78-Pt-196_n-g']
23,128.308,(37),31.4014,1.038,(459),15.0858,(15),['78-Pt-195_n-g']
24,66.3342,(18),30.9761,4.6418,(294),1.82611,(317),['78-Pt-196_n-g']
25,333.254,(85),27.5678,7.272,(260),0.789011,(461),['78-Pt-196_n-g']
26,397.603,(99),25.9752,7.949,(253),0.468097,(501),['78-Pt-195_n-g']
27,304.917,(78),25.8229,3.182,(340),4.15515,(138),['78-Pt-196_n-g']
28,668.308,(169),25.7166,6.36,(268),0.856972,(450),['78-Pt-195_n-g']
29,230.153,(59),24.7369,9.004,(245),0.570074,(496),['78-Pt-195_n-g']
30,174.645,(48),24.0008,2.166,(381),21.3006,(6),['78-Pt-195_n-g']
31,990.479,(230),22.8079,32.682,(148),7.16672,(51),['78-Pt-195_n-g']
32,244.039,(62),21.8826,4.119,(312),0.989485,(423),['78-Pt-196_n-g']
33,59.2699,(16),21.6966,1.5753,(418),4.02847,(145),['78-Pt-196_n-g']
34,201.264,(53),21.6364,7.32,(259),0.621228,(494),['78-Pt-196_n-g']
35,96.3855,(28),20.9897,1.8576,(399),7.10512,(53),['78-Pt-195_n-g']
36,609.034,(155),19.9957,5.154,(282),1.56505,(356),['78-Pt-196_n-g']
37,903.498,(220),19.4703,8.183,(248),5.60297,(93),['78-Pt-195_n-g']
38,290.186,(73),17.9967,2.005,(391),3.59927,(169),['78-Pt-196_n-g']
39,262.59,(67),17.6711,4.68,(293),1.48872,(367),['78-Pt-196_n-g']
40,1431.0,(249),17.5615,30.73,(159),6.07984,(76),['78-Pt-195_n-g']
41,1804.84,(260),17.2784,33.67,(143),5.10906,(107),['78-Pt-195_n-g']
42,576.41,(148),17.2019,4.06,(313),2.3868,(265),['78-Pt-195_n-g']
43,1926.23,(265),17.1898,23.09,(182),4.83471,(115),['78-Pt-195_n-g']
44,2350.53,(280),16.9111,51.96,(100),4.17659,(137),['78-Pt-195_n-g']
45,34.3658,(8),16.7632,3.6281,(324),5.04357,(109),['78-Pt-196_n-g']
46,584.647,(149),16.304,3.628,(325),2.66413,(249),['78-Pt-195_n-g']
47,826.554,(204),15.9862,7.669,(256),0.419799,(507),['78-Pt-195_n-g']
48,2146.51,(273),15.9179,36.53,(135),4.4287,(128),['78-Pt-195_n-g']
49,3256.75,(312),15.8436,68.5,(89),3.29785,(187),['78-Pt-195_n-g']
50,410.3,(101),15.8332,4.488,(298),0.612155,(495),['78-Pt-195_n-g']
51,368.796,(94),15.5819,7.95,(252),0.440849,(503),['78-Pt-196_n-g']
52,209.782,(56),15.1515,2.214,(376),1.63145,(343),['78-Pt-196_n-g']
53,386.211,(98),15.0165,2.385,(370),2.31259,(271),['78-Pt-195_n-g']
54,359.07,(92),15.0112,2.043,(389),3.14347,(203),['78-Pt-195_n-g']
55,722.511,(180),14.9565,5.898,(274),1.28837,(387),['78-Pt-195_n-g']
56,1766.35,(259),14.8094,77.66,(79),5.19979,(106),['78-Pt-195_n-g']
57,400.101,(100),14.6646,4.604,(295),0.629517,(493),['78-Pt-195_n-g']
58,1842.76,(261),13.9388,36.05,(137),5.02139,(111),['78-Pt-195_n-g']
59,2723.74,(294),13.9061,51.7,(101),3.73144,(162),['78-Pt-195_n-g']
60,192.505,(52),13.8767,2.75,(355),3.70264,(163),['78-Pt-196_n-g']
61,508.196,(130),13.8069,1.542,(423),2.77564,(241),['78-Pt-196_n-g']
62,688.24,(173),13.6618,2.606,(358),5.87807,(82),['78-Pt-195_n-g']
63,74.094,(21),13.6127,1.1543,(449),6.36906,(69),['78-Pt-196_n-g']
64,782.949,(194),13.3753,2.819,(350),3.24019,(194),['78-Pt-196_n-g']
65,512.51,(131),13.2637,2.064,(388),1.75615,(327),['78-Pt-196_n-g']
66,2972.16,(303),13.2038,42.25,(122),3.4441,(180),['78-Pt-198_n-g']
67,2396.94,(281),12.6444,40.28,(125),4.1242,(139),['78-Pt-195_n-g']
68,1493.97,(251),12.5715,52.95,(99),5.89931,(80),['78-Pt-195_n-g']
69,1394.44,(248),12.4365,6.53,(266),6.71624,(65),['78-Pt-195_n-g']
70,185.855,(50),11.7643,3.247,(338),2.82479,(235),['78-Pt-196_n-g']
71,138.4,(39),11.7165,3.373,(333),1.62268,(346),['78-Pt-196_n-g']
72,1373.81,(247),11.166,29.35,(164),6.22324,(72),['78-Pt-195_n-g']
73,2778.25,(296),11.1092,31.95,(152),3.67497,(164),['78-Pt-195_n-g']
74,1663.76,(257),11.0024,38.77,(127),5.46124,(98),['78-Pt-195_n-g']
75,273.412,(69),10.9283,3.567,(327),1.74452,(331),['78-Pt-196_n-g']
76,1534.11,(252),10.686,29.6,(163),5.79016,(86),['78-Pt-195_n-g']
77,484.058,(122),10.6841,2.54,(363),1.88139,(308),['78-Pt-196_n-g']
78,2188.33,(274),10.6605,38.43,(129),4.36941,(130),['78-Pt-195_n-g']
79,1903.06,(264),10.5208,9.69,(243),5.02753,(110),['78-Pt-195_n-g']
80,534.35,(137),10.3715,3.542,(329),1.75711,(325),['78-Pt-196_n-g']
81,348.613,(89),10.2607,1.777,(404),2.87899,(228),['78-Pt-195_n-g']
82,256.254,(65),10.1102,2.779,(352),1.26892,(391),['78-Pt-196_n-g']
83,592.83,(151),10.0837,2.507,(366),2.31255,(272),['78-Pt-196_n-g']
84,9085.6,(414),9.78907,231.62,(7),1.65532,(339),['78-Pt-195_n-g']
85,833.283,(205),9.73728,4.283,(305),0.735969,(479),['78-Pt-196_n-g']
86,80.4633,(23),9.64606,0.8255,(480),7.8039,(46),['78-Pt-196_n-g']
87,3304.27,(313),9.44489,34.49,(139),3.28129,(189),['78-Pt-195_n-g']
88,894.994,(219),9.40878,5.096,(283),5.81534,(84),['78-Pt-196_n-g']
89,1984.62,(268),9.22614,18.22,(196),4.65168,(119),['78-Pt-195_n-g']
90,3160.23,(309),9.20702,51.5,(102),3.34545,(186),['78-Pt-195_n-g']
91,2613.2,(289),9.19953,27.1,(170),3.87208,(154),['78-Pt-195_n-g']
92,2096.76,(272),9.17188,19.05,(195),4.50271,(123),['78-Pt-195_n-g']
93,2038.39,(269),9.11324,47.33,(109),4.54363,(120),['78-Pt-195_n-g']
