Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,27923.2,(1),105137.0,3070.1,(0),96.5512,(3),none
1,52139.7,(4),2166.27,100.6,(3),105.253,(2),none
2,102698.0,(9),1533.6,107.0,(2),55.2585,(8),none
3,90338.0,(8),1496.09,123.5,(1),63.9892,(7),none
4,80842.0,(7),1362.71,68.9,(4),95.3871,(4),none
5,46053.5,(3),751.248,57.5,(5),116.19,(1),none
6,59232.0,(5),564.915,55.0,(6),86.7033,(5),none
7,1151.0,(0),182.369,7.94,(9),237.069,(0),none
8,63474.0,(6),83.5042,25.4,(7),55.1364,(9),none
9,36725.0,(2),52.201,8.1,(8),85.3643,(6),none
