Rank by Integral,Energy (eV),Rank by Energy,Integral,Peak Width,Rank by Peak Width,Peak Height,Rank by Peak Height,Relevant Isotope
0,5.36,(7),550.952,0.30344,(52),4664.74,(3),['77-Ir-191_n-g']
1,4.379,(6),330.701,0.32917,(50),2700.51,(5),['77-Ir-193_n-g']
2,1.577,(3),290.609,0.22477,(58),3613.32,(4),['77-Ir-193_n-g']
3,0.241277,(0),274.186,0.145411,(60),5885.42,(2),['77-Ir-193_n-g']
4,26.8548,(21),254.187,0.5069,(34),1220.86,(10),['77-Ir-193_n-g']
5,50.94,(39),253.013,0.682,(23),884.948,(12),['77-Ir-191_n-g']
6,29.86,(24),229.624,0.46,(39),1267.73,(9),['77-Ir-191_n-g']
7,3.119,(5),213.33,0.29339,(53),1972.35,(6),['77-Ir-193_n-g']
8,9.068,(10),205.182,0.35294,(46),1467.52,(8),['77-Ir-191_n-g']
9,35.4774,(28),194.353,0.6184,(27),723.692,(14),['77-Ir-193_n-g']
10,25.19,(20),189.829,0.4792,(38),949.348,(11),['77-Ir-191_n-g']
11,0.55668,(1),186.408,0.123057,(62),7056.92,(0),['77-Ir-193_n-g']
12,147.7,(62),181.468,1.239,(1),385.491,(19),['77-Ir-191_n-g']
13,2.071,(4),168.674,0.25588,(57),1894.66,(7),['77-Ir-193_n-g']
14,41.3784,(33),156.126,0.5625,(31),656.0,(15),['77-Ir-193_n-g']
15,0.645848,(2),138.587,0.144368,(61),6488.52,(1),['77-Ir-191_n-g']
16,12.65,(12),134.51,0.4894,(36),733.069,(13),['77-Ir-193_n-g']
17,97.6,(51),131.908,0.9076,(9),382.815,(20),['77-Ir-191_n-g']
18,31.5982,(27),116.211,0.6566,(24),460.186,(17),['77-Ir-191_n-g']
19,78.8,(47),97.9729,0.8101,(14),342.477,(22),['77-Ir-191_n-g']
20,103.5,(53),96.5045,0.863,(11),312.594,(27),['77-Ir-191_n-g']
21,52.7305,(40),95.5997,0.7291,(19),316.253,(25),['77-Ir-191_n-g']
22,87.4,(50),90.068,1.0416,(6),276.21,(36),['77-Ir-191_n-g']
23,104.8,(54),86.3639,0.788,(16),290.227,(33),['77-Ir-191_n-g']
24,68.0,(45),84.8693,0.8984,(10),316.047,(26),['77-Ir-191_n-g']
25,134.2,(59),76.0248,1.075,(5),198.51,(45),['77-Ir-191_n-g']
26,40.37,(32),67.9278,0.4818,(37),340.003,(23),['77-Ir-191_n-g']
27,19.22,(17),67.4206,0.3472,(49),501.372,(16),['77-Ir-191_n-g']
28,46.3551,(37),66.3529,0.5947,(29),300.465,(29),['77-Ir-193_n-g']
29,99.5,(52),58.2519,0.849,(12),197.669,(46),['77-Ir-191_n-g']
30,129.9,(58),58.1506,0.988,(7),170.363,(48),['77-Ir-191_n-g']
31,65.7,(44),57.0306,0.6461,(25),283.615,(35),['77-Ir-191_n-g']
32,80.5,(48),56.9307,0.7014,(21),243.122,(42),['77-Ir-191_n-g']
33,36.48,(29),56.3357,0.4589,(40),296.728,(30),['77-Ir-191_n-g']
34,64.84,(43),55.8136,0.6324,(26),286.864,(34),['77-Ir-191_n-g']
35,45.6732,(36),55.3306,0.581,(30),242.823,(43),['77-Ir-193_n-g']
36,29.121,(23),55.227,0.3654,(45),438.338,(18),['77-Ir-193_n-g']
37,62.82,(42),54.3139,0.7485,(18),244.355,(41),['77-Ir-191_n-g']
38,142.9,(61),54.0177,1.114,(2),145.909,(53),['77-Ir-191_n-g']
39,76.6,(46),53.8945,0.7841,(17),218.796,(44),['77-Ir-191_n-g']
40,20.21,(18),53.7133,0.4177,(41),308.573,(28),['77-Ir-191_n-g']
41,38.8286,(31),49.8335,0.4965,(35),271.86,(38),['77-Ir-193_n-g']
42,44.3976,(35),47.4399,0.5215,(33),293.657,(31),['77-Ir-193_n-g']
43,137.6,(60),46.6087,1.083,(4),133.693,(56),['77-Ir-191_n-g']
44,42.5193,(34),45.3885,0.7173,(20),157.571,(51),['77-Ir-193_n-g']
45,114.3,(55),40.8868,0.952,(8),135.814,(55),['77-Ir-191_n-g']
46,6.119,(8),36.5359,0.30773,(51),360.341,(21),['77-Ir-191_n-g']
47,116.7,(56),36.5191,1.106,(3),119.567,(58),['77-Ir-191_n-g']
48,7.83,(9),33.473,0.34951,(47),251.888,(40),['77-Ir-193_n-g']
49,18.8194,(16),31.3704,0.2884,(55),335.318,(24),['77-Ir-193_n-g']
50,30.2132,(25),29.0576,0.6042,(28),272.046,(37),['77-Ir-193_n-g']
51,9.894,(11),28.2644,0.28623,(56),256.532,(39),['77-Ir-191_n-g']
52,128.1,(57),25.9744,0.79,(15),110.859,(61),['77-Ir-191_n-g']
53,17.8395,(14),25.4636,0.3976,(42),165.584,(49),['77-Ir-193_n-g']
54,16.6237,(13),23.7015,0.3868,(43),152.106,(52),['77-Ir-193_n-g']
55,23.7652,(19),22.9052,0.3478,(48),179.157,(47),['77-Ir-193_n-g']
56,49.6773,(38),21.9921,0.5608,(32),108.846,(62),['77-Ir-193_n-g']
57,56.7,(41),21.4587,2.8158,(0),140.553,(54),['77-Ir-191_n-g']
58,81.8,(49),18.9773,0.8436,(13),113.795,(59),['77-Ir-191_n-g']
59,30.9624,(26),16.2589,0.3832,(44),126.778,(57),['77-Ir-193_n-g']
60,28.6927,(22),6.87514,0.291,(54),291.091,(32),['77-Ir-193_n-g']
61,18.4866,(15),2.68712,0.2081,(59),164.71,(50),['77-Ir-193_n-g']
62,38.4246,(30),0.0,0.6931,(22),112.898,(60),['77-Ir-191_n-g']
